ID1,ID2
32543,28184
32575,28184
32888,28184
31193,30894
23652,30894
23698,30894
31354,30894
32429,30894
32682,30894
32733,30894
31304,31153
22472,31082
22510,31082
22493,31082
32466,31153
23412,28199
23398,28199
33139,28199
33193,25975
26249,25975
26059,25975
23652,31193
23698,31193
22486,31193
22510,31193
32429,31193
32466,31193
32682,31193
32733,31193
23698,31208
31354,23692
28439,23692
31695,23692
32682,23652
32733,23652
31354,31290
31559,31290
31668,31290
31695,31290
32682,23698
32733,23698
22387,27677
22510,27677
22493,27677
32466,27677
26925,31317
23412,31304
23398,31304
33139,31304
22449,31317
26230,27677
33725,27677
31559,31389
28439,31389
31695,31389
31760,31389
22929,31389
31644,22555
22610,22555
33473,22555
33600,22555
33762,22555
26736,22555
22510,22486
22493,22486
32466,22387
26925,22486
23412,22387
23398,22387
33225,22472
26230,22472
33725,22472
21038,22472
26087,22472
33870,22472
32429,22510
32466,22510
26925,22510
32733,22510
23412,22510
33225,31525
26230,31525
33725,31525
21038,31525
26087,31525
33870,31525
28439,31559
31732,31559
31760,31559
23030,31559
23138,31644
22160,31644
33614,31644
33742,31644
26736,31644
31695,28439
31760,31668
22929,28439
31760,31695
23030,26805
22929,31787
27284,31950
22833,22822
32250,32238
32274,32238
32292,32238
32351,32238
27391,32238
32405,32238
32292,32250
32351,32250
32405,32250
32351,32274
27391,32274
32351,32310
32405,32292
32416,32322
32405,32351
32416,32351
32416,32405
32486,32416
32516,32416
21910,32416
21954,32416
32466,22493
26925,32429
32733,32429
23412,22493
33225,22493
26230,22493
33725,22493
21038,22493
26087,22493
33870,22493
26925,32466
23412,32466
23398,32466
33139,32466
22449,32466
26230,32466
32531,32486
32543,32486
32575,32486
21910,32486
21672,32486
32543,32516
32575,32516
21910,32516
21672,32516
32888,32516
32575,32543
21910,32543
27418,32543
32888,32543
21910,32575
27418,32575
32888,32575
32733,32677
33225,26925
26230,26925
33725,26925
21038,20149
22133,20149
26087,20149
28313,20149
21038,32733
22133,32733
28313,32733
21930,21910
22013,21910
32888,27418
23398,23402
33139,23402
33193,23412
26230,23412
33139,24559
33193,23398
33473,22610
33600,22610
33762,33168
26249,33225
33725,33225
26197,33225
26087,33225
33870,33225
33725,26249
21038,26249
26087,26249
33870,33297
22237,25804
33751,22749
26751,25804
33742,22160
21038,22160
22133,22160
33839,22160
33870,22160
26751,22160
33742,33614
33751,33576
26751,33614
21038,21001
22133,21001
26087,21001
33870,21001
22133,33742
33870,33742
26751,33742
22133,21038
26087,26197
33870,21038
33839,22133
33870,22133
26751,22133
33870,33839
26751,33870
33921,20257
33924,23290
33915,28678
33916,28678
33917,28678
33918,28678
33919,28678
33920,28678
33921,28678
33921,25719
33923,28689
33924,20335
33921,28886
33924,26385
33921,20410
33924,20410
33921,29208
33922,25172
33923,25172
33924,20295
33921,29622
33924,24981
33921,20666
33924,20666
33920,26648
33921,26648
33924,23251
33919,24626
33920,24626
33921,24626
33921,27707
33919,29891
33920,29891
33921,29891
33921,27616
33920,30030
33921,30030
33919,26603
33920,30117
33921,30117
33920,30178
33921,30178
33921,24645
33920,30475
33921,30419
33921,25102
33920,25268
33921,25188
33920,26520
33921,26520
33920,25235
33915,20085
33916,20085
33917,20085
33918,20085
33919,20090
33925,28184
33915,30894
33916,30894
33917,30894
33918,30894
33919,30894
33915,31153
33916,28199
33917,31153
33918,31153
33915,31193
33916,31193
33917,31193
33918,31193
33919,31193
33918,23652
33919,23692
33918,23698
33919,31290
33915,27677
33916,27677
33917,27677
33918,27677
33919,31379
33920,31379
33915,22387
33916,22387
33917,22387
33918,22387
33915,22510
33916,22510
33917,22510
33918,22510
33919,28439
33920,28439
33919,31695
33919,31760
33920,31760
33919,22848
33920,22848
33920,27284
33921,27284
33920,22833
33915,22493
33916,22493
33917,22493
33918,32429
33915,32466
33916,32466
33917,32466
33918,32466
33925,32516
33925,32543
33925,32575
33915,32682
33917,32682
33918,32682
33918,32733
33925,21672
33925,32888
33915,32963
33916,32963
33917,32963
33918,32963
33924,23402
33915,23398
33916,33052
33917,33052
33918,33052
33924,24559
33915,33139
33916,33139
33917,33139
33924,33153
33915,22449
33916,22449
33917,22449
33918,33225
33915,26230
33916,26230
33917,26230
33918,26230
33915,33725
33918,33725
33918,21038
33918,28313
