ID1,ID2,Length
26904.0,20237.0,0.304572247992812
20237.0,20257.0,0.8527062626053699
26904.0,23290.0,0.768426557144955
29777.0,20463.0,0.28256628945050205
20463.0,24626.0,0.272687514261843
20463.0,20455.0,0.380621965360348
27066.0,27707.0,0.5501052109587321
27707.0,29821.0,0.5534818430878111
27616.0,27618.0,0.087861519817451
27618.0,29909.0,0.5016983763662529
27618.0,29967.0,0.503025283413749
20715.0,25557.0,0.10547633427294699
25557.0,30030.0,0.5407317118278471
25557.0,25555.0,0.11765879801594
25555.0,25133.0,0.16690937448060802
25555.0,20724.0,0.42891138273851503
30137.0,26603.0,0.072345842744201
26603.0,25019.0,0.296132242914242
26603.0,30117.0,0.5903850729230121
30178.0,27557.0,0.7881585921348759
25409.0,25393.0,0.8212792774545539
25393.0,25377.0,0.843674548428683
25377.0,25367.0,0.22387698297863695
25367.0,24639.0,0.6801495715169761
24639.0,24645.0,0.6843218027397929
25355.0,25367.0,0.579767470987067
25427.0,24639.0,0.364364391494425
24639.0,30271.0,0.19888278593493
30432.0,30442.0,0.21
30442.0,30478.0,0.307279220613579
30478.0,27585.0,0.05880387042654
27585.0,27594.0,0.3844124891804
27594.0,30410.0,0.5228232659943031
27585.0,30475.0,0.696704907512428
30442.0,30419.0,0.29659048552118106
28134.0,25102.0,0.9503534242253662
25188.0,25195.0,0.24110222393757802
25195.0,25244.0,0.034621029084168
25289.0,25254.0,1.2633075510478438
25254.0,25268.0,0.5359353087855789
25268.0,25195.0,0.8015645631573131
25346.0,25339.0,0.38922337212570896
25339.0,26571.0,0.157188781619455
26589.0,25333.0,0.369259692113456
25333.0,25339.0,0.23467308120327302
30755.0,26515.0,0.855091140932818
26515.0,25304.0,0.246169570482007
25304.0,30744.0,0.46117662673675003
26520.0,25304.0,0.337953261388334
30787.0,25235.0,0.36901786591113594
30828.0,30830.0,0.7987215991188839
20090.0,20085.0,0.517003865129108
31140.0,31142.0,0.29659048552118106
31142.0,28199.0,0.487693729674098
21476.0,31142.0,0.18298425482020003
21476.0,28295.0,0.6427675851227379
28295.0,24426.0,0.609568675498891
24426.0,21494.0,0.312245358004077
21494.0,28211.0,1.5797422026265702
28211.0,25972.0,0.3914723244098759
25972.0,25975.0,0.11209889366597399
21476.0,23485.0,0.7494035873408441
23485.0,31153.0,0.5845505254893721
24426.0,28307.0,0.8268058900669261
24426.0,31094.0,0.04638452594600401
31082.0,25972.0,0.670420004852224
23513.0,21494.0,0.645723169668641
23513.0,23502.0,0.6220224582374481
23502.0,23549.0,0.601870381750254
24707.0,24701.0,0.25179623579758903
24701.0,28773.0,0.44165042179902
