ID1,ID2,Cost
26904.0,20237.0,3045.7224799281207
20237.0,20257.0,8527.062626053701
26904.0,23290.0,7684.2655714495495
29777.0,20463.0,2825.662894505019
20463.0,24626.0,2726.875142618428
20463.0,20455.0,3806.2196536034794
27066.0,27707.0,5501.052109587321
27707.0,29821.0,5534.818430878106
27616.0,27618.0,878.6151981745099
27618.0,29909.0,5016.983763662531
27618.0,29967.0,5030.252834137485
20715.0,25557.0,1054.76334272947
25557.0,30030.0,5407.317118278471
25557.0,25555.0,1176.5879801594
25555.0,25133.0,1669.0937448060804
25555.0,20724.0,4289.11382738515
30137.0,26603.0,723.4584274420132
26603.0,25019.0,2961.3224291424212
26603.0,30117.0,5903.850729230122
30178.0,27557.0,7881.585921348755
25409.0,25393.0,8212.79277454554
25393.0,25377.0,8436.745484286832
25377.0,25367.0,2238.76982978637
25367.0,24639.0,6801.495715169761
24639.0,24645.0,6843.218027397932
25355.0,25367.0,5797.67470987067
25427.0,24639.0,3643.64391494425
24639.0,30271.0,1988.827859349297
30432.0,30442.0,2100.0
30442.0,30478.0,3072.7922061357863
30478.0,27585.0,588.038704265399
27585.0,27594.0,3844.124891804001
27594.0,30410.0,5228.232659943031
27585.0,30475.0,6967.049075124279
30442.0,30419.0,2965.9048552118024
28134.0,25102.0,9503.534242253658
25188.0,25195.0,2411.02223937578
25195.0,25244.0,346.21029084168
25289.0,25254.0,12633.075510478448
25254.0,25268.0,5359.353087855789
25268.0,25195.0,8015.64563157313
25346.0,25339.0,3892.2337212570897
25339.0,26571.0,1571.8878161945502
26589.0,25333.0,3692.596921134561
25333.0,25339.0,2346.730812032731
30755.0,26515.0,8550.911409328177
26515.0,25304.0,2461.6957048200697
25304.0,30744.0,4611.7662673675
26520.0,25304.0,3379.5326138833384
30787.0,25235.0,3690.178659111362
30828.0,30830.0,7987.215991188836
20090.0,20085.0,5170.03865129108
31140.0,31142.0,2965.9048552118015
31142.0,28199.0,4876.937296740981
21476.0,31142.0,1829.8425482019995
21476.0,28295.0,6427.675851227371
28295.0,24426.0,6095.6867549889075
24426.0,21494.0,3122.45358004077
21494.0,28211.0,15797.422026265704
28211.0,25972.0,3914.7232440987605
25972.0,25975.0,1120.98893665974
21476.0,23485.0,7494.035873408441
23485.0,31153.0,5845.505254893725
24426.0,28307.0,8268.058900669259
24426.0,31094.0,463.8452594600434
31082.0,25972.0,6704.2000485222325
23513.0,21494.0,6457.231696686411
23513.0,23502.0,6220.22458237448
23502.0,23549.0,6018.703817502544
24707.0,24701.0,2517.96235797589
24701.0,28773.0,4416.504217990201
24707.0,28689.0,6728.60926953309
24707.0,28701.0,1180.5438465043135
25704.0,25705.0,339.51499292718995
25705.0,24695.0,5134.08634476853
24695.0,24701.0,2597.25589773502
25704.0,20335.0,3875.2858764210096
28745.0,24695.0,114.22924824324078
25705.0,25719.0,4177.77884480237
31208.0,23653.0,4917.1416136538
23653.0,23692.0,6536.60213879826
23652.0,23653.0,1393.65058656296
31266.0,31290.0,7046.060628970836
31266.0,23664.0,2900.0158461815668
23664.0,31256.0,3578.209721061077
31256.0,31283.0,4151.3646803209585
23664.0,23698.0,7495.660297772181
31304.0,31317.0,6627.715276790737
31317.0,27677.0,6125.740599142672
21131.0,31389.0,3938.5304538902187
31384.0,31379.0,5758.2520312449415
31384.0,21131.0,2384.243529718009
21131.0,31354.0,5815.511559258275
22555.0,22548.0,7275.061810477023
22472.0,22486.0,4919.87915714472
22486.0,22387.0,7041.191319645451
31525.0,22510.0,4566.147726131945
31610.0,23611.0,2450.424132834509
23611.0,31559.0,17733.60322723752
31668.0,28439.0,4556.525712627376
23232.0,26857.0,4181.21571735442
26857.0,23237.0,1815.64806236073
23232.0,24912.0,406.5319287861
24912.0,28886.0,5596.559210625705
23232.0,26385.0,5519.442326233491
26857.0,28921.0,7508.43394171719
19910.0,19916.0,3221.54480677775
19916.0,26805.0,2638.8581875483
31732.0,19910.0,6645.885941183065
19916.0,31695.0,5293.7946645652555
31760.0,31787.0,7154.8634806065165
23046.0,23030.0,6816.942462842451
23030.0,23074.0,2334.5942138516903
23074.0,31858.0,249.3419434966376
22929.0,22841.0,2025.57010576572
22841.0,22848.0,2939.2264990642893
23074.0,23061.0,5561.754237861421
23061.0,22865.0,5490.475656045728
22865.0,31959.0,5061.814152158113
23108.0,23092.0,4747.6412675655
23092.0,23030.0,5851.984857139872
22879.0,31950.0,1631.9410195070825
22879.0,28178.0,2302.2331607854885
28178.0,22929.0,8983.891819169097
22879.0,22874.0,2285.9344093531304
22874.0,22859.0,7233.45039837372
22859.0,22975.0,4944.0233702432615
22859.0,22862.0,1113.70516627185
22862.0,22865.0,2073.1038938564293
22841.0,31822.0,3205.6192920621484
28178.0,31870.0,557.780516029245
22822.0,22815.0,3562.88751858078
22815.0,22808.0,3069.6540464220398
22808.0,22800.0,3351.61712536099
22800.0,32113.0,1637.6685519823764
32136.0,22815.0,1509.0689493566047
22800.0,22797.0,1308.8470624978802
22797.0,27284.0,6637.159614208009
22794.0,22797.0,1142.7937872739
22833.0,27502.0,6265.91136234418
22833.0,32167.0,2635.0377307435465
22833.0,27523.0,10726.988064951174
32209.0,32238.0,9993.309810749226
32322.0,27449.0,7085.414168167762
27449.0,22061.0,3889.51866516802
22061.0,32310.0,2821.0516983565667
32292.0,22061.0,4904.229179493809
21824.0,32351.0,7078.071300266098
22493.0,32429.0,6988.0948084581505
32486.0,32495.0,6784.9799728193575
32531.0,32516.0,6877.373760815333
20130.0,20132.0,1040.92086508063
20132.0,20149.0,8650.426255111888
20149.0,20153.0,5882.422575973968
20153.0,32620.0,1297.219532354207
20130.0,32625.0,294.7735281333165
20130.0,32682.0,5796.792627993615
32682.0,32702.0,4872.792206135785
20132.0,26925.0,2327.6917682785
32677.0,32663.0,7915.432893255071
32663.0,20153.0,4947.97145302315
20149.0,32615.0,3470.5928549048326
20486.0,20188.0,646.3386164573502
