ID1,ID2,Cost
20410,33921,89259.69062141879
20410,33924,59964.40679191405
29208,33921,110934.72449418543
25172,33922,85308.54294398148
25172,33923,69545.21864003703
20295,33924,93653.73295517039
29622,33921,63431.14753283997
24981,33924,68812.08120965541
20666,33921,89426.88279214682
20666,33924,75265.63799139847
26648,33920,117645.6560142508
26648,33921,32321.75263896002
23251,33924,77133.46270290781
24626,33919,107596.36202586332
24626,33920,82067.09350135637
24626,33921,20229.59301130505
27707,33921,96532.234033755
29891,33919,48994.42959957012
29891,33920,36973.55862325199
29891,33921,58007.48476973339
27616,33921,101980.41989994411
30030,33920,135880.95870129587
30030,33921,82347.53210172089
26603,33919,109146.40704024608
30117,33920,63285.778152251325
30117,33921,47720.13006004084
30178,33920,112726.0453244331
30178,33921,68625.9951175267
24645,33921,101459.86671076018
30475,33920,135444.41724733324
30419,33921,77563.76730754388
25102,33921,121641.50285909756
25268,33920,101992.93687845676
25188,33921,60665.38503449157
26520,33920,111820.09063602515
26520,33921,69680.99545014669
25235,33920,136062.20353381336
20085,33915,82789.01181533863
20085,33916,79797.54323012668
20085,33917,69711.31737097277
20085,33918,17480.645042852797
20090,33919,108545.53692638128
28184,33925,3876.7648868797705
30894,33915,115900.45253395301
30894,33916,112908.98394874099
30894,33917,102822.7580895871
30894,33918,51017.252977949036
30894,33919,86079.8230890419
31153,33915,34992.11847973638
28199,33916,62307.50835073714
31153,33917,37128.05361808167
31153,33918,96250.0058978275
31193,33915,95550.90766693221
31193,33916,92559.4390817202
31193,33917,82473.21322256631
31193,33918,33426.76329509926
31193,33919,87353.95118515205
23652,33918,63754.457180539466
23692,33919,106606.49483825533
23698,33918,71459.67978186611
31290,33919,114683.89728654137
27677,33915,29663.69544080746
27677,33916,44630.075875447386
27677,33917,27733.07257311041
27677,33918,75789.71719127036
31379,33919,81292.95000107794
31379,33920,103991.72659968057
22387,33915,35427.59486914158
22387,33916,47915.416314602335
22387,33917,31018.41301226537
22387,33918,79075.05763042532
22510,33915,62265.56673527384
22510,33916,74753.38818073459
22510,33917,57856.38487839763
22510,33918,95962.89010527887
28439,33919,92526.30617067187
28439,33920,99102.3858709522
31695,33919,113517.95262175029
31760,33919,105167.27132333037
31760,33920,108015.42896225283
22848,33919,109834.14489420102
22848,33920,126811.14526673053
27284,33920,68651.90380842287
27284,33921,112303.29173023065
22833,33920,96403.07259343444
22493,33915,49975.08819887331
22493,33916,62462.90964433406
22493,33917,45565.90634199709
32429,33918,91702.4804888518
32466,33915,22849.42682755131
32466,33916,38122.52120156902
32466,33917,21225.517899232047
32466,33918,76086.97855241803
32516,33925,102143.6499401167
32543,33925,78943.69366526308
32575,33925,74135.10879098655
32682,33915,130082.02698234865
32682,33917,117004.33253798276
32682,33918,69283.54117563636
32733,33918,124106.62153314373
21672,33925,104734.04911810998
32888,33925,43148.82220567481
32963,33915,43577.31901771068
32963,33916,49336.25599826197
32963,33917,44592.869870559356
32963,33918,103615.47596495243
23402,33924,78755.30322173156
23398,33915,60868.00873314567
33052,33916,43561.16719774715
33052,33917,56189.16901018132
33052,33918,115211.7751045744
24559,33924,52565.94176776254
33139,33915,75543.70672265031
33139,33916,64440.76202947692
33139,33917,76559.25757549898
33153,33924,44101.79973050256
22449,33915,58751.05069295834
22449,33916,71238.87213841907
22449,33917,54341.86883608211
33225,33918,127556.5847847388
26230,33915,49427.24869224019
26230,33916,61915.07013770094
26230,33917,45018.06683536396
26230,33918,114143.01431934148
33725,33915,116988.91655307244
33725,33918,167768.24368413602
21038,33918,194676.17415065155
28313,33918,184233.3960793748
20335,23290,9709.181901416114
28921,20257,14348.105434586323
20410,20257,11403.122065808526
20295,20257,45092.448229064816
24981,20257,14234.827564054585
20666,20257,26704.35326529295
23251,20257,43966.5359772196
20455,20257,75045.62239198796
29821,20257,53761.73137272039
29909,20257,54562.98345929039
20715,20257,67002.15690143804
29891,28678,73992.54557171628
20090,28678,85915.56231351577
30894,28678,73190.16462977072
31193,28678,67697.07655820357
23652,28678,95547.53486740118
26385,20335,28617.80213792592
20410,20335,30315.882713174826
20295,20335,64005.20887643111
24981,20335,45557.434596816514
20666,20335,45617.11391265924
23251,20335,75289.14300998152
29821,20335,72674.49202008668
29909,20335,73475.74410665668
20410,28921,18801.229798034707
20295,28921,41593.60948980743
24981,28921,11851.471018582137
20666,28921,24062.370519593038
23251,28921,30849.373366433734
20455,23237,57781.64282088013
29821,28921,50262.89263346299
29909,28921,52020.38102919574
20715,28921,64459.55447134339
24645,28921,85487.59527537887
30410,28921,83871.30333898237
25102,28921,90808.93549280225
20295,20410,33689.326163256315
24981,20410,17214.106535012877
20666,20410,15301.231199484426
23251,20410,47519.66034066798
29777,20410,85019.83110425732
29821,20410,42358.60930691186
29909,20410,43159.86139348188
20715,20410,55599.034835629514
24645,20410,84435.58955679844
30410,20410,75010.78370326849
25102,20410,82904.65216625115
26991,20295,31336.317955604805
20319,20295,13608.411896633032
23251,29208,72116.59310892812
20455,29208,96035.68773303836
29821,29208,13912.263005712137
29909,27728,38941.29915313327
20724,20507,59584.231377241886
27557,25032,93721.23362545637
24645,27980,46901.33974650218
30410,25032,58218.15952137421
25102,27980,32227.894129859586
25339,27980,74616.98050306317
20666,26991,8491.318022969108
23251,29622,24613.01614758268
29777,29622,59191.28801567849
29821,26991,37155.32186622773
29909,26991,39659.15661712658
20715,29622,57551.66304067353
27557,26991,112015.86026048448
24645,26991,74604.38055928178
30410,29622,81007.65288668843
25102,26991,70849.08711759633
23251,20666,50608.75140688953
29777,29729,83119.48002007446
29821,29731,17447.455257059642
29909,29729,27307.913882660887
20715,29729,39747.08732480853
27557,29729,99664.6175260188
24645,29729,59422.03787129199
30410,29729,59158.83619244753
25102,29729,57891.10048074469
20455,26648,26516.254593195226
27707,23251,51758.50143368779
29891,26648,102789.65901876094
29909,26648,48967.113212577635
30030,26648,44814.20206492736
30117,26648,56882.98405696973
30178,26648,67414.65063364962
24645,26648,79220.97825117398
30410,26648,63697.768340625706
25102,26648,87567.71495064133
25188,26648,69828.23903142048
27707,20455,80832.27915672553
29891,24626,67211.09650586652
27616,20455,71661.06039076037
30030,20455,52028.17259253712
30117,24626,50544.949649444025
30178,20455,54963.22809057919
24645,20455,83055.97316394954
30419,20455,59159.87376073325
25102,20455,103237.60931228694
25188,20455,73704.89382802282
26520,24626,66294.21780346743
29909,27707,26729.65440547824
20724,27066,42150.652076147664
27557,27066,78054.99435931891
24645,27066,26931.226683309018
30410,27066,42551.920255236764
25102,27066,25400.289292761732
25244,27066,81113.44267834691
25339,27066,54228.29530390023
26603,29891,66125.10255092822
27284,29891,87569.33126598505
20724,27616,10255.39656734827
26603,27616,118314.17958374372
27557,27616,66528.68403464265
24645,27618,30468.633414683867
30410,27616,26022.902701071358
25102,27618,39064.90970389496
25244,27616,63936.074811416736
25339,27618,57765.70203527509
26520,27616,92819.48056766897
26603,30030,84994.53747935237
27557,25133,55169.18459572577
24645,20724,22647.347836733497
30410,20724,15767.50613372309
25102,20724,33095.045769111166
25244,25133,52576.57537249988
25339,20724,53227.7267862788
26520,25133,81459.98112875213
30178,26603,48645.491344338036
25409,26603,84579.03985880001
30475,26603,71363.86326723816
25268,26603,37912.38289836171
26520,26603,47739.53665593012
25235,26603,71981.64955371832
22794,26603,64337.42752668447
22833,26603,93192.58001233707
25409,27557,41181.77638937951
30475,27557,19578.367718137106
25102,27557,68211.61323150594
25188,27557,8987.056494162218
25339,27557,68251.33696075882
26520,27557,38402.52704970168
25235,27557,67306.30515130008
22794,30178,111802.42124537833
30410,24645,19596.17493596211
25102,24645,16005.629271565034
25244,25409,36071.617015485586
25339,25355,7435.9289465603115
30744,25409,72398.19377665722
25235,25409,94071.86904830158
25102,30410,31480.440195296138
25244,30475,22908.24278761354
25339,27594,38379.52789177348
26520,30475,51791.648543865784
25235,30475,80695.42664546412
25244,25102,71270.06155053392
25339,28134,38333.70615070539
25339,25244,71309.78527978684
30744,25289,17495.101336218937
25235,25289,38955.70843289792
22794,25289,141242.64736372454
22833,25289,174402.7713825975
25304,25339,110548.1679780534
25235,26515,18404.469056291637
22800,25304,132901.7898920886
22833,30755,165025.8928130495
22800,25235,159596.29045506858
32167,30787,162900.31537656966
30894,30830,170782.38778799426
31208,30830,156473.06102736786
31256,30830,150651.49072964257
31644,30828,247061.9279433153
32677,30830,51055.71698196328
23138,30830,14159.918816939831
30894,20090,39075.350592134695
31193,20090,24129.55337874934
23652,20090,51812.554794725125
23698,20090,59517.777396051766
27677,20085,93695.52945060504
22486,20085,81123.06168003683
22510,20085,83907.8224375076
32429,20085,79647.41282108054
32466,20085,93992.7908117527
32682,20090,45077.55554239688
32733,20090,99900.6358999042
33225,20085,115501.51711696756
26230,20085,97141.61358523078
32543,28184,77782.56162132049
32575,28184,72973.97674704394
32888,28184,41987.690161732215
31193,30894,26310.82508125079
23652,30894,25914.44542737776
23698,30894,33619.6680287044
31354,30894,93697.30044905943
32429,30894,125333.62324072803
32682,30894,79115.11612100471
32733,30894,133938.19647851205
31304,31153,22061.727187371493
22472,31082,75101.04531264289
22510,31082,98344.72670306043
22493,31082,86054.24816665988
32466,31153,31414.68027662152
23412,28199,9399.593723071397
23398,28199,21451.2509201182
33139,28199,48440.5303447037
33193,25975,28673.470937457147
26249,25975,51544.725332300935
26059,25975,76380.8441772373
23652,31193,39041.8595831994
23698,31193,46747.082184526036
22486,31193,115091.07441101232
22510,31193,117875.83516848313
32429,31193,113615.42555205607
32466,31193,106754.68666334623
32682,31193,67396.91843233275
32733,31193,122219.9987898401
23698,31208,2000.5279375788518
31354,23692,99000.43677716466
28439,23692,131116.77949239055
31695,23692,145900.14872322365
32682,23652,91852.32032359515
32733,23652,149510.38699340937
31354,31290,102702.86662240543
31559,31290,178805.82649400516
31668,31290,144411.07335495108
31695,31290,167478.85318046383
32682,23698,109357.3392999506
32733,23698,164180.41965745788
22387,27677,26768.77137040778
22510,27677,53606.74323654002
22493,27677,41316.26470013949
32466,27677,18960.61670506185
26925,31317,116568.89439066492
23412,31304,49207.28334667869
23398,31304,61258.9405437255
33139,31304,88248.21996831098
22449,31317,36160.466222153154
26230,27677,40768.425193506366
33725,27677,108330.09305433859
31559,31389,55633.19779700167
28439,31389,21403.823939010526
31695,31389,32580.099364114903
31760,31389,46240.67815249699
22929,31389,51195.185676332316
31644,22555,94581.5406923105
22610,22555,50312.13201309579
33473,22555,78921.9072813627
33600,22555,56480.55253740508
33762,22555,71543.16742083295
26736,22555,97801.87594379377
22510,22486,21634.175049449328
22493,22486,9343.696513048797
32466,22387,18663.649372617638
26925,22486,84091.54309354571
23412,22387,97422.02686502914
23398,22387,109473.68406207596
33225,22472,28406.55890924976
26230,22472,10046.655377512994
33725,22472,77608.32323834523
21038,22472,104516.25370486072
26087,22472,81736.40314962305
33870,22472,124114.36724703465
32429,22510,7483.904709118735
32466,22510,45501.62123874988
26925,22510,86876.3038510165
32733,22510,138510.47731316535
23412,22510,124259.99873116137
33225,31525,36892.52684127451
26230,31525,16468.80932900259
33725,31525,74916.49188758938
21038,31525,101824.4223541049
26087,31525,90222.3710816478
33870,31525,121422.5358962788
28439,31559,48763.404959468695
31732,31559,9777.396813871848
31760,31559,60349.296376958475
23030,31559,81912.2766946984
23138,31644,271942.2579377468
22160,31644,74962.04903716629
33614,31644,101620.84555210348
33742,31644,71429.87844064296
26736,31644,34553.054892841945
31695,28439,25387.35121197973
31760,31668,18027.57059818566
22929,28439,28672.824660033628
31760,31695,45345.720598158965
23030,26805,62589.458343301376
22929,31787,13249.834814630562
27284,31950,198391.46586473857
22833,22822,12616.394225004173
32250,32238,53808.369898866644
32274,32238,299422.5278554914
32292,32238,103041.71105238648
32351,32238,104770.91918102684
27391,32238,342568.840480842
32405,32238,68024.17535307024
32292,32250,80630.59034560152
32351,32250,104822.18564372645
32405,32250,64347.519754411966
32351,32274,131448.78772224992
27391,32274,13041.10070793951
32351,32310,25134.043467314903
32405,32292,55718.28702805888
32416,32322,99614.36064378648
32405,32351,69633.0809086957
32416,32351,102007.8910635642
32416,32405,155365.3866696335
32486,32416,94583.36667181329
32516,32416,96420.48986714988
21910,32416,105802.34129455773
21954,32416,82605.33053018244
32466,22493,33211.14270234935
26925,32429,82615.89423458945
32733,32429,134250.0676967383
23412,22493,111969.52019476084
33225,22493,43722.151949979525
26230,22493,25362.24841824277
33725,22493,92923.916279075
21038,22493,119831.8467455905
26087,22493,97051.99619035287
33870,22493,139429.96028776446
26925,32466,114355.95421863654
23412,32466,58560.236435928724
23398,32466,70611.89363297555
33139,32466,97601.17305756104
22449,32466,41987.10519643438
26230,32466,32663.30319571623
32531,32486,16152.571860152304
32543,32486,70252.73164314243
32575,32486,60398.71391360435
21910,32486,67314.43127977112
21672,32486,35578.42141548703
32543,32516,45200.427954335995
32575,32516,35346.41022479792
21910,32516,54586.29744443506
21672,32516,22850.28758015096
32888,32516,85391.80590260637
32575,32543,14065.444589172404
21910,32543,69160.32964125134
27418,32543,38389.421292644314
32888,32543,59647.07441216867
21910,32575,72434.56211007509
27418,32575,41663.653761468086
32888,32575,57670.21669481219
32733,32677,9281.119148220334
33225,26925,118469.99853047644
26230,26925,100110.09499873967
33725,26925,138919.8100093249
21038,20149,115739.04261411795
22133,20149,131650.59158556422
26087,20149,142450.51195829315
28313,20149,115884.2614698728
21038,32733,154392.90554405976
22133,32733,174968.83604773396
28313,32733,154538.1243998146
21930,21910,11354.287080845344
22013,21910,91167.24355972416
32888,27418,93882.3080245374
23398,23402,5332.061238550489
33139,23402,32321.340663135987
33193,23412,77390.13794645331
26230,23412,111421.68068812767
33139,24559,5842.2675782206725
33193,23398,89441.79514350012
33473,22610,63771.3632708805
33600,22610,41330.00852692286
33762,33168,49202.95412649588
26249,33225,6717.428978387762
33725,33225,56218.56775712967
26197,33225,74558.46050019845
26087,33225,66764.70219714883
33870,33225,102724.61176581908
33725,26249,47219.45534767534
21038,26249,76340.82646618888
26087,26249,60047.27321876108
33870,33297,100807.99686872713
22237,25804,15599.131212022405
33751,22749,36515.54214823531
26751,25804,87139.57060110506
33742,22160,15775.960306792884
21038,22160,83011.0520468333
22133,22160,50673.51501690344
33839,22160,95879.55602024963
33870,22160,67006.2420215533
26751,22160,33806.002007867784
33742,33614,80058.11750314823
33751,33576,63155.65434756993
26751,33614,65519.57777748777
21038,21001,23379.433081172985
22133,21001,43723.830755485134
26087,21001,10698.773454348571
33870,21001,36850.625559278764
22133,33742,69313.09108546881
33870,33742,85645.81809011872
26751,33742,27904.96024567112
22133,21038,25397.77671269419
26087,26197,11322.613603664608
33870,21038,18524.571516487813
33839,22133,45314.52224569559
33870,22133,14638.505947853868
26751,22133,84479.51702477121
33870,33839,41777.50004959582
26751,33870,100812.2440294211
33921,20257,83160.53114762105
33924,23290,39357.70598015536
33915,28678,95864.55561339026
33916,28678,84553.8686436202
33917,28678,82646.71301572719
33918,28678,63630.7027982741
33919,28678,38565.46531201076
33920,28678,88812.23551630948
33921,28678,86373.87179952144
33921,25719,108682.4809246829
33923,28689,84882.59522388277
33924,20335,34617.836988682015
33921,28886,63159.65327899315
33924,26385,43116.763163246345
33921,20410,89259.69062141879
33924,20410,59964.40679191405
33921,29208,110934.72449418543
33922,25172,85308.54294398148
33923,25172,69545.21864003703
33924,20295,93653.73295517039
33921,29622,63431.14753283997
33924,24981,68812.08120965541
33921,20666,89426.88279214682
33924,20666,75265.63799139847
33920,26648,117645.6560142508
33921,26648,32321.75263896002
33924,23251,77133.46270290781
33919,24626,107596.36202586332
33920,24626,82067.09350135637
33921,24626,20229.59301130505
33921,27707,96532.234033755
33919,29891,48994.42959957012
33920,29891,36973.55862325199
33921,29891,58007.48476973339
33921,27616,101980.41989994411
33920,30030,135880.95870129587
33921,30030,82347.53210172089
33919,26603,109146.40704024608
33920,30117,63285.778152251325
33921,30117,47720.13006004084
33920,30178,112726.0453244331
33921,30178,68625.9951175267
33921,24645,101459.86671076018
33920,30475,135444.41724733324
33921,30419,77563.76730754388
33921,25102,121641.50285909756
33920,25268,101992.93687845676
33921,25188,60665.38503449157
33920,26520,111820.09063602515
33921,26520,69680.99545014669
33920,25235,136062.20353381336
33915,20085,82789.01181533863
