,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
population_per_years,,,,,,,,,0.5673447863266806,0.5343596408814868,0.6026762680214759,0.6971055125913826,0.6757085953773968,0.6511101138646883,0.7576781168472098,0.7935959665607053,0.7674306853017998,0.808222328385814,0.773583965714424,0.8243446784573321,0.8249503124906911,0.8642551174144134,0.8140361406034766,0.8706522476220705,0.8593801548662242,0.9277724735519303,0.8970373342830444,0.9429452480196926,1.0
nights_per_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specific_nights_per_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
