Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
24.0,0.0,87,29.789446934190934,1.2586422459825244,12586.422459825244,0.5471989467189584,50,1500
24.0,1.0,48,18.010220222537935,1.0252215699230467,10252.215699230466,0.4470605912013233,50,1500
