X Y Z
28.4783332344488578 -28.7908330170957854 -1
28.4791665677789965 -28.7908330170957854 -1
28.4799999011091387 -28.7908330170957854 -1
28.4808332344392774 -28.7908330170957854 -1
28.4816665677694196 -28.7908330170957854 -1
28.4824999010995583 -28.7908330170957854 -1
28.483333234429697 -28.7908330170957854 -1
28.4841665677598392 -28.7908330170957854 -1
28.4849999010899779 -28.7908330170957854 -1
28.4858332344201202 -28.7908330170957854 -1
28.4866665677502588 -28.7908330170957854 -1
28.4783332344488578 -28.7916663504256753 -1
28.4791665677789965 -28.7916663504256753 -1
28.4799999011091387 -28.7916663504256753 5.7263035774230957
28.4808332344392774 -28.7916663504256753 5.7305760383605957
28.4816665677694196 -28.7916663504256753 -1
28.4824999010995583 -28.7916663504256753 -1
28.483333234429697 -28.7916663504256753 -1
28.4841665677598392 -28.7916663504256753 -1
28.4849999010899779 -28.7916663504256753 -1
28.4858332344201202 -28.7916663504256753 -1
28.4866665677502588 -28.7916663504256753 -1
28.4783332344488578 -28.7924996837555653 -1
28.4791665677789965 -28.7924996837555653 -1
28.4799999011091387 -28.7924996837555653 9.41016197204589844
28.4808332344392774 -28.7924996837555653 13.5067033767700195
28.4816665677694196 -28.7924996837555653 7.08821678161621094
28.4824999010995583 -28.7924996837555653 6.10324573516845703
28.483333234429697 -28.7924996837555653 6.15552949905395508
28.4841665677598392 -28.7924996837555653 9.31304359436035156
28.4849999010899779 -28.7924996837555653 6.32015180587768555
28.4858332344201202 -28.7924996837555653 5.6668848991394043
28.4866665677502588 -28.7924996837555653 -1
28.4783332344488578 -28.7933330170854518 -1
28.4791665677789965 -28.7933330170854518 -1
28.4799999011091387 -28.7933330170854518 6.87159872055053711
28.4808332344392774 -28.7933330170854518 6.55661201477050781
28.4816665677694196 -28.7933330170854518 11.3359832763671875
28.4824999010995583 -28.7933330170854518 9.26094913482666016
28.483333234429697 -28.7933330170854518 6.85176944732666016
28.4841665677598392 -28.7933330170854518 5.61698150634765625
28.4849999010899779 -28.7933330170854518 5.51220846176147461
28.4858332344201202 -28.7933330170854518 -1
28.4866665677502588 -28.7933330170854518 -1
28.4783332344488578 -28.7941663504153418 -1
28.4791665677789965 -28.7941663504153418 -1
28.4799999011091387 -28.7941663504153418 -1
28.4808332344392774 -28.7941663504153418 8.04216384887695313
28.4816665677694196 -28.7941663504153418 10.373692512512207
28.4824999010995583 -28.7941663504153418 9.04000282287597656
28.483333234429697 -28.7941663504153418 6.57571506500244141
28.4841665677598392 -28.7941663504153418 7.7144322395324707
28.4849999010899779 -28.7941663504153418 -1
28.4858332344201202 -28.7941663504153418 -1
28.4866665677502588 -28.7941663504153418 -1
28.4783332344488578 -28.7949996837452318 -1
28.4791665677789965 -28.7949996837452318 -1
28.4799999011091387 -28.7949996837452318 -1
28.4808332344392774 -28.7949996837452318 5.66710376739501953
28.4816665677694196 -28.7949996837452318 6.81307125091552734
28.4824999010995583 -28.7949996837452318 7.54367685317993164
28.483333234429697 -28.7949996837452318 6.90738868713378906
28.4841665677598392 -28.7949996837452318 -1
28.4849999010899779 -28.7949996837452318 -1
28.4858332344201202 -28.7949996837452318 -1
28.4866665677502588 -28.7949996837452318 -1
28.4783332344488578 -28.7958330170751182 -1
28.4791665677789965 -28.7958330170751182 -1
28.4799999011091387 -28.7958330170751182 -1
28.4808332344392774 -28.7958330170751182 -1
28.4816665677694196 -28.7958330170751182 -1
28.4824999010995583 -28.7958330170751182 -1
28.483333234429697 -28.7958330170751182 -1
28.4841665677598392 -28.7958330170751182 -1
28.4849999010899779 -28.7958330170751182 -1
28.4858332344201202 -28.7958330170751182 -1
28.4866665677502588 -28.7958330170751182 -1
28.4783332344488578 -28.7966663504050082 -1
28.4791665677789965 -28.7966663504050082 -1
28.4799999011091387 -28.7966663504050082 -1
28.4808332344392774 -28.7966663504050082 -1
28.4816665677694196 -28.7966663504050082 -1
28.4824999010995583 -28.7966663504050082 -1
28.483333234429697 -28.7966663504050082 -1
28.4841665677598392 -28.7966663504050082 -1
28.4849999010899779 -28.7966663504050082 -1
28.4858332344201202 -28.7966663504050082 -1
28.4866665677502588 -28.7966663504050082 -1
