,Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
0,48.0,0.0,78,26.961980684472586,1.1189749240561149,11189.749240561148,0.4036730870117249,50,1500
0,48.0,1.0,73,25.426737521390187,0.7793621280400871,7793.621280400871,0.40693572116889426,50,1500
0,48.0,2.0,68,23.88161469355813,0.5472792206135786,5472.792206135785,0.26485281374238573,50,1500
0,48.0,3.0,37,14.31498642210195,0.22950844619618652,2295.0844619618656,0.12708203932499368,50,1500
0,49.0,0.0,104,34.519402083603886,0.6124264068711929,6124.264068711928,0.25242640687119283,50,1500
0,49.0,1.0,83,28.48831733241992,0.7769514502208787,7769.514502208788,0.23355798884346968,50,1500
0,50.0,0.0,171,53.57889201962623,1.2312993236254084,12312.993236254082,0.29406565593371864,100,2100
0,51.0,0.0,57,20.75682383636217,0.6622539073591484,6622.539073591483,0.31443700304154554,50,1500
0,52.0,0.0,78,26.961980684472586,0.6941625725291185,6941.6257252911855,0.3782920931782296,50,1500
0,53.0,0.0,105,34.86011719320722,1.1355571710203862,11355.571710203862,0.44201073370685373,50,1500
0,53.0,1.0,40,15.279061958816431,0.5256825172919941,5256.825172919941,0.3332561104208013,50,1500
0,54.0,0.0,109,36.11698753824268,1.1445433332843098,11445.433332843097,0.37609893171736675,50,1500
0,55.0,0.0,78,26.961980684472586,1.146806854780669,11468.068547806688,0.4508452859777554,50,1500
0,55.0,1.0,31,12.64553370620413,0.2952485775889134,2952.4857758891335,0.16816653826391967,50,1500
0,56.0,0.0,124,40.45687600804889,1.1376382427541762,11376.382427541763,0.4232172420873551,50,1500
0,56.0,1.0,62,22.325447766245905,0.4395084461961865,4395.084461961866,0.18,50,1500
0,57.0,0.0,104,34.519402083603886,1.4360545695727123,14360.545695727124,0.6457699177782965,50,1500
0,58.0,0.0,109,36.01147740356025,0.8829525832611343,8829.525832611344,0.46861324243453667,50,1500
0,59.0,0.0,100,33.599210110879476,1.4915753852146978,14915.753852146978,0.4897617106757338,50,1500
0,59.0,1.0,70,24.632836321174693,0.7911489267483375,7911.4892674833745,0.38678766680976506,50,1500
0,59.0,2.0,87,29.789446934190934,1.5356903113633396,15356.903113633396,0.5573318453463557,50,1500
0,59.0,3.0,148,47.28037752024878,1.4961328872555286,14961.328872555287,0.3515513126346799,100,2100
0,59.0,4.0,70,24.632836321174693,1.0111531268529925,10111.531268529925,0.33941125496954283,50,1500
0,59.0,5.0,61,22.0122658874735,0.7453130053983247,7453.130053983247,0.38318097104236043,50,1500
0,59.0,6.0,22,9.56878133032115,0.4008574570787102,4008.574570787102,0.2560046433363245,50,1500
0,59.0,7.0,9,4.813783974197722,0.09,900.0,0.09,50,1500
0,60.0,0.0,79,27.223613050851522,1.459737096537084,14597.37096537084,0.5141403795135793,50,1500
0,60.0,1.0,105,34.86011719320722,1.0522489417499292,10522.489417499291,0.37970562748477144,50,1500
0,60.0,2.0,114,37.37006107348553,1.1584281473619158,11584.281473619158,0.40436125993857225,50,1500
0,60.0,3.0,31,12.47651402666106,0.42680318287243074,4268.031828724307,0.25195036913004504,50,1500
0,61.0,0.0,99,33.02154533548916,1.308456273246183,13084.562732461833,0.4180592674355244,50,1500
0,62.0,0.0,124,40.45687600804889,1.039989754284004,10399.897542840039,0.4555408989108387,50,1500
0,62.0,1.0,109,36.01147740356025,0.8822620830098151,8822.62083009815,0.3139959799217819,50,1500
0,62.0,2.0,42,15.95635996723584,0.5369073874624545,5369.073874624545,0.2536421829571067,50,1500
0,62.0,3.0,21,9.188889134329752,0.5581494064460515,5581.494064460514,0.20665781731175467,50,1500
0,62.0,4.0,78,26.961980684472586,0.8879932957261548,8879.932957261548,0.3446303957774294,50,1500
0,63.0,0.0,16,7.371271734212793,0.48308416416496325,4830.841641649633,0.4530841641649632,50,1500
0,63.0,1.0,47,17.574785850404783,0.6694454375411021,6694.454375411022,0.23394300789452413,50,1500
0,64.0,0.0,135,43.58542564201467,2.028689532792197,20286.89532792197,0.5362070709566101,50,1500
0,64.0,1.0,80,27.461640581605792,1.3612071475731213,13612.071475731213,0.43567351438017615,50,1500
0,64.0,2.0,83,28.509396331261623,0.8964246570504861,8964.246570504862,0.4020633971119138,50,1500
0,64.0,3.0,97,32.59564258545273,1.0003938846574025,10003.938846574025,0.2422908654563593,50,1500
0,65.0,0.0,128,41.49969728091519,2.1418080268628255,21418.080268628255,0.5150204333072814,50,1500
0,65.0,1.0,181,56.36288776150094,1.9756818312029671,19756.81831202967,0.5432761422323479,100,2100
0,65.0,2.0,110,36.45784016184787,1.286560616078868,12865.606160788682,0.38377228884244063,50,1500
0,65.0,3.0,40,15.41410934743699,0.7720766825731771,7720.766825731771,0.32100861564161653,50,1500
0,65.0,4.0,80,27.47563566608923,1.1407677959183002,11407.677959183002,0.36578432629504287,50,1500
0,65.0,5.0,40,15.41410934743699,0.3743612599385722,3743.6125993857227,0.2119348530673794,50,1500
0,65.0,6.0,97,32.63693683523667,1.1238528622290005,11238.528622290005,0.4257417789803731,50,1500
0,66.0,0.0,49,18.171678415117043,0.9146384670059345,9146.384670059346,0.41199935208639965,50,1500
0,66.0,1.0,44,16.80045857223973,0.9229263022772576,9229.263022772577,0.3281354521203872,50,1500
0,66.0,2.0,5,3.076473690319872,0.0,0.0,0.0,50,1500
0,67.0,0.0,48,18.010220222537935,0.7817151217464999,7817.151217465,0.36035826564897283,50,1500
0,67.0,1.0,92,31.064189839283756,0.8926096462551842,8926.09646255184,0.2938871263780396,50,1500
0,68.0,0.0,53,19.35523934315555,0.9672083969546056,9672.083969546056,0.3792043984446199,50,1500
0,68.0,1.0,74,25.931612179042624,0.8491542688157298,8491.542688157298,0.34541149931041976,50,1500
0,68.0,2.0,53,19.35523934315555,0.5605337211995254,5605.337211995255,0.16850852578117237,50,1500
0,68.0,3.0,57,20.68882218820476,0.4448528137423857,4448.5281374238575,0.19242640687119286,50,1500
0,69.0,0.0,127,41.10857427963124,1.4600441732723073,14600.441732723073,0.3839587087441933,50,1500
0,69.0,1.0,196,60.661996811609335,1.97617289702743,19761.7289702743,0.43161379066319366,100,2100
0,69.0,2.0,100,33.599210110879476,0.7943612599385723,7943.612599385722,0.3195084461961865,50,1500
0,69.0,3.0,57,20.68882218820476,0.4570820393249937,4570.820393249936,0.18,50,1500
0,70.0,0.0,127,41.10857427963124,1.7769050131785589,17769.05013178559,0.6227535475733817,50,1500
0,70.0,1.0,140,44.81965815330759,1.7702948323915673,17702.948323915673,0.5273981733567472,50,1500
0,70.0,2.0,140,44.81965815330759,2.0412185048106424,20412.185048106425,0.46129475574406187,50,1500
0,70.0,3.0,148,47.28037752024878,1.6420439540840617,16420.439540840616,0.3979369214246025,100,2100
0,70.0,4.0,53,19.35523934315555,0.5362058356657845,5362.058356657846,0.25377942879459164,50,1500
0,71.0,0.0,57,20.68882218820476,1.0499899321447534,10499.899321447534,0.5476179664382935,50,1500
0,72.0,0.0,109,36.11698753824268,1.7893600342907456,17893.60034290746,0.6642293212557359,50,1500
0,72.0,1.0,157,49.7315156100204,1.3246844788146417,13246.844788146416,0.38937558211593143,100,2100
0,72.0,2.0,31,12.47651402666106,0.35240099040448153,3524.0099040448154,0.1899745835332887,50,1500
0,72.0,3.0,135,43.58542564201467,1.147666001552805,11476.66001552805,0.364812531627846,50,1500
0,72.0,4.0,96,32.333999976917056,0.9164711541632499,9164.711541632498,0.3658838585293234,50,1500
0,73.0,0.0,292,86.89896621226536,2.8880935689402616,28880.935689402617,0.45893781065667694,100,2100
0,73.0,1.0,100,33.599210110879476,1.1741572650452325,11741.572650452326,0.4138537500509924,50,1500
0,73.0,2.0,70,24.632836321174693,1.0309368966490362,10309.368966490361,0.4662961130059516,50,1500
0,73.0,3.0,44,16.65216500403069,0.42791009851147027,4279.100985114703,0.1662440578506232,50,1500
0,74.0,0.0,27,11.038928032474434,0.18708203932499368,1870.8203932499366,0.0970820393249937,50,1500
0,75.0,0.0,61,22.0122658874735,0.9122133794973991,9122.133794973992,0.45145881532623156,50,1500
0,75.0,1.0,31,12.47651402666106,0.530298572619884,5302.98572619884,0.3497056274847714,50,1500
0,76.0,0.0,48,18.010220222537935,1.1348496595493018,11348.49659549302,0.4620844346890675,50,1500
0,76.0,1.0,114,37.37006107348553,1.2032502020542493,12032.502020542493,0.4465311112529896,50,1500
0,77.0,0.0,109,36.11698753824268,1.1814279167683108,11814.279167683108,0.43746721382378123,50,1500
0,78.0,0.0,131,42.348443905517314,1.3370330212053414,13370.330212053414,0.4840136691990359,50,1500
0,78.0,1.0,35,13.888321657814895,0.5603117367017262,5603.117367017262,0.3115802323709077,50,1500
0,79.0,0.0,74,25.931612179042624,1.5487422359557368,15487.422359557368,0.48445471135991724,50,1500
0,79.0,1.0,44,16.65216500403069,0.44678766680976506,4467.8766680976505,0.1519348530673794,50,1500
0,80.0,0.0,157,49.7315156100204,2.130772223673125,21307.722236731246,0.5175686164954775,100,2100
0,80.0,1.0,122,39.86566603629021,1.5693192196189787,15693.192196189788,0.34725820313522326,50,1500
