X Y Z
28.3874999991664687 -28.6458333335787358 -1
28.3958333324997696 -28.6458333335787358 -1
28.4041666658330705 -28.6458333335787358 -1
28.4124999991663714 -28.6458333335787358 -1
28.4208333324996687 -28.6458333335787358 -1
28.4291666658329696 -28.6458333335787358 -1
28.4374999991662705 -28.6458333335787358 -1
28.3874999991664687 -28.6541666669120367 -1
28.3958333324997696 -28.6541666669120367 -1
28.4041666658330705 -28.6541666669120367 -1
28.4124999991663714 -28.6541666669120367 125
28.4208333324996687 -28.6541666669120367 170
28.4291666658329696 -28.6541666669120367 190
28.4374999991662705 -28.6541666669120367 -1
28.3874999991664687 -28.6625000002453376 -1
28.3958333324997696 -28.6625000002453376 -1
28.4041666658330705 -28.6625000002453376 -1
28.4124999991663714 -28.6625000002453376 125
28.4208333324996687 -28.6625000002453376 170
28.4291666658329696 -28.6625000002453376 190
28.4374999991662705 -28.6625000002453376 -1
28.3874999991664687 -28.6708333335786385 -1
28.3958333324997696 -28.6708333335786385 117
28.4041666658330705 -28.6708333335786385 156
28.4124999991663714 -28.6708333335786385 168
28.4208333324996687 -28.6708333335786385 186
28.4291666658329696 -28.6708333335786385 231
28.4374999991662705 -28.6708333335786385 -1
28.3874999991664687 -28.6791666669119358 -1
28.3958333324997696 -28.6791666669119358 116
28.4041666658330705 -28.6791666669119358 154
28.4124999991663714 -28.6791666669119358 194
28.4208333324996687 -28.6791666669119358 229
28.4291666658329696 -28.6791666669119358 251
28.4374999991662705 -28.6791666669119358 -1
28.3874999991664687 -28.6875000002452367 -1
28.3958333324997696 -28.6875000002452367 124
28.4041666658330705 -28.6875000002452367 -1
28.4124999991663714 -28.6875000002452367 -1
28.4208333324996687 -28.6875000002452367 -1
28.4291666658329696 -28.6875000002452367 -1
28.4374999991662705 -28.6875000002452367 -1
