Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
37.0,0.0,181,56.46102008448983,2.0663947316023576,20663.947316023576,0.7384400995768214,100,2100
37.0,1.0,104,34.519402083603886,1.1777945393280282,11777.945393280283,0.5377720302161126,50,1500
37.0,2.0,181,56.46102008448983,1.4475294120403734,14475.294120403734,0.44272216278471904,100,2100
