Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
60.0,0.0,79,27.223613050851522,1.459737096537084,14597.37096537084,0.5141403795135793,50,1500
60.0,1.0,105,34.86011719320722,1.0522489417499292,10522.489417499291,0.37970562748477144,50,1500
60.0,2.0,114,37.37006107348553,1.1584281473619158,11584.281473619158,0.40436125993857225,50,1500
60.0,3.0,31,12.47651402666106,0.42680318287243074,4268.031828724307,0.25195036913004504,50,1500
