Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
49.0,0.0,104,34.519402083603886,0.6124264068711929,6124.264068711928,0.25242640687119283,50,1500
49.0,1.0,83,28.48831733241992,0.7769514502208787,7769.514502208788,0.23355798884346968,50,1500
