Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
77.0,0.0,109,36.11698753824268,1.1814279167683108,11814.279167683108,0.43746721382378123,50,1500
