Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
36.0,0.0,74,25.931612179042624,0.9927235348853418,9927.235348853419,0.4460990081014562,50,1500
36.0,1.0,40,15.279061958816431,0.5545582017789052,5545.582017789053,0.2646688289347503,50,1500
