cluster_ID,0
1,163831.20282735082
2,288428.91062538826
3,12129.570579803762
4,2229320.4456209186
5,686050.7995838776
6,181641.16409860173
7,147099.3266030682
8,5381.682680600056
9,39629.67299106706
10,266986.0859882026
11,44380.192548434134
12,59585.872268554944
13,57587.6503129644
14,45835.43763478326
15,73418.30690232661
16,234085.05411474884
17,69294.73853508673
18,84168.542935896
19,68098.13973549136
20,21280.66866734105
21,36177.13673447978
22,1860707.1896369692
23,108695.41020343933
24,723486.7022562287
25,94160.9451630296
26,46817.471068150306
27,159435.54793791915
28,43625.37076804915
29,160177.01727896166
30,8402.884014491516
31,76968.17713404656
32,134163.01224846602
33,13239.162887492821
34,85289.06114853805
35,137927.58623911
36,138156.63851542067
37,56165.96709781777
38,953540.7128889854
39,66746.81443746414
40,91361.52533909249
41,524631.0253024661
42,103699.47888656546
43,49112.6711924376
44,35448.08488224611
45,929597.0215904443
46,91529.72415940672
47,16070.178244823082
48,198464.9963441735
49,18748088.179101896
50,58171.21621701923
51,74019.9418031983
52,78167.57179161956
53,57766.92400979018
54,17518.211929588055
55,101886.34106845324
56,23440.354418490766
57,44527.76112229732
58,154018.35426809307
59,450335.73778254195
60,40259.67228302188
61,32721.30912207333
62,195540.77434055065
63,44619.33741615536
64,107253.17990012915
65,26467.682064358858
66,39318.872694623366
67,124895.26021737275
68,77928.32956549515
69,49081.96368310997
70,25613.907094945916
71,97130.16756931582
72,95621.34855179234
73,180979.22731519048
74,47554.534734469235
75,167361.19158562407
76,38174.86064241888
77,10402.199411601503
78,62464.143470410156
79,509655.3681387454
80,86690.73512680078
81,26176.50839552905
82,419467.123560495
83,198630.45031881338
84,77625.6683410294
85,145205.5512758252
86,8180.327280518327
87,18049.435347311683
88,61549.54197764525
89,25364.8619783439
90,23241.221806313995
91,31981.782494433617
92,27652.50215037381
93,261368.36038554367
94,50729.72395668782
95,35934.870694623365
96,40804.34318255323
97,72868.12567698688
98,68374.84533292709
99,29858.142322403713
100,24984.658756058707
101,23556.963969998207
102,28741.80496467767
103,42976.94157475408
104,12293.508395529047
105,36962.52518658715
106,30342.94374284074
107,50683.16490514767
108,66202.57258666189
109,26478.325774985642
110,24587.016791058093
111,22056.401720299044
112,251137.48089450854
113,77340.64653822864
114,1311117.6559903692
115,141242.9710099139
116,194804.8253445373
117,72815.39588121057
118,2774185.1540583256
119,45473.41561426111
120,191022.20737668226
121,27126.20093514944
122,42116.99618878467
123,62104.72319363165
124,52935.364128717716
125,133337.28336689202
126,119835.72825743539
127,175891.7355052618
128,50431.658051709805
129,53099.364128717716
130,32836.98007939143
131,29267.74311424019
132,35904.179097151275
133,71006.08689728299
134,57342.95545902011
135,91420.36740868702
136,41989.16326856818
137,41156.04649398244
138,40279.726441367835
139,44345.696041569914
140,99038.72115950611
141,20163.981150639385
142,59249.333621510654
143,40459.836170514696
144,10455.39763366487
145,37106.910231523674
146,17176.72468387799
147,12346.813948194733
148,23047.38603663017
149,51147.342566043764
150,30960.962408418673
151,103829.08808540554
152,220810.01720299045
153,102876.02459635583
154,31945.08216312511
155,80641.4528827357
156,473286.7856860722
157,76208.778204695
158,163908.34710685106
159,72513.30353456423
160,62083.97445819788
161,48310.379090152426
162,88225.60688119617
163,90515.24647880736
164,30260.94374284074
165,13239.162887492821
166,48392.379090152426
167,204103.71591276617
168,413721.5322556072
169,61713.54197764525
170,159143.9193434119
171,89151.60788119618
172,49626.90387067285
173,51832.54404270278
174,105300.7904533391
175,30070.085605665143
176,165498.55464419795
177,69477.66541894201
178,50811.72395668782
179,18798.650244177887
180,46917.89300313999
181,51832.54404270278
182,30695.43790030069
183,8231.20929879649
184,74681.41166903479
185,65228.530798513915
186,26885.869853354954
187,107169.72088435436
188,149276.10514332194
189,7408.088368916841
190,35100.26348444635
191,28954.013688228417
192,268258.6719187685
193,25516.748826269104
194,16113.128780723906
195,179686.3627137635
196,17923.53880056835
197,14936.28233380695
198,29207.75055092355
199,22224.26510675052
200,64112.4588810772
201,32183.716265306284
202,66180.60271595065
203,35929.07760113669
204,64308.01403536994
205,67960.08461882167
206,17306.41959759298
207,56003.88354158337
208,64112.4588810772
209,42478.94861490588
210,64285.43253061264
211,156144.85953294608
212,134429.34926677478
213,79894.26353775604
214,111306.20560387296
215,301394.8844433923
216,23151.237617400773
217,51024.90780562571
218,60506.23292771464
219,40425.14918458843
220,65801.64226875063
221,72509.07951325759
222,131327.1335144646
223,185382.98097832495
224,60058.171211330286
225,109434.99963574987
226,41971.99168602841
227,1321617.9763135356
228,47668.005976308224
229,77604.96807274738
230,24534.440348734573
231,18880.650244177887
232,24034.506966509813
233,43431.02053234262
234,89477.55035567083
235,92966.15794079969
236,101994.91578193393
237,291940.2748730434
238,32897.63792731131
239,36084.44619284879
240,288477.5696381699
241,37833.911830603174
242,3398705.9435775653
243,18127.269878314397
244,47567.30820208954
245,8727.94475622545
246,83180.10340123033
247,70200.52696889274
248,69474.92379845954
249,2695049.9790838324
250,254480.25883294747
251,249983.19758517068
252,38602.6240172215
253,56136.22323181614
254,16761.665691688282
255,14075.055807954028
256,65228.530798513915
257,88969.62109228631
258,95575.6433229713
259,4571.363370460442
260,169222.4949576147
261,67220.03658634963
262,14729.948638150305
263,52005.8689659043
264,66344.60271595065
265,34124.37327541205
266,14729.948638150305
267,59428.70695133473
268,44440.7558030696
269,34240.39865903831
270,37048.98533306191
271,27326.99068602841
272,10030.464363257022
273,44393.10414699074
274,32308.25756144782
275,53121.04890321619
276,18931.781387231928
277,22421.037988456865
278,13570.628256171261
279,10030.464363257022
280,36356.51711028552
281,60951.511606139204
282,11800.546309714142
283,63078.38696364047
284,132143.60847996827
285,54430.43118214078
286,150620.96544885536
287,50742.34913177081
288,51332.37644725654
289,35401.638929142435
290,36581.693560113854
291,94994.39779319882
292,51332.37644725654
293,17110.792149085497
294,8231.20929879649
295,253538.70242886216
296,125483.63109240742
297,32183.716265306284
298,49635.45203696299
299,7047.006442723336
300,44396.14058915701
301,15503.414173991341
302,35235.03221361668
303,44396.14058915701
304,37585.12160720809
305,112129.40243930103
306,143376.63766302684
307,21021.402495358314
308,76812.37022568435
309,48007.21845071657
310,33090.301357975324
311,20939.402495358314
312,16520.764833599795
313,5334.135383412954
314,73753.4144357134
315,50669.523954399716
316,33123.529667199604
317,286601.92112997395
318,73004.94383516815
319,173639.20280246064
320,224292.37988456874
321,36594.04351664073
322,40807.57804801022
323,28403.311143313942
324,56724.622286627884
325,186407.09202395874
326,16520.764833599795
327,82234.09791244163
328,59688.54187770169
329,51525.14703188035
330,60577.157923370876
331,89578.98182258634
332,34221.58429817102
333,66213.78626910601
334,47787.82166148565
335,92397.78439967573
336,495617.34907101555
337,558837.8677649646
338,41344.519864431415
339,16545.150678987662
340,559820.0482497116
341,49635.45203696299
342,11869.595943436925
343,36254.539756628794
344,80760.75287813444
345,11884.525740608771
346,156431.6252461946
347,288247.0242702045
348,121310.20946164476
349,164900.17028783486
350,27153.68801532118
351,8566.168716362983
352,35235.216202659605
353,309844.7773569634
354,31409.285293330933
355,48123.17071170074
356,117047.17204291017
357,82889.75339493829
358,143384.4172010761
359,1574730.477159875
360,55048.65025324201
361,24162.381738953427
362,12883.92492019109
363,71705.67691759931
364,61748.30888843652
365,60756.425255594164
366,24800.615197468742
367,35235.03221361668
368,52356.52675744694
369,10668.270766825906
370,178112.60822940865
371,29871.15814711254
372,57822.67691759931
373,31224.625352428855
374,12801.92492019109
375,20373.472698186466
376,258552.85112756013
377,52165.35619285515
378,37048.98533306191
379,54231.12345853987
380,18675.68330667093
381,36644.433502161344
382,27466.032637480548
383,48329.40397455449
384,38741.81078232547
385,24664.522549531677
386,81560.89090451282
387,14714.174726468005
388,28457.916270322923
389,891175.5326263285
390,82053.41191884686
391,16912.815462536008
392,64969.959786963664
393,70032.45312106573
394,59981.55476314835
