Cluster_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,3901.772627669006,272.9111267277281,242.9965035738781,287.70402974664756,479.9804938199306,782.9834125520357,1509.9679643386294,3792.0352081644837,8135.616046535999,11133.900363625477,13245.710144924667,35997.62965534952,36148.116071152916,28542.83672267202,25059.452995960426,22332.61739342549,20252.03409168275,21699.381380863237,27986.07447054245,50585.47435824211,39746.27321500677,42634.94618722702,35855.189133610766,21625.865847074598
2,6791.974574090488,475.0675168964153,422.99391362860246,500.81812585527507,835.5216003532121,1362.971125553543,2628.462752737613,6600.950177175208,14161.998303229326,19381.233966311007,23057.347289313297,62662.54051116395,62924.498346080974,49685.678739466086,43622.0107707459,38875.29694411102,35253.54082626255,37772.99721853969,48716.50000427758,88056.19610508806,69187.9570779747,74216.38780739513,62414.58849184092,37645.02573379651
3,289.02019464214857,20.215639016868742,17.999741005472448,21.311409610862775,35.55411065332818,57.99877130015078,111.84947883989845,280.8914969010728,602.6382256693332,824.7333602685537,981.163714438864,2666.491085581445,2677.6382274928083,2114.2842016794084,1856.2557774785496,1654.2679550685546,1500.1506734579812,1607.3615837676466,2073.0425533735147,3747.0721746846,2944.168386296797,3158.1441620168152,2655.939935823019,1601.9159886721923
4,52649.84545731141,3682.6155742395904,3278.952819830232,3882.2284507788363,6476.773824014619,10565.442838510804,20375.24672866817,51169.06768547877,109780.59677609688,150238.92712892155,178735.3233136131,485745.7927567534,487776.4304416066,385152.1054059323,338147.9274640092,301352.4791483218,273277.4476815957,292807.70184300636,377639.2518062087,682591.6478217115,536329.3410370665,575308.5948473967,483823.7249757601,291815.69593645114
5,31805.22736864798,9725.873884356817,10465.056986377975,11057.212478810921,15299.989553340125,23779.42464212917,32327.395980999212,42140.122047664896,69174.5123705919,81282.57204763201,108038.60715305917,321975.2763843501,357780.02588216774,355491.4526462995,308097.8465445435,295252.00411737437,227527.28920056365,209435.8306016891,189680.21727466094,344400.0033107035,240343.4125233637,213589.35381328376,171850.89149437897,101690.31733856055
6,3975.2325883336116,278.0493145586088,247.57147892420704,293.1207284436353,489.01724494831575,797.7248996082598,1538.396629422427,3863.429106223834,8288.78797421901,11343.521979440697,13495.091500291404,36675.36890641419,36828.688579621434,29080.222127458255,25531.25558596926,22753.08094981648,20633.32581975612,22107.922793907284,28512.977528702195,51537.86377483836,40494.58941524711,43437.64838664307,36530.24660997391,22033.02315890731
7,3505.0437875629705,245.16176122371965,218.2888308794084,258.45053475675377,431.1764955458269,703.3703415900786,1356.4357377703122,3406.4643732296176,7308.393697698485,10001.815078646638,11898.897881977371,32337.422046515745,32472.607134719983,25640.62596184492,22511.429656446016,20061.85632134357,18192.82491634411,19493.007194627935,25140.47481025356,45441.98741437362,35704.9067962394,38299.86201833047,32209.464752880234,19426.966656240853
8,128.23330930108426,8.969332727697058,7.986176739490551,9.455507369149528,15.774749837042446,25.7330612776858,49.6256977233041,124.62674536205917,267.3802572328714,365.9200638529257,435.3255322674648,1183.0764163359418,1188.0222122458529,938.0716815309116,823.5888898699761,733.9703532198866,665.5911554760039,713.1587998034609,919.773468667813,1662.5117346722054,1306.2770779111975,1401.2144640852607,1178.3950519346424,710.7426825453971
9,940.3776015412844,65.77510666977841,58.565296089597354,69.34038737376318,115.6814988049779,188.70911603636247,363.92178330423,913.9294659884337,1960.7885530410563,2683.4138015881213,3192.387236628074,8675.893719796903,8712.162889802918,6879.192331226683,6039.65185904649,5382.449256945833,4881.001806824027,5229.8311985587125,6745.005436897293,12191.752720929504,9579.365238015445,10275.572736625241,8641.563714187376,5212.113005332911
10,6026.965537150961,421.55863820176165,375.35030675605583,444.4088463500278,741.4132423409949,1209.4538800512325,2332.4077929952923,5857.45703201678,12566.872089944954,17198.243001087507,20460.300016570844,55604.59156778926,55837.04397555508,44089.36903195284,38708.67782388887,34496.606601334664,31282.784307372178,33518.463590762665,43229.3530273872,78138.05152959365,61395.022661826275,65857.07981200724,55384.56744092819,33404.906079633656
