ID,dist_from_city,HDI,Trees_cover_areas,Shrubs_cover_areas,Grassland,Cropland,Vegetation_aquatic_or_regularly_flooded,Lichen_Mosses_/_Sparse_vegetation,Bare_areas,Built_up_areas,Snow_and/or_Ice,Open_water,elevation_average,average_wealth_index,roads_extension,rivers_extension,close_to_roads_buildings_perc,proximity_to_water,GHI,DNI,TEMP,PVOUT,wind_50
132,231,0.523296968637228,4.06,18.6,20.15,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.06657142857142857,4.798802039995509,0.0,0,2462,5.662519931793213,6.630159378051758,14.199999809265137,5.134999752044678,3.5319061279296875
133,258,0.523296968637228,2.05,6.07,10.69,80.75,0.0,0.0,0.43,0.0,0.0,0.0,0,-0.15266666666666667,3.75070589664221,0.0,0,434,5.644062042236328,6.534437656402588,14.239999771118164,5.120800018310547,3.315295457839966
134,147,0.523296968637228,1.69,8.21,21.25,67.6,0.0,0.78,0.46,0.0,0.0,0.0,0,0.17557142857142857,3.847182690248317,0.0,0,702,5.612087249755859,6.337695598602295,14.459999084472656,5.094599723815918,3.3756184577941895
135,134,0.523296968637228,0.3,6.83,10.06,81.44,0.0,0.0,0.0,1.38,0.0,0.0,0,0.055166666666666676,6.545258376304475,0.0,0,257,5.675950050354004,6.600350379943848,15.019999504089355,5.125600337982178,2.7253565788269043
136,146,0.523296968637228,4.11,16.63,9.45,69.82,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1515,1.7778514179292446,0.0,0,671,5.665249824523926,6.532875061035156,14.975000381469727,5.110500335693359,2.8683855533599854
137,139,0.523296968637228,1.34,7.46,3.89,86.07,0.0,0.34,0.07,0.82,0.0,0.0,0,-0.14118181818181819,24.54574172372739,0.007205481693946086,0,285,5.6689043045043945,6.606820106506348,14.693750381469727,5.137624740600586,3.438126802444458
138,205,0.523296968637228,0.64,2.22,2.36,94.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17200000000000001,2.938585132000477,0.0,0,1366,5.6683125495910645,6.575687408447266,14.700000762939453,5.131499767303467,3.5627846717834473
139,189,0.523296968637228,0.1,6.25,1.09,92.56,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.03533333333333333,3.9269869059995144,0.0,0,1899,5.6649088859558105,6.539363384246826,14.75,5.123000144958496,3.2107901573181152
14,118,0.523296968637228,0.0,2.02,8.08,88.8,0.0,0.76,0.0,0.33,0.0,0.0,0,0.319,6.156098783092045,0.0,0,259,5.667435169219971,6.594955921173096,14.300000190734863,5.117199897766113,3.4214415550231934
140,102,0.523296968637228,0.41,16.27,7.65,75.47,0.0,0.03,0.16,0.01,0.0,0.0,0,-0.1386,30.00849403955899,0.0,0,581,5.6700439453125,6.607670783996582,14.366666793823242,5.1406660079956055,3.5894293785095215
141,153,0.523296968637228,1.46,8.86,1.77,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.10642857142857143,2.973807192561324,0.0,0,933,5.667117595672607,6.574646949768066,14.866667747497559,5.128333568572998,3.176440715789795
142,84,0.5414471705006446,1.39,16.54,7.2,64.99,0.0,0.1,0.14,9.64,0.0,0.0,0,0.1709024390243902,470.21147983546683,5.896354275830291,0,403,5.663308620452881,6.607064723968506,14.502655029296875,5.13499116897583,4.888779163360596
143,91,0.523296968637228,0.19,20.43,6.96,67.6,0.0,0.0,0.02,4.79,0.0,0.0,0,0.15353846153846154,84.83544934822022,0.8792893216230089,0,582,5.642886638641357,6.527832984924316,14.822579383850098,5.111354827880859,3.918837308883667
144,106,0.6142243022236265,2.81,14.07,15.41,67.17,0.0,0.0,0.31,0.23,0.0,0.0,0,0.16166666666666665,32.23677333481144,0.8143839802344536,0,375,5.638275623321533,6.538689136505127,15.0,5.096400260925293,3.481104612350464
145,164,0.523296968637228,2.97,0.44,6.55,88.91,0.0,0.0,1.14,0.0,0.0,0.0,0,0.17300000000000001,3.539316292690539,0.0,0,1109,5.6563005447387695,6.530450344085693,14.666666984558105,5.126667022705078,2.993115186691284
146,157,0.523296968637228,0.0,8.9,3.07,88.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06083333333333333,7.119895387184126,0.0,0,355,5.652583599090576,6.553499698638916,14.800000190734863,5.116000175476074,3.247954845428467
147,122,0.523296968637228,1.92,3.84,11.23,81.87,0.0,0.14,0.17,0.84,0.0,0.0,0,0.142625,7.717266340527407,0.0,0,212,5.65519380569458,6.539773464202881,14.59999942779541,5.125833034515381,3.5367913246154785
148,157,0.523296968637228,0.0,8.9,3.07,88.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06083333333333333,7.119895387184126,0.0,0,355,5.652583599090576,6.553499698638916,14.800000190734863,5.116000175476074,3.247954845428467
149,100,0.5839151910281603,0.35,6.84,16.21,76.51,0.0,0.0,0.1,0.0,0.0,0.0,0,0.013875000000000012,28.790145097914927,0.41305024067550744,0,836,5.603375434875488,6.3850998878479,14.483332633972168,5.061666965484619,5.607778072357178
15,113,0.523296968637228,2.9,12.59,2.9,80.92,0.0,0.0,0.0,0.7,0.0,0.0,0,0.22716666666666666,3.3245048262303705,0.0,0,1331,5.686732769012451,6.625599384307861,14.233333587646484,5.1663336753845215,2.854679822921753
150,479,0.523296968637228,5.25,7.55,34.48,52.71,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.51875,0.6779973916665128,0.2745425347122031,0,4142,5.470555782318115,6.139666557312012,12.024999618530273,4.998000144958496,6.2012619972229
151,376,0.523296968637228,0.78,11.96,5.29,81.96,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.11266666666666665,0.47619103323179,0.0,0,2913,5.576999664306641,6.296625137329102,14.100000381469727,5.065000057220459,4.395512580871582
152,400,0.523296968637228,1.12,2.23,31.25,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.157,1.5000292742797798,0.0,0,4910,5.625875473022461,6.472499847412109,14.024999618530273,5.055500030517578,3.2632832527160645
153,491,0.523296968637228,1.64,9.72,16.94,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.317,2.6285567939624324,0.0,0,6598,5.606533527374268,6.451733112335205,13.725000381469727,5.08174991607666,3.127523183822632
154,543,0.523296968637228,1.25,13.99,29.41,55.34,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.29316666666666663,1.426453062517694,0.0,0,7542,5.592462539672852,6.413423538208008,13.433333396911621,5.055833339691162,3.3230462074279785
155,340,0.523296968637228,0.0,15.55,11.34,73.11,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0688,0.6373629526941054,0.0,0,4088,5.637249946594238,6.515500068664551,14.100000381469727,5.10099983215332,3.3911967277526855
156,276,0.523296968637228,1.37,7.94,18.92,71.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0.03566666666666667,4.800946099562053,0.0,0,1966,5.650279998779297,6.547639846801758,13.733333587646484,5.139999866485596,4.028069972991943
157,249,0.523296968637228,17.27,11.95,26.38,43.93,0.0,0.0,0.47,0.0,0.0,0.0,0,-0.13733333333333334,0.7408069606050747,0.5599436843246827,0,6175,5.405250072479248,5.887583255767822,13.649999618530273,4.9014997482299805,3.1868906021118164
158,105,0.523296968637228,0.0,5.44,6.95,87.61,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.11983333333333335,4.2618823799159475,0.0,0,426,5.630809783935547,6.495570659637451,14.800000190734863,5.091599941253662,4.147197723388672
159,129,0.523296968637228,3.97,46.3,31.75,9.79,0.0,0.0,8.2,0.0,0.0,0.0,0,-0.005166666666666654,0.0,0.0,0,1773,5.634166717529297,6.507999897003174,13.800000190734863,5.116000175476074,3.756937265396118
16,129,0.523296968637228,5.3,15.51,6.26,72.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09300000000000001,3.119573303342792,0.0,0,1534,5.686166763305664,6.6508331298828125,13.799999237060547,5.157999515533447,3.556830644607544
160,232,0.523296968637228,14.87,26.21,42.93,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.20550000000000002,3.2811873212486864,0.8968323343215131,0,5703,5.343733787536621,5.759066104888916,13.300000190734863,4.874333381652832,3.1582345962524414
161,120,0.523296968637228,0.0,8.54,10.08,80.78,0.0,0.0,0.0,0.59,0.0,0.0,0,-0.011249999999999998,3.1389113803226554,0.0,0,351,5.630154132843018,6.496077537536621,14.899999618530273,5.089500427246094,3.7899460792541504
17,134,0.523296968637228,3.54,6.1,10.49,78.0,0.0,0.33,0.23,1.31,0.0,0.0,0,0.29442857142857143,12.058910453509291,0.0,0,1741,5.678062438964844,6.575167179107666,14.625,5.140500068664551,2.9603724479675293
18,689,0.523296968637228,33.78,2.69,33.11,30.19,0.0,0.0,0.22,0.0,0.0,0.0,0,0.10850000000000001,4.976522465315013,0.43737427610938306,0,6141,5.445909023284912,6.0852274894714355,13.0600004196167,4.90339994430542,2.929197311401367
19,119,0.523296968637228,2.37,8.25,12.18,68.02,0.0,0.32,0.1,8.77,0.0,0.0,0,0.29971428571428577,11.073763764348179,0.0,0,2348,5.675548553466797,6.594967365264893,15.000000953674316,5.1135711669921875,3.192861795425415
2,170,0.523296968637228,7.02,8.17,16.59,67.76,0.0,0.01,0.13,0.32,0.0,0.0,0,-0.06269230769230767,23.73544943577382,0.0,0,1958,5.619626522064209,6.433686256408691,14.035294532775879,5.0961174964904785,4.951812267303467
20,113,0.523296968637228,0.0,2.79,0.45,96.32,0.0,0.45,0.0,0.0,0.0,0.0,0,0.4203333333333334,4.028309280406227,0.0,0,314,5.674749851226807,6.605416774749756,14.600000381469727,5.140500068664551,3.151679039001465
21,117,0.523296968637228,0.22,3.03,11.19,84.91,0.0,0.58,0.07,0.0,0.0,0.0,0,0.2991428571428571,4.185434260502776,0.0,0,826,5.660250186920166,6.5476250648498535,14.949999809265137,5.116000175476074,3.0798897743225098
22,120,0.523296968637228,0.05,5.34,10.58,83.59,0.0,0.43,0.0,0.0,0.0,0.0,0,0.3626666666666667,6.690850276661869,0.0,0,1061,5.6615214347839355,6.519608020782471,15.024999618530273,5.114999771118164,2.7637109756469727
23,103,0.523296968637228,0.73,9.27,11.87,77.64,0.0,0.18,0.14,0.18,0.0,0.0,0,0.20514285714285713,17.726772158080966,0.0,0,769,5.623615741729736,6.453365802764893,14.800000190734863,5.085727214813232,3.872525215148926
24,228,0.523296968637228,5.05,10.53,22.7,58.18,0.0,0.08,0.0,3.46,0.0,0.0,0,0.015249999999999996,12.038125223823304,0.0,0,1021,5.656142711639404,6.564809799194336,14.212499618530273,5.131750106811523,3.8106799125671387
25,108,0.523296968637228,1.04,6.96,3.46,88.12,0.0,0.0,0.09,0.35,0.0,0.0,0,0.023142857142857156,5.241655942218159,0.0,0,373,5.629587173461914,6.476828098297119,14.47499942779541,5.106499671936035,3.9647910594940186
26,196,0.523296968637228,0.31,7.08,12.92,79.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09659999999999999,0.08177664300561167,0.0,0,1435,5.65939998626709,6.55780029296875,13.800000190734863,5.130000114440918,3.796335220336914
27,187,0.523296968637228,2.95,2.86,6.98,86.85,0.0,0.0,0.36,0.0,0.0,0.0,0,0.11514285714285714,6.0364026272078855,0.0,0,917,5.654143333435059,6.548071384429932,14.550000190734863,5.123000144958496,3.595247983932495
28,276,0.523296968637228,1.37,7.94,18.92,71.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0.03566666666666667,4.800946099562053,0.0,0,1966,5.650279998779297,6.547639846801758,13.733333587646484,5.139999866485596,4.028069972991943
29,225,0.523296968637228,5.36,5.92,14.76,73.68,0.0,0.28,0.0,0.0,0.0,0.0,0,0.12133333333333335,5.534545856034044,0.0,0,1637,5.652444362640381,6.55911111831665,14.475000381469727,5.1207499504089355,4.004158020019531
3,118,0.523296968637228,5.52,25.19,25.69,43.42,0.0,0.0,0.0,0.18,0.0,0.0,0,0.02837500000000001,8.51358606854807,0.0,0,1181,5.675325393676758,6.625884532928467,14.144444465637207,5.140777587890625,3.3770229816436768
30,104,0.523296968637228,0.0,12.66,34.23,48.6,0.0,0.0,0.0,4.51,0.0,0.0,0,0.33728571428571424,12.345758566886328,0.688069093262721,0,536,5.642653465270996,6.544615745544434,15.033333778381348,5.1003336906433105,3.032700300216675
31,122,0.523296968637228,1.92,3.84,11.23,81.87,0.0,0.14,0.17,0.84,0.0,0.0,0,0.142625,7.717266340527407,0.0,0,212,5.65519380569458,6.539773464202881,14.59999942779541,5.125833034515381,3.5367913246154785
32,144,0.523296968637228,1.49,21.74,31.49,45.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3455,4.535383806673005,0.0,0,1127,5.655733108520508,6.5363335609436035,14.333333015441895,5.0926666259765625,3.308765411376953
33,255,0.523296968637228,0.0,10.58,32.36,57.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01979999999999999,1.1761632830326416,0.0,0,1344,5.65983247756958,6.5886664390563965,13.766667366027832,5.13866662979126,3.8285598754882812
34,126,0.523296968637228,0.13,7.48,3.87,86.69,0.0,0.0,0.0,1.84,0.0,0.0,0,0.2614285714285714,6.848513053854642,0.0,0,1146,5.648263454437256,6.544736862182617,14.75,5.122000217437744,3.258044481277466
35,1602,0.523296968637228,1.38,31.54,37.65,28.55,0.0,0.29,0.58,0.0,0.0,0.0,0,-0.002714285714285712,2.275493175751843,0.36244364959494113,0,894,5.524800777435303,6.355400085449219,10.425000190734863,5.004499912261963,3.769155740737915
36,1288,0.523296968637228,0.52,22.28,2.71,74.49,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.10483333333333333,3.390491292050954,0.7097457847902877,0,974,5.420567512512207,6.176766872406006,11.866665840148926,4.939000129699707,4.1583452224731445
37,1459,0.523296968637228,0.0,41.76,14.37,42.69,0.0,0.0,1.17,0.0,0.0,0.0,0,-0.1755,4.282982173940831,0.0,0,1337,5.48438835144043,6.308111190795898,10.699999809265137,5.046999931335449,4.708191394805908
38,1174,0.523296968637228,10.44,30.89,34.67,23.78,0.0,0.22,0.0,0.0,0.0,0.0,0,-0.16633333333333333,1.0558514763537399,0.16333895903951204,0,2399,5.386750221252441,6.134500026702881,11.333333015441895,4.904666900634766,4.7061285972595215
39,100,0.5839151910281603,0.35,6.84,16.21,76.51,0.0,0.0,0.1,0.0,0.0,0.0,0,0.013875000000000012,28.790145097914927,0.41305024067550744,0,836,5.603375434875488,6.3850998878479,14.483332633972168,5.061666965484619,5.607778072357178
4,121,0.523296968637228,1.57,24.75,19.06,54.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0.041400000000000006,1.2393321012846918,0.0,0,2833,5.6548895835876465,6.558444499969482,14.199999809265137,5.141499996185303,2.6466307640075684
40,152,0.523296968637228,3.26,10.43,16.52,69.0,0.0,0.66,0.13,0.0,0.0,0.0,0,0.16924999999999998,20.983645537438225,0.0,0,475,5.646250247955322,6.518267631530762,14.55555534362793,5.111222267150879,3.822495460510254
41,1780,0.523296968637228,0.64,15.38,57.01,8.2,0.0,0.0,10.2,8.07,0.0,0.51,0,-0.05625000000000001,9.89813391177548,1.2310274055469694,0,436,5.528599739074707,6.411359786987305,9.957143783569336,5.114142894744873,4.196979522705078
42,1161,0.523296968637228,0.0,24.77,3.33,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.47400000000000003,1.8412944093818062,0.0,0,1173,5.456166744232178,6.283916473388672,11.0,5.014499664306641,5.917689800262451
43,1237,0.523296968637228,2.47,26.36,20.26,50.91,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5136666666666666,1.4447444821676227,0.0,0,525,5.407249927520752,6.149624824523926,11.399999618530273,4.965999603271484,3.6238765716552734
44,1288,0.523296968637228,2.25,9.75,9.75,78.26,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2092,1.3820870610637077,0.0,0,228,5.470333576202393,6.30222225189209,12.225000381469727,4.958499908447266,3.457777976989746
45,1451,0.523296968637228,0.0,57.18,0.0,42.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0482,0.5494964337943684,0.0,0,1152,5.542090892791748,6.504455089569092,10.950000762939453,5.100500106811523,5.012285232543945
46,1377,0.523296968637228,0.35,28.34,8.01,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.010666666666666677,1.2874301126241288,0.0,0,367,5.485500335693359,6.275083065032959,12.225000381469727,4.970749855041504,3.471818685531616
47,1487,0.523296968637228,0.0,62.14,14.15,23.71,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.04819999999999998,1.103665557875616,0.0,0,1942,5.5281662940979,6.425583362579346,10.25,5.134749889373779,4.838545322418213
48,1611,0.523296968637228,0.0,11.85,53.43,0.51,0.0,0.0,34.21,0.0,0.0,0.0,0,0.045000000000000005,5.60720054083329,0.0,0,143,5.535470485687256,6.462352752685547,9.316666603088379,5.134500026702881,4.572232723236084
49,1337,0.523296968637228,0.0,59.79,7.22,32.99,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.43825,0.3982298988605758,0.0,0,1109,5.447249889373779,6.304999828338623,10.75,4.9589996337890625,4.331048011779785
5,125,0.523296968637228,3.51,8.13,1.85,86.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0.021,2.779714942693516,0.0,0,127,5.673428535461426,6.5691423416137695,14.399999618530273,5.149750232696533,2.938314437866211
50,1534,0.523296968637228,0.15,38.79,32.1,28.76,0.0,0.0,0.21,0.0,0.0,0.0,0,-0.024714285714285678,5.649883256036433,0.0,0,1303,5.51615047454834,6.35414981842041,10.050000190734863,5.130499839782715,4.282612323760986
