Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
17.0,0.0,249,75.2883556760668,2.8679823320390696,28679.823320390697,0.45780338428538486,100,2100
17.0,1.0,104,34.519402083603886,1.1107888168802484,11107.888168802485,0.4570874002099382,50,1500
17.0,2.0,136,43.883412768600564,1.1271032884112802,11271.032884112801,0.3565904855211802,50,1500
17.0,3.0,119,38.95119509280245,1.6016102261128873,16016.102261128872,0.4095056150262635,50,1500
17.0,4.0,99,33.02154533548916,1.1065807759962019,11065.807759962021,0.366517155994961,50,1500
17.0,5.0,65,23.000641414376076,0.7138380572268862,7138.380572268862,0.24176092103939825,50,1500
17.0,6.0,35,13.945447893305403,0.35264639288925453,3526.463928892545,0.2293609939347666,50,1500
