X Y Z
28.4883332344105398 -28.6066663511903805 -1
28.4891665677406785 -28.6066663511903805 -1
28.4899999010708207 -28.6066663511903805 -1
28.4908332344009594 -28.6066663511903805 -1
28.4916665677311016 -28.6066663511903805 -1
28.4924999010612403 -28.6066663511903805 -1
28.493333234391379 -28.6066663511903805 -1
28.4941665677215212 -28.6066663511903805 -1
28.4949999010516599 -28.6066663511903805 -1
28.4958332343818022 -28.6066663511903805 -1
28.4966665677119408 -28.6066663511903805 -1
28.4974999010420831 -28.6066663511903805 -1
28.4983332343722218 -28.6066663511903805 -1
28.499166567702364 -28.6066663511903805 -1
28.4999999010325027 -28.6066663511903805 -1
28.4883332344105398 -28.6074996845202705 -1
28.4891665677406785 -28.6074996845202705 -1
28.4899999010708207 -28.6074996845202705 -1
28.4908332344009594 -28.6074996845202705 -1
28.4916665677311016 -28.6074996845202705 -1
28.4924999010612403 -28.6074996845202705 -1
28.493333234391379 -28.6074996845202705 -1
28.4941665677215212 -28.6074996845202705 -1
28.4949999010516599 -28.6074996845202705 -1
28.4958332343818022 -28.6074996845202705 -1
28.4966665677119408 -28.6074996845202705 -1
28.4974999010420831 -28.6074996845202705 -1
28.4983332343722218 -28.6074996845202705 -1
28.499166567702364 -28.6074996845202705 -1
28.4999999010325027 -28.6074996845202705 -1
28.4883332344105398 -28.6083330178501605 -1
28.4891665677406785 -28.6083330178501605 -1
28.4899999010708207 -28.6083330178501605 -1
28.4908332344009594 -28.6083330178501605 -1
28.4916665677311016 -28.6083330178501605 -1
28.4924999010612403 -28.6083330178501605 -1
28.493333234391379 -28.6083330178501605 -1
28.4941665677215212 -28.6083330178501605 -1
28.4949999010516599 -28.6083330178501605 6.22280073165893555
28.4958332343818022 -28.6083330178501605 9.65034770965576172
28.4966665677119408 -28.6083330178501605 8.28992557525634766
28.4974999010420831 -28.6083330178501605 6.89117574691772461
28.4983332343722218 -28.6083330178501605 -1
28.499166567702364 -28.6083330178501605 -1
28.4999999010325027 -28.6083330178501605 -1
28.4883332344105398 -28.6091663511800469 -1
28.4891665677406785 -28.6091663511800469 -1
28.4899999010708207 -28.6091663511800469 -1
28.4908332344009594 -28.6091663511800469 -1
28.4916665677311016 -28.6091663511800469 -1
28.4924999010612403 -28.6091663511800469 -1
28.493333234391379 -28.6091663511800469 -1
28.4941665677215212 -28.6091663511800469 -1
28.4949999010516599 -28.6091663511800469 10.031890869140625
28.4958332343818022 -28.6091663511800469 10.6496238708496094
28.4966665677119408 -28.6091663511800469 5.47321271896362305
28.4974999010420831 -28.6091663511800469 8.40505790710449219
28.4983332343722218 -28.6091663511800469 4.84113931655883789
28.499166567702364 -28.6091663511800469 -1
28.4999999010325027 -28.6091663511800469 -1
28.4883332344105398 -28.6099996845099369 -1
28.4891665677406785 -28.6099996845099369 -1
28.4899999010708207 -28.6099996845099369 -1
28.4908332344009594 -28.6099996845099369 5.53007984161376953
28.4916665677311016 -28.6099996845099369 9.12775135040283203
28.4924999010612403 -28.6099996845099369 8.82874488830566406
28.493333234391379 -28.6099996845099369 8.21148586273193359
28.4941665677215212 -28.6099996845099369 9.06323909759521484
28.4949999010516599 -28.6099996845099369 6.34504318237304688
28.4958332343818022 -28.6099996845099369 4.98776721954345703
28.4966665677119408 -28.6099996845099369 -1
28.4974999010420831 -28.6099996845099369 -1
28.4983332343722218 -28.6099996845099369 -1
28.499166567702364 -28.6099996845099369 -1
28.4999999010325027 -28.6099996845099369 -1
28.4883332344105398 -28.6108330178398269 -1
28.4891665677406785 -28.6108330178398269 -1
28.4899999010708207 -28.6108330178398269 -1
28.4908332344009594 -28.6108330178398269 7.27022790908813477
28.4916665677311016 -28.6108330178398269 8.28874015808105469
28.4924999010612403 -28.6108330178398269 -1
28.493333234391379 -28.6108330178398269 4.8692173957824707
28.4941665677215212 -28.6108330178398269 9.94979286193847656
28.4949999010516599 -28.6108330178398269 6.11164617538452148
28.4958332343818022 -28.6108330178398269 -1
28.4966665677119408 -28.6108330178398269 -1
28.4974999010420831 -28.6108330178398269 -1
28.4983332343722218 -28.6108330178398269 -1
28.499166567702364 -28.6108330178398269 -1
28.4999999010325027 -28.6108330178398269 -1
28.4883332344105398 -28.6116663511697134 -1
28.4891665677406785 -28.6116663511697134 -1
28.4899999010708207 -28.6116663511697134 6.34014892578125
28.4908332344009594 -28.6116663511697134 5.35145187377929688
28.4916665677311016 -28.6116663511697134 -1
28.4924999010612403 -28.6116663511697134 -1
28.493333234391379 -28.6116663511697134 -1
28.4941665677215212 -28.6116663511697134 5.14261054992675781
28.4949999010516599 -28.6116663511697134 -1
28.4958332343818022 -28.6116663511697134 -1
28.4966665677119408 -28.6116663511697134 -1
28.4974999010420831 -28.6116663511697134 -1
28.4983332343722218 -28.6116663511697134 -1
28.499166567702364 -28.6116663511697134 -1
28.4999999010325027 -28.6116663511697134 -1
