,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
25 de Junho,27758.153699549996,13926.281180824999,15379.9355702,16678.368954175,22885.560939249997,33558.837202450006,41854.449293475,51126.836972749996,73452.7224785,83790.44137219999,122281.8588343,350619.627534,438373.25340075005,399252.83947350003,430682.282175,430511.62417749997,310426.87389499997,299982.98975999997,254647.86738049999,333510.43047024996,182575.30431725,154401.40512225,116599.51077975,72986.91881175
Gurai,2632.9377110924997,0.0,0.0,0.0,0.0,103.83074042145,567.81076378225,1793.1799863224999,3966.647624255,5575.482878,9146.01232423,31473.7537925,24446.0082025,14633.9847483775,11060.1391470075,11498.7662535075,10791.8123845,10083.8075395,24199.3736864,41381.1410089,24474.072591800003,23237.826894425005,18292.393796999997,10600.9473797825
Masqueira,303.04336457824996,0.0,0.0,0.0,0.0,0.002487332855,67.453217375,238.00159203225,423.14715474999997,551.8934659744999,1442.248544,6889.5513892300005,6129.6859965,1981.9260639975003,964.61348497425,1333.11652947425,1287.2520275,1306.263759281,2958.579353125,6134.169930597501,2880.4975608175005,2862.47032175,2372.32033125,1250.6740329074998
Mazuau,1734.8505351575,0.0,0.0,0.0,0.0,20.110281328550002,203.25039215725,1039.46292503225,2251.7323034949995,3254.36630575,3959.13049977,14033.2600535,11407.076995125002,7598.6144844975,5634.992453375,5667.1637428825,5194.263516999999,5204.022035689999,10098.0516477225,17512.949547775,12961.698979125002,14289.498901925002,11590.30931425,6671.8528388425
Mocelo Novo,700.1928693325,102.98646693124999,102.98850480217499,109.92836734624998,149.7416196405,244.8510389395,368.15349671775,639.49593454525,1199.5015157675,1476.581941043,1971.72097143,6972.52204806,5979.546853995001,5050.2477509125,4123.25201742,4152.783343155,3844.6736676699993,3916.9817901999995,3861.1817467575,7696.33986682,5662.6377584725005,5185.33134665,4327.9495153675,2413.34256772
Mucor,1989.9493557499998,843.44971225,924.0961158282499,974.0336461717499,1352.78638425,2076.8923612500002,2748.8743169275,3245.88511275,5011.663281755,5746.982625995,7619.52203623,20389.691629999998,26395.484844275004,28110.380542625,24899.091613425,23435.07770445,16697.1400171,14570.355118189998,12532.826569972502,21306.209697025002,14252.189126825002,12342.166072925,9600.7297797825,5993.257504092499
Muebele,140.84283349999998,168.046181875,149.62612599999997,177.15497454675,295.5500214595,455.26587574999996,637.66318653225,1003.72668534275,2065.068018755,2729.201498,3243.49885377,5681.02313877,8270.779067622501,8035.150637747502,8514.592780125,6714.041296625,5933.387751189999,6691.152436809999,5813.579630374999,10309.7824705975,8066.625751307501,7896.6438193175,7251.3258335,4788.2118328424995
Mussaia,230.79287057125,0.0,0.0,0.0,0.0,2.814961770355,32.9390232225,133.087832064475,301.49790387999997,407.6913956524999,472.5866690320001,1473.2601802670001,1325.381529324,931.2948719725,656.06065898675,677.6386163545,639.95920339,667.508733959,963.7823176024999,1896.4609135175,1617.6566832075002,1841.6301905950002,1480.2722346699998,850.62173789175
Navilembo,484.36960737499993,131.6817815,148.52886382825,141.120226625,165.0154809595,298.6035057145,379.55062259274996,743.3841038749999,1212.8505932754997,1294.10396875,1977.8827489999999,4993.0061795,4096.0971895,4336.359566372501,4644.7738195,4479.5755287425,3953.53132269,3583.5848688099995,2696.3011597775003,5281.402126,2690.0129220575004,3142.8912979425004,2621.5590505924997,1501.1176788424998
