id1,id2,Length,Loading,Cost,Geom
32516.0,21672.0,1814.151,0.554,22850.287580150958,"LINESTRING (-151118.7721395129 3212936.154313998, -151148.7721395129 3212936.154313998, -150971.2004155965 3212895.672548381, -150671.2004155965 3212595.672548381, -150536.5068865661 3212183.197378116, -150380.7019225135 3211923.094258741, -150265.7965431476 3211644.113147146, -150253.5187468504 3211611.842954412, -150216.473450871 3211570.811779446, -150191.9353335069 3211545.222749031, -150185.7399112445 3211533.034172303)"
32677.0,32733.0,521.482,0.16,9281.119148220334,"LINESTRING (-147715.9437421414 3172617.447688494, -147655.9437421414 3172677.447688494, -148046.0582988206 3172792.156990816, -148016.0582988205 3172792.156990816)"
20149.0,21038.0,4546.201,1.047,115739.04261411795,"LINESTRING (-146868.4310827929 3171999.306289632, -146845.9437421414 3172017.447688494, -146845.9437421414 3172047.447688494, -146785.9437421414 3172047.447688494, -146785.9437421414 3172077.447688494, -146771.2004155965 3172095.672548381, -146471.2004155965 3171795.672548381, -146171.2004155965 3171495.672548381, -146171.2004155965 3171195.672548381, -146171.2004155965 3170895.672548381, -146171.2004155965 3170595.672548381, -146171.2004155965 3170295.672548381, -146171.2004155965 3169995.672548381, -146471.2004155965 3169695.672548381, -146471.2004155965 3169395.672548381, -146471.2004155965 3169095.672548381, -146382.7043524032 3168756.6975694, -146435.2158550666 3168468.233334033, -146448.1817430392 3168421.775680864, -146436.3447243127 3168387.446864055, -146405.1136145442 3168366.855735794, -146375.4344735745 3168344.964791335, -146360.9331968419 3168314.017461022, -146351.2171525538 3168271.200638255, -146351.6801984903 3168231.848314513, -146364.8404150429 3168198.774779277, -146386.7068224211 3168158.6814027)"
23402.0,23398.0,502.743,0.264,5332.061238550489,"LINESTRING (-136382.4980263291 3170939.214224783, -136343.6574519496 3170948.960374309, -136273.0264280151 3171064.975283665, -136119.7741476769 3171318.418346581, -136097.8087090157 3171339.525803096)"
24559.0,33139.0,390.118,0.038,5842.2675782206725,"LINESTRING (-135064.6362225985 3172746.392544889, -134892.8022159627 3172836.677443138, -134863.7555615789 3172835.543701441, -134818.7044173735 3172840.178567799, -134780.3370936523 3172852.806366482, -134749.2046071652 3172859.575527567, -134732.4233892447 3172849.843044654, -134732.4233892447 3172819.843044653)"
22749.0,33751.0,2505.369,0.035,36515.54214823531,"LINESTRING (-159584.7342750102 3164891.40237837, -159552.1581362071 3164874.804104235, -159971.2004155965 3164895.672548381, -160271.2004155965 3164895.672548381, -160571.2004155965 3165195.672548381, -160871.2004155965 3165495.672548381, -161171.2004155965 3165795.672548381, -161345.4540560616 3166087.466394277, -161405.4540560616 3165967.466394277)"
22160.0,33742.0,962.204,0.674,15775.960306792884,"LINESTRING (-151540.4955237387 3167310.28889718, -151516.3561573836 3167292.44765536, -151871.2004155965 3167295.672548381, -152171.2004155965 3167295.672548381, -152436.1104389374 3167377.731104579)"
33742.0,26751.0,1783.045,0.662,27904.960245671118,"LINESTRING (-153643.3693700068 3168138.539663504, -153650.0635487635 3168123.532675135, -153671.2004155965 3167895.672548381, -153371.2004155965 3167595.672548381, -153071.2004155965 3167295.672548381, -152771.2004155965 3167295.672548381, -152471.2004155965 3167295.672548381, -152436.1104389374 3167377.731104579)"
26197.0,26087.0,891.373,0.218,11322.613603664608,"LINESTRING (-146069.8821724341 3167517.275550196, -146059.4990729422 3167486.989916242, -145871.2004155965 3167295.672548381, -145821.3495403446 3166867.141465469, -145843.0143743503 3166839.317629352, -145865.0437553648 3166814.436360336, -145888.7897978856 3166762.513778805, -145894.9776791472 3166729.175462892)"
21038.0,33870.0,1392.479,0.773,18524.571516487813,"LINESTRING (-146386.7068224211 3168158.6814027, -146404.4892639118 3168121.319729434, -146771.2004155965 3168195.672548381, -147071.2004155965 3168195.672548381, -147356.1325887829 3168241.407479639, -147376.5846045785 3168227.299768526, -147410.6860990035 3168207.107957613, -147422.1866753381 3168194.192594817, -147499.7962020581 3168220.892516363, -147527.2455495921 3168238.733753229, -147506.1325887829 3168271.407479639, -147566.1325887829 3168331.407479639, -147626.1325887829 3168301.407479639)"
20335.0,23290.0,880.156,1.57,9709.181901416114,"LINESTRING (-132223.2980273156 3180016.123988475, -132248.6103115807 3179985.691340091, -132280.4616484943 3179955.976021284, -132305.9788856518 3179935.911487495, -132327.5326917069 3179900.890919547, -132339.2101168111 3179861.323637507, -132348.297223944 3179816.671583525, -132344.6898353375 3179781.553594827, -132306.1596929973 3179752.269311156, -132167.3506718812 3179615.263325865, -132073.4587933649 3179454.312123242, -132047.1281889085 3179427.118315221, -132020.3847615751 3179401.848903892, -131983.1403483331 3179375.340856389, -131941.4660876239 3179345.634261289)"
24981.0,28921.0,891.578,0.18,11851.471018582137,"LINESTRING (-133244.1655273109 3181868.3427871, -133214.1655273109 3181928.3427871, -133214.1655273109 3181958.3427871, -133271.2004155965 3181995.672548381, -133271.2004155965 3182295.672548381, -133016.1324821232 3182563.402968062, -132979.9958145478 3182520.573474514)"
20319.0,20295.0,1328.753,0.865,13608.411896633032,"LINESTRING (-130845.8812195235 3183186.695414599, -130877.2722234555 3183193.345585585, -130935.2536614757 3183206.126521905, -130984.1023668219 3183223.993276884, -131112.3018605142 3183262.842792761, -131152.0539462115 3183265.2310701, -131237.1303122215 3183299.094795511, -131485.4410859424 3183267.54283901, -131711.9923153705 3183242.534507515, -131900.4758230334 3183310.489887612, -131949.2325795455 3183324.257810078, -131975.5407689295 3183338.846566345, -132024.8408426635 3183358.951270676, -132076.248644685 3183377.528042642, -132127.7612074575 3183388.589711182)"
20724.0,27616.0,797.006,0.189,10255.39656734827,"LINESTRING (-133563.0404509229 3185871.633027269, -133589.447996702 3185915.982998994, -133604.4730729955 3185953.882889074, -133613.5857362831 3185992.08066729, -133636.3496569946 3186090.79002913, -133737.1264488061 3186464.576123937, -133900.0240618899 3186395.554660086)"
30410.0,20724.0,1319.367,0.351,15767.50613372309,"LINESTRING (-133900.0240618899 3186395.554660086, -134147.9983089977 3186464.512921742, -134222.2673375093 3186770.016008133, -134216.3129708668 3187081.621391435, -134145.9771157503 3187365.886561676, -134129.8653038364 3187399.580752542, -134112.7250291527 3187440.314087922, -134118.4111141553 3187479.836546958, -134138.9663626322 3187486.510851925)"
25268.0,26603.0,2177.887,0.35,37912.38289836171,"LINESTRING (-138677.6526212085 3187204.700262516, -138688.9183422431 3187199.650177107, -138371.2004155965 3187395.672548381, -138071.2004155965 3187695.672548381, -137771.2004155965 3187695.672548381, -137471.2004155965 3187995.672548381, -137090.2260587335 3188227.897380492, -137093.8829034079 3188273.805982936, -137107.8562734577 3188301.122180678, -137087.4222252922 3188318.142763438, -137067.3881217723 3188358.361348166, -137064.2792704575 3188389.267449569, -137062.1493236003 3188406.737017249)"
30410.0,24645.0,1187.987,0.399,19596.17493596211,"LINESTRING (-133070.6148503791 3187633.003747749, -133083.5887506598 3187692.165533984, -133271.2004155965 3187695.672548381, -133571.2004155965 3187695.672548381, -133871.2004155965 3187695.672548381, -134138.9663626322 3187486.510851925)"
23138.0,30830.0,1129.496,0.048,14159.918816939831,"LINESTRING (-150112.7051677799 3174009.531212002, -150071.2004155965 3173895.672548381, -149801.4278024324 3173668.091219004, -149687.8798872897 3173615.201745779, -149657.7978251936 3173591.943450102, -149638.0433068277 3173551.743568569, -149630.1630086242 3173518.115326423, -149619.0819172887 3173476.352526274, -149597.3152074204 3173448.932484486, -149568.0343512162 3173434.831535931, -149550.9105917357 3173393.024666149, -149542.9000284463 3173362.665518127, -149520.1785671235 3173343.338040933, -149486.3564929733 3173328.003932115, -149448.4095113282 3173316.364538708, -149413.7716260662 3173314.335731899, -149376.4517850827 3173314.811641835, -149333.9512380426 3173295.2758378)"
31193.0,30894.0,1610.791,0.172,26310.82508125079,"LINESTRING (-144795.9220350301 3176699.443949064, -144671.2004155965 3176595.672548381, -144671.2004155965 3176295.672548381, -144371.2004155965 3175995.672548381, -144071.2004155965 3175995.672548381, -143771.2004155965 3175995.672548381, -143704.4177435751 3176100.485450366)"
31304.0,31153.0,1528.897,0.766,22061.727187371493,"LINESTRING (-138471.5289398742 3170437.407370409, -138501.5289398742 3170467.407370409, -138501.5289398742 3170497.407370409, -138531.5289398742 3170497.407370409, -138561.5289398742 3170497.407370409, -138591.5289398742 3170527.407370409, -138621.5289398742 3170527.407370409, -138671.2004155965 3170595.672548381, -138971.2004155965 3170895.672548381, -139271.2004155965 3170595.672548381, -139398.0515961029 3170376.857518089, -139308.0515961029 3170316.857518089, -139278.0515961029 3170316.857518089)"
32466.0,27677.0,1255.847,0.854,18960.61670506185,"LINESTRING (-140020.0139927823 3170840.319010152, -139945.5482082424 3170848.695264588, -139878.0515961029 3170706.857518089, -139871.2004155965 3170895.672548381, -140171.2004155965 3171195.672548381, -140171.2004155965 3171495.672548381, -140062.1448767245 3171498.866314008)"
22610.0,22555.0,4948.452,0.063,50312.13201309579,"LINESTRING (-159038.5816894938 3170196.122484754, -159070.3347809141 3170154.24465041, -159102.9939473347 3170098.275911473, -159122.8334790976 3170047.066667714, -159171.1398033664 3169987.075680267, -159209.4752968709 3169982.663817812, -159401.4539233509 3169782.899644603, -159528.7606713626 3169516.473330134, -159450.7061440407 3169238.453387504, -159371.7564350717 3168945.420696064, -159183.3310645006 3168674.858339373, -159069.8469671941 3168396.858877325, -158918.4161971503 3168126.915952058, -159156.7996537468 3168025.712990498, -159285.1434924171 3168114.984566155, -159630.9712064277 3168058.917206552, -159693.1687451239 3168049.199758084, -159725.7878132022 3168175.887553876, -159977.8976232625 3168357.720194536, -160206.1131001623 3168545.041318604, -160522.3671811254 3168647.458340827, -160802.5786899603 3168729.098320431, -160966.6404950822 3168751.479335388, -161066.0496987703 3168612.479052396, -161094.9237415565 3168603.607511056)"
32466.0,22387.0,1607.603,0.443,18663.649372617638,"LINESTRING (-141433.0736231485 3170929.809842399, -141405.4517658669 3170900.218044657, -141357.1522924392 3170893.502765602, -141281.7625925164 3170891.648629458, -141246.2947168537 3170878.414848823, -141212.0084535652 3170892.024966692, -140944.5613670876 3171065.438115257, -140923.4075655474 3171076.014529329, -140700.1219264835 3171299.910545756, -140498.6043337485 3171483.905666379, -140171.2004155965 3171495.672548381, -140062.1448767245 3171498.866314008)"
32429.0,22510.0,712.754,0.041,7483.904709118735,"LINESTRING (-142739.2622758995 3170716.399022244, -142743.1425458703 3170751.823912662, -142729.7719438357 3170796.772162631, -142699.4551369063 3170829.517713062, -142666.3561752049 3170882.684227802, -142715.2467538937 3171093.195889307, -142587.7828588272 3171149.689349184, -142592.2739768379 3171147.476660287, -142592.2739768379 3171087.476660287, -142562.2739768379 3171057.476660287, -142532.2739768379 3171057.476660287, -142532.2739768379 3171027.476660287)"
31732.0,31559.0,552.509,0.148,9777.396813871848,"LINESTRING (-150399.6117936629 3182627.56382053, -150429.6117936629 3182657.56382053, -150563.5856515348 3183061.137548914, -150503.5856515348 3183121.137548914)"
26736.0,31644.0,2347.14,0.029,34553.054892841945,"LINESTRING (-153903.9656115696 3168581.517432877, -153906.7935658371 3168614.162102325, -153885.9829312134 3168655.310027372, -153971.2004155965 3169095.672548381, -153971.2004155965 3169395.672548381, -153971.2004155965 3169695.672548381, -154271.2004155965 3169995.672548381, -154571.2004155965 3170295.672548381, -154571.2004155965 3170595.672548381, -154642.1465289856 3170601.695818422)"
32250.0,32238.0,3180.55,0.079,53808.369898866644,"LINESTRING (-153836.0135509645 3199314.610603529, -153671.2004155965 3199395.672548381, -153371.2004155965 3199395.672548381, -153071.2004155965 3199395.672548381, -152771.2004155965 3199395.672548381, -152471.2004155965 3199395.672548381, -152171.2004155965 3199395.672548381, -151871.2004155965 3199395.672548381, -151571.2004155965 3199395.672548381, -151271.2004155965 3199395.672548381, -150971.2004155965 3199095.672548381, -150977.7738065908 3198923.181014602)"
32405.0,32250.0,4049.839,0.111,64347.51975441197,"LINESTRING (-150977.7738065908 3198923.181014602, -150971.2004155965 3199095.672548381, -151271.2004155965 3199395.672548381, -151571.2004155965 3199695.672548381, -151571.2004155965 3199995.672548381, -151271.2004155965 3200295.672548381, -151571.2004155965 3200595.672548381, -151871.2004155965 3200895.672548381, -151571.2004155965 3201195.672548381, -151271.2004155965 3201495.672548381, -151271.2004155965 3201795.672548381, -151042.8950889234 3202001.477014835)"
32351.0,32274.0,8238.672,0.079,131448.78772224992,"LINESTRING (-153370.4907991756 3204553.388128477, -153370.4907991757 3204583.388128477, -153370.4907991757 3204613.388128477, -153340.4907991757 3204613.388128477, -153310.4907991757 3204613.388128477, -153280.4907991757 3204643.388128477, -153371.2004155965 3204795.672548381, -153371.2004155965 3205095.672548381, -153671.2004155965 3205395.672548381, -153971.2004155965 3205695.672548381, -154271.2004155965 3205995.672548381, -154571.2004155965 3205995.672548381, -154871.2004155965 3205995.672548381, -155171.2004155965 3205995.672548381, -155471.2004155965 3205995.672548381, -155771.2004155965 3205695.672548381, -156071.2004155965 3205395.672548381, -156371.2004155965 3205095.672548381, -156671.2004155965 3204795.672548381, -156971.2004155965 3204495.672548381, -156971.2004155965 3204195.672548381, -157271.2004155965 3203895.672548381, -157571.2004155965 3203595.672548381, -157571.2004155965 3203295.672548381, -157871.2004155965 3202995.672548381, -158171.2004155965 3202695.672548381, -158471.2004155965 3202395.672548381, -158753.7667096535 3202371.962356057)"
32416.0,32322.0,4355.363,0.365,99614.36064378648,"LINESTRING (-151763.9507317203 3204803.21524229, -151733.9507317203 3204803.21524229, -151733.9507317203 3204773.21524229, -151871.2004155965 3204795.672548381, -152171.2004155965 3205095.672548381, -152171.2004155965 3205395.672548381, -152171.2004155965 3205695.672548381, -152171.2004155965 3205995.672548381, -152171.2004155965 3206295.672548381, -152171.2004155965 3206595.672548381, -152171.2004155965 3206895.672548381, -151871.2004155965 3207195.672548381, -151571.2004155965 3207495.672548381, -151271.2004155965 3207195.672548381, -150971.2004155965 3207195.672548381, -150671.2004155965 3207195.672548381, -150685.3312504835 3207138.150455049)"
