ID,X,Y,Voltage,Power,Cluster,Distance
32764.0,-148586.05829882054,3173122.1569908164,0.974,12.477,60.0,4.762
32753.0,-148526.05829882054,3172882.1569908164,0.974,0.0,60.0,4.762
21910.0,-147609.18383829985,3211036.875159024,0.964,33.022,61.0,13.33
21942.0,-148929.66294619362,3211485.6339027816,0.964,0.0,62.0,12.273
21954.0,-149471.72454434284,3211648.2977080843,0.964,0.0,62.0,12.273
21672.0,-150185.73991124448,3211533.0341723026,0.964,9.189,62.0,12.272
21930.0,-148577.32093114132,3211219.2248513224,0.964,36.011,62.0,12.274
21943.0,-148937.73573467994,3211522.3052664245,0.964,26.962,62.0,12.273
27418.0,-149037.9125778648,3211822.0693307286,0.964,15.956,62.0,12.274
32856.0,-149434.92526357953,3211659.2248654994,0.964,40.457,62.0,12.273
22013.0,-146629.315113219,3216324.5046519376,0.986,17.575,63.0,4.495
32888.0,-147315.26863092955,3216611.8424349213,0.986,7.371,63.0,4.494
23402.0,-136382.49802632912,3170939.2142247832,0.929,27.462,64.0,14.301
23412.0,-136894.35330135128,3170979.700528952,0.929,43.585,64.0,14.301
25945.0,-136605.89724062645,3171092.6314640436,0.929,32.596,64.0,14.302
32963.0,-137244.83489704743,3171201.250588407,0.929,28.509,64.0,14.301
23389.0,-135748.20157815784,3171865.6947239144,0.928,0.0,65.0,14.805
23383.0,-135593.35080379626,3172237.593679499,0.928,32.637,65.0,14.805
23391.0,-135753.02274984613,3171791.6276156437,0.928,41.5,65.0,14.805
23398.0,-136097.80870901572,3171339.525803096,0.928,15.414,65.0,14.804
24516.0,-135383.23541608654,3172111.6990022394,0.928,36.458,65.0,14.805
24550.0,-134702.43539173855,3172468.1335413093,0.928,56.363,65.0,14.806
24559.0,-135064.6362225985,3172746.3925448894,0.928,27.476,65.0,14.807
33052.0,-135871.63582732587,3172191.807524498,0.928,15.414,65.0,14.805
23452.0,-134438.31470225568,3172964.415634198,0.928,0.0,66.0,15.197
25906.0,-134274.7080521605,3172940.282836678,0.928,16.8,66.0,15.198
33139.0,-134732.42338924474,3172819.843044653,0.928,18.172,66.0,15.197
33153.0,-134132.42338924474,3173239.843044653,0.928,3.076,66.0,15.198
22610.0,-161094.92374155653,3168603.607511056,0.912,18.01,67.0,28.274
33168.0,-161504.24683095486,3168674.6281067445,0.912,31.064,67.0,28.274
22353.0,-140885.49702907624,3168508.7018010695,0.935,25.932,68.0,13.654
22449.0,-141206.6636151787,3168920.947770232,0.935,19.355,68.0,13.653
33193.0,-140564.0634883768,3168087.046821524,0.935,20.689,68.0,13.655
33225.0,-141674.0634883768,3168867.046821524,0.935,19.355,68.0,13.653
26238.0,-141826.1601230547,3169497.762961226,0.936,0.0,69.0,13.303
26246.0,-141922.76779516134,3169129.463811668,0.936,0.0,69.0,13.304
26230.0,-141958.54122904933,3169880.7484252173,0.936,41.109,69.0,13.303
26249.0,-142005.26975617016,3168945.3084487743,0.936,60.662,69.0,13.304
33297.0,-142090.55010552864,3169271.109785542,0.936,33.599,69.0,13.304
33311.0,-141970.55010552864,3169451.109785542,0.936,20.689,69.0,13.304
24984.0,-133089.37076959893,3182672.2438704837,0.917,0.0,7.0,11.502
24987.0,-133136.34670384706,3182756.394725477,0.917,0.0,7.0,11.502
24981.0,-132979.99581454776,3182520.573474514,0.917,59.762,7.0,11.502
24991.0,-133276.33583941625,3182980.412470453,0.917,50.399,7.0,11.502
26991.0,-132898.72195487982,3182883.1995295635,0.917,15.582,7.0,11.502
29622.0,-133562.1337474609,3182949.829879946,0.917,22.213,7.0,11.503
22263.0,-159155.73464645873,3165159.0360506843,0.912,0.0,70.0,25.457
22677.0,-159480.03707606212,3164840.9585746387,0.912,0.0,70.0,25.458
22691.0,-159388.5526521784,3164545.1087328163,0.912,0.0,70.0,25.458
22667.0,-159688.76642467448,3164391.234901843,0.912,47.28,70.0,25.459
22749.0,-159584.73427501018,3164891.4023783696,0.912,44.82,70.0,25.458
25780.0,-159181.87111407108,3164278.5170812323,0.912,44.82,70.0,25.459
25804.0,-158670.00209557748,3165025.7153562107,0.912,41.109,70.0,25.457
33473.0,-159228.30027252538,3165199.9921991336,0.912,19.355,70.0,25.457
22160.0,-151540.49552373873,3167310.2888971805,0.936,20.689,71.0,14.872
22589.0,-158327.24925802232,3166062.5931058316,0.914,0.0,72.0,24.171
22595.0,-158191.3286297219,3165853.2993162675,0.914,0.0,72.0,24.17
22237.0,-157951.0744066661,3165651.2032453045,0.914,36.117,72.0,24.17
33546.0,-158243.91020628187,3165839.869212876,0.914,49.732,72.0,24.17
33576.0,-158393.91020628187,3165989.869212876,0.914,43.585,72.0,24.171
33600.0,-158573.91020628187,3166169.869212876,0.914,32.334,72.0,24.171
33614.0,-157673.91020628187,3166199.869212876,0.914,12.477,72.0,24.169
21017.0,-145106.83663329927,3167242.015413578,0.953,0.0,73.0,10.566
26061.0,-144700.75364611644,3167060.685917241,0.953,0.0,73.0,10.567
21001.0,-145533.23382866886,3167273.3538271226,0.953,16.652,73.0,10.566
26059.0,-144679.5087146278,3166987.5504201883,0.953,86.899,73.0,10.567
33674.0,-145037.7482204761,3167123.050082747,0.953,33.599,73.0,10.567
33725.0,-144767.7482204761,3167483.050082747,0.953,24.633,73.0,10.568
33742.0,-152436.11043893744,3167377.7311045793,0.933,11.039,74.0,15.834
33751.0,-161405.45405606163,3165967.466394277,0.912,22.012,75.0,27.963
33762.0,-161195.45405606163,3166717.466394277,0.912,12.477,75.0,27.964
21038.0,-146386.70682242108,3168158.6814027005,0.954,18.01,76.0,8.784
26197.0,-146069.8821724341,3167517.2755501964,0.954,37.37,76.0,8.785
22133.0,-148413.06702263711,3167831.952938728,0.946,36.117,77.0,11.165
26087.0,-145894.9776791472,3166729.175462892,0.953,13.888,78.0,9.676
33839.0,-146295.86968605942,3166588.7713377536,0.953,42.348,78.0,9.677
28313.0,-147081.7146066192,3168510.4599546073,0.949,25.932,79.0,10.178
33870.0,-147626.1325887829,3168301.4074796387,0.949,16.652,79.0,10.177
20319.0,-132127.7612074575,3183388.5897111823,0.914,0.0,8.0,12.149
20666.0,-132377.30207875866,3183092.8833588664,0.914,51.93,8.0,12.149
27106.0,-132194.99052539005,3183465.938029198,0.914,23.001,8.0,12.149
29729.0,-132264.28385145846,3183652.4103842983,0.914,21.787,8.0,12.15
29731.0,-131964.28385145846,3183652.4103842983,0.914,20.566,8.0,12.15
26751.0,-153643.36937000675,3168138.539663504,0.928,0.0,80.0,17.617
26736.0,-153903.96561156958,3168581.517432877,0.928,39.866,80.0,17.618
26772.0,-153552.9186295918,3168530.403413124,0.928,24.633,80.0,17.618
33910.0,-153650.06354876352,3168093.5326751354,0.928,49.732,80.0,17.617
23251.0,-134660.18672621247,3183781.04890357,0.916,27.476,9.0,13.629
26648.0,-134882.39496953806,3184184.3888190733,0.916,20.876,9.0,13.629
33915.0,-139126.93783656432,3172413.6986691616,0.934,0.0,-1.0,10.0
33916.0,-138294.44828611615,3173999.1149796513,0.95,0.0,-1.0,7.3
33917.0,-139591.03824544186,3173082.403744972,0.95,0.0,-1.0,9.0
33918.0,-142562.12781449355,3174451.6234682817,1.0,0.0,-1.0,-0.0
33919.0,-142225.6625889141,3180932.603712562,1.0,0.0,-1.0,-0.0
33920.0,-141630.30989052335,3185047.133506445,1.0,0.0,-1.0,-0.0
33921.0,-137310.34041964574,3183632.5586759984,0.95,0.0,-1.0,5.0
33922.0,-122924.60810142227,3182754.851563726,0.9,0.0,-1.0,4.853
33923.0,-124332.09604118494,3182119.029475629,0.9,0.0,-1.0,6.525
33924.0,-132868.90336284484,3176781.547341231,0.95,0.0,-1.0,6.6
33925.0,-146329.82714101562,3218688.194761388,1.0,0.0,-1.0,-0.0
