id1,id2,Length,Loading,Cost,Geom
21476.0,28295.0,0.643,0.286,6427.675851227371,"MULTILINESTRING ((-137736.9253993908 3169931.838331925, -137744.4500839789 3169961.416792356), (-137744.4500839789 3169961.416792356, -137787.3009720097 3169965.314267745), (-137787.3009720097 3169965.314267745, -137811.5289398742 3169957.407370409), (-137826.5159153579 3169976.474961383, -137931.7177276417 3170001.008416274), (-137826.5159153579 3169976.474961383, -137811.5289398742 3169957.407370409), (-137708.0179499496 3170272.725692234, -137764.0775031165 3170266.93406201), (-137764.0775031165 3170266.93406201, -137799.9082734236 3170258.121493204), (-137862.1662356318 3170218.534463269, -137836.8827985844 3170237.748321706), (-137862.1662356318 3170218.534463269, -137894.0498451342 3170187.84649497), (-137894.0498451342 3170187.84649497, -137917.9198332693 3170151.676053803), (-137799.9082734236 3170258.121493204, -137836.8827985844 3170237.748321706), (-137932.4974342249 3170107.325094282, -137917.9198332693 3170151.676053803), (-137932.4974342249 3170107.325094282, -137936.200744321 3170074.464363632), (-137936.200744321 3170074.464363632, -137931.7177276417 3170001.008416274))"
28295.0,24426.0,0.61,0.273,6095.6867549889075,"MULTILINESTRING ((-137724.9895023406 3169896.465156696, -138006.5693854929 3169398.492608598), (-137724.9895023406 3169896.465156696, -137736.9253993908 3169931.838331925))"
24426.0,21494.0,0.312,0.229,3122.45358004077,"MULTILINESTRING ((-138006.5693854929 3169398.492608598, -138068.8855616224 3169438.064004336), (-138068.8855616224 3169438.064004336, -138091.7033078625 3169400.883646825), (-138091.7033078625 3169400.883646825, -138113.2062537718 3169369.862919491), (-138139.1185070856 3169348.118206023, -138113.2062537718 3169369.862919491), (-138139.1185070856 3169348.118206023, -138168.7379298773 3169327.193402991), (-138168.7379298773 3169327.193402991, -138197.7009268707 3169303.888421474), (-138197.7009268707 3169303.888421474, -138221.20782874 3169282.104358963), (-138233.0586427817 3169269.184683645, -138221.20782874 3169282.104358963))"
21494.0,28211.0,1.58,0.148,15797.422026265704,"MULTILINESTRING ((-138503.4406266771 3168788.118995405, -138488.4298335119 3168814.238175436), (-138503.4406266771 3168788.118995405, -138526.2884269319 3168754.398697479), (-138526.2884269319 3168754.398697479, -138561.4260053497 3168698.041478417), (-138561.4260053497 3168698.041478417, -138579.2950490496 3168665.171367296), (-138579.2950490496 3168665.171367296, -138595.4299761311 3168636.670946601), (-138595.4299761311 3168636.670946601, -138615.6852441012 3168610.458836386), (-138615.6852441012 3168610.458836386, -138834.8266142794 3168601.82776214), (-138995.5683759829 3168764.712054683, -138960.8924860384 3168732.659285123), (-138997.4945618557 3168602.651346244, -139015.445154065 3168549.871577732), (-138997.4945618557 3168602.651346244, -138972.5255226562 3168628.707046401), (-138960.8924860384 3168732.659285123, -138923.9135969936 3168700.956209491), (-138923.9135969936 3168700.956209491, -138913.9094447777 3168685.937213675), (-138913.9094447777 3168685.937213675, -138947.8546376363 3168651.906039335), (-138947.8546376363 3168651.906039335, -138949.7439873177 3168650.13248622), (-138949.7439873177 3168650.13248622, -138972.5255226562 3168628.707046401), (-139015.445154065 3168549.871577732, -139018.9413032608 3168519.902173595), (-139018.9413032608 3168519.902173595, -139019.6254417684 3168499.378240847), (-138283.9463845607 3169190.030850036, -138266.4386206765 3169217.295904714), (-138283.9463845607 3169190.030850036, -138339.7155750213 3169095.170097408), (-138339.7155750213 3169095.170097408, -138364.0973611833 3169052.410080134), (-138834.8266142794 3168601.82776214, -138864.6898467081 3168615.829704029), (-138864.6898467081 3168615.829704029, -138890.3917552017 3168600.525232892), (-138890.3917552017 3168600.525232892, -138925.9965682896 3168578.309655339), (-138925.9965682896 3168578.309655339, -138960.2976856347 3168558.805950107), (-138960.2976856347 3168558.805950107, -138986.2249962384 3168541.841391826), (-138986.2249962384 3168541.841391826, -139019.6254417684 3168499.378240847), (-138233.0586427817 3169269.184683645, -138266.4386206765 3169217.295904714), (-138364.0973611833 3169052.410080134, -138388.4819764418 3169005.293183369), (-138388.4819764418 3169005.293183369, -138405.2119130038 3168964.460408143), (-138405.2119130038 3168964.460408143, -138438.7885621267 3168901.876004794), (-138438.7885621267 3168901.876004794, -138458.3768728088 3168868.316557654), (-138458.3768728088 3168868.316557654, -138488.4298335119 3168814.238175436))"
28211.0,25972.0,0.391,0.093,3914.7232440987605,"MULTILINESTRING ((-139054.4984415682 3168692.596944192, -139030.4654237387 3168676.125012609), (-139054.4984415682 3168692.596944192, -139042.2367682543 3168731.719295744), (-139030.4654237387 3168676.125012609, -139013.4813058985 3168736.477195589), (-138995.5683759829 3168764.712054683, -139013.4813058985 3168736.477195589), (-139171.1240573373 3168814.205620516, -139138.4497680695 3168826.898804235), (-139042.2367682543 3168731.719295744, -139037.0277978088 3168774.938797294), (-139037.0277978088 3168774.938797294, -139049.6279919809 3168820.864499734), (-139049.6279919809 3168820.864499734, -139096.4055164095 3168835.434068516), (-139096.4055164095 3168835.434068516, -139138.4497680695 3168826.898804235))"
25972.0,25975.0,0.112,0.062,1120.98893665974,"MULTILINESTRING ((-139171.1240573373 3168814.205620516, -139183.541960662 3168783.35572563), (-139199.5782466299 3168756.684154201, -139183.541960662 3168783.35572563), (-139199.5782466299 3168756.684154201, -139235.5819622269 3168725.627275315))"
24426.0,28307.0,0.827,0.025,8268.058900669259,"MULTILINESTRING ((-137514.4772602855 3168994.893315597, -137500.6855258224 3168951.660616898), (-137500.6855258224 3168951.660616898, -137489.1752066846 3168919.862630274), (-137662.6628375997 3169109.507286313, -137709.7242207257 3169162.278274231), (-137662.6628375997 3169109.507286313, -137632.7600423175 3169087.23751447), (-137632.7600423175 3169087.23751447, -137604.0480786389 3169030.259337168), (-137604.0480786389 3169030.259337168, -137578.2152087003 3169005.387977315), (-137578.2152087003 3169005.387977315, -137546.0430560324 3168978.93436572), (-137546.0430560324 3168978.93436572, -137506.0238573588 3168941.036138845), (-137506.0238573588 3168941.036138845, -137489.1752066846 3168919.862630274), (-138006.5693854929 3169398.492608598, -138008.1952074587 3169355.219439316), (-138008.1952074587 3169355.219439316, -137982.0194471081 3169308.97957505), (-137982.0194471081 3169308.97957505, -137709.7242207257 3169162.278274231))"
24426.0,31094.0,0.046,0.019,463.8452594600434,"MULTILINESTRING ((-138006.5693854929 3169398.492608598, -137961.5289398742 3169387.407370409))"
23513.0,21494.0,0.646,-0.0,6457.231696686411,"MULTILINESTRING ((-138258.6151816795 3169030.231249594, -138244.5711502109 3169064.000666834), (-138258.6151816795 3169030.231249594, -138279.0217763913 3168946.437649075), (-138244.5711502109 3169064.000666834, -138226.072629425 3169098.948028804), (-138198.724349008 3169258.679093508, -138233.0586427817 3169269.184683645), (-138198.724349008 3169258.679093508, -138169.5437091646 3169241.627015821), (-138423.9446443954 3168760.226678843, -138319.2026369657 3168831.547797495), (-138319.2026369657 3168831.547797495, -138312.5437088848 3168862.788111822), (-138312.5437088848 3168862.788111822, -138279.0217763913 3168946.437649075), (-138226.072629425 3169098.948028804, -138169.5437091646 3169241.627015821))"
23513.0,23502.0,0.622,0.061,6220.22458237448,"MULTILINESTRING ((-138136.6143314283 3168653.470697746, -138198.6933176371 3168728.327743395), (-138198.6933176371 3168728.327743395, -138244.229121949 3168715.650973225), (-138244.229121949 3168715.650973225, -138254.2993656144 3168697.843323284), (-138254.2993656144 3168697.843323284, -138284.4474996685 3168664.619089005), (-138284.4474996685 3168664.619089005, -138283.9194147282 3168620.766155637), (-138283.9194147282 3168620.766155637, -138329.4675367427 3168584.764061802), (-138329.4675367427 3168584.764061802, -138408.1195796385 3168589.863117441), (-138408.1195796385 3168589.863117441, -138459.2375508636 3168615.523471838), (-138459.2375508636 3168615.523471838, -138471.8406203726 3168676.282058122), (-138471.8406203726 3168676.282058122, -138475.9517539444 3168710.731850173), (-138475.9517539444 3168710.731850173, -138423.9446443954 3168760.226678843))"
23502.0,23549.0,0.602,0.025,6018.703817502544,"MULTILINESTRING ((-137781.5289398742 3168337.407370409, -137779.1070496347 3168324.932731626), (-137781.5289398742 3168337.407370409, -137781.5289398742 3168367.407370409), (-137841.5289398742 3168367.407370409, -137851.4281869514 3168351.937634679), (-137841.5289398742 3168367.407370409, -137811.5289398742 3168367.407370409), (-137811.5289398742 3168367.407370409, -137781.5289398742 3168367.407370409), (-137851.4281869514 3168351.937634679, -137865.4784765095 3168406.393195331), (-137865.4784765095 3168406.393195331, -137861.7852401268 3168453.333698783), (-137861.7852401268 3168453.333698783, -137881.8521653889 3168476.16428152), (-137881.8521653889 3168476.16428152, -137898.03619753 3168505.589857738), (-137898.03619753 3168505.589857738, -137903.2464769142 3168553.156404679), (-137903.2464769142 3168553.156404679, -137929.0868009996 3168586.55396172), (-137929.0868009996 3168586.55396172, -137958.1059881739 3168605.853952277), (-137958.1059881739 3168605.853952277, -137988.2658011024 3168618.837155891), (-137988.2658011024 3168618.837155891, -138072.812796769 3168634.967952514), (-138072.812796769 3168634.967952514, -138136.6143314283 3168653.470697746))"
24701.0,28773.0,0.442,0.042,4416.504217990201,"MULTILINESTRING ((-131015.7444781315 3179627.062943078, -131000.0086922827 3179597.78462455), (-131015.7444781315 3179627.062943078, -131040.1653552561 3179620.240315493), (-131000.0086922827 3179597.78462455, -130975.4616308526 3179580.391440368), (-130975.4616308526 3179580.391440368, -130953.0225959897 3179547.590005038), (-130953.0225959897 3179547.590005038, -130956.0546263684 3179494.332673076), (-130956.0546263684 3179494.332673076, -130969.9888644866 3179468.325888257), (-130969.9888644866 3179468.325888257, -131014.5495339193 3179489.181324189), (-131014.5495339193 3179489.181324189, -131044.4580677047 3179514.705668228), (-131044.4580677047 3179514.705668228, -131077.8200159375 3179536.39987047), (-131077.8200159375 3179536.39987047, -131106.256613175 3179538.138967126), (-131070.1653552561 3179620.240315493, -131040.1653552561 3179620.240315493), (-131070.1653552561 3179620.240315493, -131070.1653552561 3179650.240315493))"
24707.0,28689.0,0.673,0.014,6728.60926953309,"MULTILINESTRING ((-130500.1653552561 3178990.240315493, -130478.2542007282 3178968.762206988), (-130952.264524489 3179347.309080153, -130940.6326398476 3179314.540516877), (-130940.6326398476 3179314.540516877, -130917.0854453371 3179265.507615146), (-130917.0854453371 3179265.507615146, -130897.7237496657 3179229.237683701), (-130897.7237496657 3179229.237683701, -130871.7847721768 3179199.091082965), (-130764.9747885841 3179161.539928492, -130833.6041361364 3179174.74925295), (-130764.9747885841 3179161.539928492, -130717.2429367445 3179151.425735446), (-130717.2429367445 3179151.425735446, -130679.5070895542 3179133.563763269), (-130581.7184465175 3179079.220204443, -130624.3043125444 3179099.464326245), (-130581.7184465175 3179079.220204443, -130478.2542007282 3178968.762206988), (-130679.5070895542 3179133.563763269, -130624.3043125444 3179099.464326245), (-130871.7847721768 3179199.091082965, -130833.6041361364 3179174.74925295))"
24707.0,28701.0,0.118,0.016,1180.5438465043135,"MULTILINESTRING ((-130980.1653552561 3179260.240315493, -130980.1653552561 3179290.240315493), (-130980.1653552561 3179290.240315493, -130980.1653552561 3179320.240315493), (-130980.1653552561 3179320.240315493, -130980.1653552561 3179350.240315493), (-130980.1653552561 3179350.240315493, -130952.264524489 3179347.309080153))"
25704.0,25705.0,0.034,0.126,339.51499292718995,"MULTILINESTRING ((-131824.4069743648 3179417.079028045, -131793.3902330219 3179430.885174967))"
25705.0,24695.0,0.513,0.103,5134.08634476853,"MULTILINESTRING ((-131567.0477060063 3179594.376019614, -131411.4899514889 3179513.574990192), (-131567.0477060063 3179594.376019614, -131603.5012878596 3179579.32255631), (-131411.4899514889 3179513.574990192, -131363.0702943653 3179521.288035197), (-131793.3902330219 3179430.885174967, -131784.9349627878 3179434.547745202), (-131784.9349627878 3179434.547745202, -131732.9068678817 3179464.025103053), (-131732.9068678817 3179464.025103053, -131705.5986013017 3179486.930879973), (-131661.1073135811 3179541.293697007, -131628.419046381 3179559.515862231), (-131661.1073135811 3179541.293697007, -131681.22502269 3179520.812019415), (-131628.419046381 3179559.515862231, -131603.5012878596 3179579.32255631), (-131705.5986013017 3179486.930879973, -131681.22502269 3179520.812019415))"
24695.0,24701.0,0.26,0.072,2597.25589773502,"MULTILINESTRING ((-131192.5957109525 3179543.933667287, -131153.4313435635 3179546.363921161), (-131192.5957109525 3179543.933667287, -131234.2162514575 3179542.939169462), (-131153.4313435635 3179546.363921161, -131106.256613175 3179538.138967126), (-131363.0702943653 3179521.288035197, -131327.5532868015 3179527.82749268), (-131327.5532868015 3179527.82749268, -131282.1368969936 3179535.264317689), (-131282.1368969936 3179535.264317689, -131234.2162514575 3179542.939169462))"
25705.0,25719.0,0.418,0.023,4177.77884480237,"MULTILINESTRING ((-131793.3902330219 3179430.885174967, -131781.1673943395 3179463.517833515), (-131670.1653552561 3179740.240315493, -131685.645591497 3179729.649302941), (-131670.1653552561 3179740.240315493, -131653.7036197921 3179747.591573993), (-131685.645591497 3179729.649302941, -131715.78584884 3179712.041498416), (-131715.78584884 3179712.041498416, -131757.4276498653 3179686.670467891), (-131757.4276498653 3179686.670467891, -131786.9662029726 3179654.034157813), (-131786.9662029726 3179654.034157813, -131805.4051512854 3179617.83555972), (-131805.4051512854 3179617.83555972, -131772.4102641243 3179593.19440453), (-131772.4102641243 3179593.19440453, -131758.223772921 3179557.55790748), (-131758.223772921 3179557.55790748, -131766.2595104465 3179527.050763892), (-131771.1158809385 3179495.986601547, -131781.1673943395 3179463.517833515), (-131771.1158809385 3179495.986601547, -131766.2595104465 3179527.050763892))"
23653.0,23692.0,0.654,0.05,6536.60213879826,"MULTILINESTRING ((-146654.189565197 3177629.286007541, -146675.2036853574 3177613.053043539), (-146654.189565197 3177629.286007541, -146665.6445949544 3177609.141017099), (-146948.1088045074 3177170.982944562, -146902.2132758367 3177154.893848201), (-146665.6445949544 3177609.141017099, -146709.1871636238 3177565.873351907), (-146709.1871636238 3177565.873351907, -146727.7021972933 3177479.517281855), (-146727.7021972933 3177479.517281855, -146740.253994029 3177430.504640218), (-146740.253994029 3177430.504640218, -146742.1413219529 3177384.628404777), (-146742.1413219529 3177384.628404777, -146764.7764209525 3177346.053593403), (-146764.7764209525 3177346.053593403, -146797.3026885386 3177303.678593267), (-146797.3026885386 3177303.678593267, -146822.2929027607 3177286.132234465), (-146822.2929027607 3177286.132234465, -146836.2195097602 3177242.092861889), (-146836.2195097602 3177242.092861889, -146841.2125982774 3177189.470534744), (-146841.2125982774 3177189.470534744, -146871.995106182 3177159.868098247), (-146871.995106182 3177159.868098247, -146902.2132758367 3177154.893848201))"
23652.0,23653.0,0.139,0.137,1393.65058656296,"MULTILINESTRING ((-146852.908055027 3177103.73829129, -146948.1088045074 3177170.982944562))"
