id1,id2,Length,Loading,Cost,Geom
22833.0,32167.0,0.264,0.013,2635.0377307435465,"MULTILINESTRING ((-142754.837585442 3191187.93274648, -142759.8756006155 3191122.869940566), (-142754.837585442 3191187.93274648, -142779.2363439315 3191224.299015765), (-142779.2363439315 3191224.299015765, -142801.3190292944 3191244.98202777), (-142801.3190292944 3191244.98202777, -142816.5698681743 3191283.71922688), (-142816.5698681743 3191283.71922688, -142818.6707242437 3191316.861876304), (-142818.6707242437 3191316.861876304, -142809.8739734114 3191346.233789496), (-142809.8739734114 3191346.233789496, -142802.6097598273 3191360.375495758))"
22833.0,27523.0,1.073,0.019,10726.988064951174,"MULTILINESTRING ((-143155.5401135347 3190936.042319901, -143119.6420693448 3190950.21191472), (-143119.6420693448 3190950.21191472, -143087.0118223812 3190975.697388024), (-143087.0118223812 3190975.697388024, -143072.4968845629 3191006.340114537), (-143072.4968845629 3191006.340114537, -143057.9930950287 3191036.084948829), (-143057.9930950287 3191036.084948829, -143053.1769700278 3191036.324889859), (-143053.1769700278 3191036.324889859, -143046.9608246667 3191052.712376108), (-143046.9608246667 3191052.712376108, -143035.8253167362 3191053.173728087), (-143035.8253167362 3191053.173728087, -143027.3126787371 3191060.242014117), (-143027.3126787371 3191060.242014117, -143019.194796584 3191059.842552698), (-143019.194796584 3191059.842552698, -142997.8181688476 3191061.075696014), (-142997.8181688476 3191061.075696014, -142973.7671676378 3191084.427680468), (-142973.7671676378 3191084.427680468, -142946.7133298353 3191082.896792355), (-142946.7133298353 3191082.896792355, -142949.2164203069 3191050.908470862), (-142949.2164203069 3191050.908470862, -142954.7851014512 3191014.168366038), (-142954.7851014512 3191014.168366038, -142956.7420280871 3190977.383743768), (-142956.7420280871 3190977.383743768, -142940.8123231277 3190951.742804653), (-142940.8123231277 3190951.742804653, -142940.009900817 3190919.414399366), (-142940.009900817 3190919.414399366, -142938.587491061 3190888.275747491), (-142938.587491061 3190888.275747491, -142932.9836062131 3190854.990128644), (-142932.9836062131 3190854.990128644, -142812.4225632466 3190855.445216995), (-142812.4225632466 3190855.445216995, -142784.983311886 3190907.382401223), (-142784.983311886 3190907.382401223, -142769.416699271 3190971.173618947), (-142769.416699271 3190971.173618947, -142762.3645457875 3191037.264880821), (-142762.3645457875 3191037.264880821, -142759.8756006155 3191122.869940566))"
32322.0,27449.0,0.709,0.341,7085.414168167762,"MULTILINESTRING ((-151446.7095462593 3204487.31559157, -151453.6155972543 3204519.150098452), (-151453.6155972543 3204519.150098452, -151428.2584154921 3204538.597640438), (-151428.2584154921 3204538.597640438, -151391.8824903741 3204559.452934254), (-151391.8824903741 3204559.452934254, -151381.5508099334 3204589.508986118), (-151381.5508099334 3204589.508986118, -151368.5144589072 3204625.771896877), (-151368.5144589072 3204625.771896877, -151374.4386990668 3204652.914498897), (-151374.4386990668 3204652.914498897, -151405.7089487555 3204662.172685957), (-151405.7089487555 3204662.172685957, -151463.9507317203 3204653.21524229), (-151733.9507317203 3204773.21524229, -151733.9507317203 3204803.21524229), (-151733.9507317203 3204773.21524229, -151643.9507317203 3204773.21524229), (-151733.9507317203 3204803.21524229, -151763.9507317203 3204803.21524229), (-151463.9507317203 3204653.21524229, -151493.9507317203 3204743.21524229), (-151493.9507317203 3204743.21524229, -151583.9507317203 3204773.21524229), (-151643.9507317203 3204773.21524229, -151613.9507317203 3204773.21524229), (-151613.9507317203 3204773.21524229, -151583.9507317203 3204773.21524229))"
27449.0,22061.0,0.389,0.314,3889.51866516802,"MULTILINESTRING ((-151769.9993962383 3204503.205003138, -151730.4645337724 3204511.333463833), (-151730.4645337724 3204511.333463833, -151700.5751647346 3204517.19392406), (-151700.5751647346 3204517.19392406, -151654.2396196967 3204530.045273418), (-151654.2396196967 3204530.045273418, -151620.0459139703 3204533.964471759), (-151620.0459139703 3204533.964471759, -151590.6336411952 3204483.473043964), (-151590.6336411952 3204483.473043964, -151543.0658427346 3204480.253764659), (-151543.0658427346 3204480.253764659, -151499.7933431916 3204469.274296114), (-151499.7933431916 3204469.274296114, -151465.4171540508 3204457.369522677), (-151465.4171540508 3204457.369522677, -151446.7095462593 3204487.31559157))"
22061.0,32310.0,0.282,0.157,2821.0516983565667,"MULTILINESTRING ((-151769.9993962383 3204503.205003138, -151803.4417628718 3204514.898847054), (-151803.4417628718 3204514.898847054, -151833.2352700948 3204505.212150839), (-151833.2352700948 3204505.212150839, -151867.7514932211 3204501.996341239), (-151867.7514932211 3204501.996341239, -151918.1219965066 3204484.176242966), (-151918.1219965066 3204484.176242966, -151913.9507317203 3204503.21524229), (-151973.9507317203 3204563.21524229, -151973.9507317203 3204533.21524229), (-151973.9507317203 3204533.21524229, -151943.9507317203 3204503.21524229), (-151913.9507317203 3204503.21524229, -151943.9507317203 3204503.21524229))"
22493.0,32429.0,0.699,0.057,6988.0948084581505,"MULTILINESTRING ((-142271.9317466459 3171257.104438114, -142318.1794001814 3171198.487251901), (-142318.1794001814 3171198.487251901, -142333.9260045242 3171155.019908313), (-142333.9260045242 3171155.019908313, -142346.355278341 3171114.937936408), (-142346.355278341 3171114.937936408, -142366.3593957255 3171091.278881416), (-142366.3593957255 3171091.278881416, -142397.5444016969 3171074.629829915), (-142397.5444016969 3171074.629829915, -142431.1637809434 3171012.322502769), (-142431.1637809434 3171012.322502769, -142457.9390750907 3171075.831671067), (-142457.9390750907 3171075.831671067, -142484.6083413615 3171111.922366307), (-142484.6083413615 3171111.922366307, -142517.0524710487 3171136.376077758), (-142517.0524710487 3171136.376077758, -142555.6663009739 3171143.28848498), (-142555.6663009739 3171143.28848498, -142587.7828588272 3171149.689349183), (-142587.7828588272 3171149.689349183, -142592.2739768379 3171147.476660287), (-142532.2739768379 3171027.476660287, -142532.2739768379 3171057.476660287), (-142562.2739768379 3171057.476660287, -142592.2739768379 3171087.476660287), (-142562.2739768379 3171057.476660287, -142532.2739768379 3171057.476660287), (-142592.2739768379 3171087.476660287, -142592.2739768379 3171147.476660287))"
32486.0,32495.0,0.678,0.027,6784.9799728193575,"MULTILINESTRING ((-152526.638318976 3212588.26458804, -152573.6983816141 3212545.668288257), (-152526.638318976 3212588.26458804, -152443.8726609793 3212528.330128947), (-152573.6983816141 3212545.668288257, -152593.8726609793 3212588.330128947), (-152233.8726609793 3212438.330128947, -152233.8726609793 3212468.330128947), (-152443.8726609793 3212468.330128947, -152443.8726609793 3212528.330128947), (-152443.8726609793 3212468.330128947, -152323.8726609793 3212498.330128947), (-152233.8726609793 3212468.330128947, -152293.8726609793 3212498.330128947), (-152323.8726609793 3212498.330128947, -152293.8726609793 3212498.330128947), (-152623.8726609793 3212588.330128947, -152593.8726609793 3212588.330128947), (-152623.8726609793 3212588.330128947, -152623.8726609793 3212618.330128947), (-152623.8726609793 3212618.330128947, -152593.8726609793 3212708.330128947))"
20130.0,20132.0,0.104,1.322,1040.92086508063,"MULTILINESTRING ((-145964.403882219 3172204.466444899, -146001.795858687 3172162.449065242), (-146001.795858687 3172162.449065242, -146012.8053739085 3172126.598827697))"
20132.0,20149.0,0.865,1.288,8650.426255111888,"MULTILINESTRING ((-146012.8053739085 3172126.598827697, -146868.4310827929 3171999.306289631))"
20149.0,20153.0,0.588,0.212,5882.422575973968,"MULTILINESTRING ((-147077.5746671027 3172095.156551094, -147342.3657515471 3172133.794660837), (-147077.5746671027 3172095.156551094, -146973.1364378879 3172017.220412632), (-146868.4310827929 3171999.306289631, -146900.9883231719 3172007.676096833), (-146900.9883231719 3172007.676096833, -146973.1364378879 3172017.220412632))"
20153.0,32620.0,0.13,0.005,1297.219532354207,"MULTILINESTRING ((-147342.3657515471 3172133.794660837, -147370.4226715314 3172160.868089627), (-147370.4226715314 3172160.868089627, -147395.1811773707 3172190.4832165), (-147395.1811773707 3172190.4832165, -147422.7052502782 3172210.942263801), (-147422.7052502782 3172210.942263801, -147415.9437421414 3172227.447688494))"
20130.0,32625.0,0.029,0.047,294.7735281333165,"MULTILINESTRING ((-145964.403882219 3172204.466444899, -145945.9437421414 3172227.447688494))"
32682.0,32702.0,0.487,0.025,4872.792206135785,"MULTILINESTRING ((-145915.9437421414 3172707.447688494, -145855.9437421414 3172647.447688494), (-145915.9437421414 3172707.447688494, -146125.9437421414 3172707.447688494), (-145795.9437421414 3172647.447688494, -145855.9437421414 3172647.447688494), (-146125.9437421414 3172707.447688494, -146125.9437421414 3172737.447688494), (-146125.9437421414 3172737.447688494, -146125.9437421414 3172797.447688494), (-146125.9437421414 3172797.447688494, -146155.9437421414 3172827.447688494))"
20132.0,26925.0,0.233,0.034,2327.6917682785,"MULTILINESTRING ((-146012.8053739085 3172126.598827697, -145994.3024645658 3172097.730232729), (-145994.3024645658 3172097.730232729, -145964.2152663671 3172092.797497683), (-145909.4831078271 3172088.000410493, -145964.2152663671 3172092.797497683), (-145909.4831078271 3172088.000410493, -145859.5433901544 3172090.192697401), (-145859.5433901544 3172090.192697401, -145832.0686156797 3172099.240158841), (-145832.0686156797 3172099.240158841, -145803.341957862 3172103.604501392))"
20149.0,32615.0,0.347,0.03,3470.5928549048326,"MULTILINESTRING ((-146868.4310827929 3171999.306289631, -146845.9437421414 3172017.447688494), (-146845.9437421414 3172017.447688494, -146845.9437421414 3172047.447688494), (-146845.9437421414 3172047.447688494, -146785.9437421414 3172047.447688494), (-146785.9437421414 3172047.447688494, -146785.9437421414 3172077.447688494), (-146785.9437421414 3172077.447688494, -146845.9437421414 3172167.447688494), (-146875.9437421414 3172167.447688494, -146875.9437421414 3172197.447688494), (-146875.9437421414 3172167.447688494, -146845.9437421414 3172167.447688494), (-146905.9437421414 3172197.447688494, -146875.9437421414 3172197.447688494))"
20646.0,29269.0,0.114,0.031,1142.3769261801713,"MULTILINESTRING ((-130914.4933484389 3184649.10219475, -130914.4933484389 3184679.10219475), (-130914.4933484389 3184679.10219475, -130884.4933484389 3184709.10219475), (-130884.4933484389 3184709.10219475, -130884.4933484389 3184739.10219475), (-130884.4933484389 3184739.10219475, -130884.8354996862 3184750.90852371))"
20486.0,20490.0,0.22,0.295,2201.09741264996,"MULTILINESTRING ((-131178.7690703106 3184718.424062379, -131154.1792983782 3184767.303267112), (-131154.1792983782 3184767.303267112, -131110.4878425894 3184831.454615609), (-131110.4878425894 3184831.454615609, -131079.7805807763 3184858.9903506), (-131079.7805807763 3184858.9903506, -131067.0504337509 3184903.435902732))"
20490.0,20492.0,0.112,0.257,1115.25311982369,"MULTILINESTRING ((-131067.0504337509 3184903.435902732, -131043.9498097845 3184968.451582495), (-131043.9498097845 3184968.451582495, -131029.8037004037 3185008.557549038))"
20492.0,20500.0,0.637,0.229,6371.486278181959,"MULTILINESTRING ((-131029.8037004037 3185008.557549038, -131019.3202530916 3185038.283693789), (-131019.3202530916 3185038.283693789, -130998.5103682416 3185096.817614187), (-130998.5103682416 3185096.817614187, -130974.6177907105 3185124.696469132), (-130909.9374471718 3185331.170695157, -130974.6177907105 3185124.696469132), (-130909.9374471718 3185331.170695157, -130937.8594230482 3185364.322862478), (-130937.8594230482 3185364.322862478, -130951.0512801119 3185396.710461465), (-130951.0512801119 3185396.710461465, -130957.1550490799 3185471.312453996), (-130957.1550490799 3185471.312453996, -130973.8296306549 3185566.443481578))"
20500.0,20507.0,0.457,0.169,4568.317250170155,"MULTILINESTRING ((-130988.7026106694 3185638.550162223, -130973.8296306549 3185566.443481578), (-130988.7026106694 3185638.550162223, -130999.7093157184 3185681.057192134), (-130999.7093157184 3185681.057192134, -131013.4716703916 3185721.699548023), (-131013.4716703916 3185721.699548023, -131027.1126744998 3185766.165336262), (-131027.1126744998 3185766.165336262, -131028.3186161871 3185787.409221026), (-130883.6476566356 3185849.447462519, -131028.3186161871 3185787.409221026), (-130883.6476566356 3185849.447462519, -130834.1048602076 3185900.285632475))"
20507.0,20514.0,0.414,0.146,4139.30161892598,"MULTILINESTRING ((-130834.1048602076 3185900.285632475, -130793.7572209961 3185947.26968758), (-130793.7572209961 3185947.26968758, -130739.4397837449 3185978.974957881), (-130739.4397837449 3185978.974957881, -130716.0828541612 3186006.328144521), (-130631.1944660693 3186160.703574763, -130661.1671460533 3186090.40979153), (-130631.1944660693 3186160.703574763, -130628.5329104677 3186199.375920841), (-130628.5329104677 3186199.375920841, -130646.5834189503 3186231.318961579), (-130716.0828541612 3186006.328144521, -130661.1671460533 3186090.40979153))"
20514.0,20515.0,0.06,0.088,595.06999645442,"MULTILINESTRING ((-130696.8797603859 3186262.626973651, -130646.5834189503 3186231.318961579))"
20515.0,27980.0,0.49,0.068,4898.839046421329,"MULTILINESTRING ((-130675.0733668867 3186581.101869445, -130663.3342255929 3186553.342745858), (-130675.0733668867 3186581.101869445, -130674.9979272615 3186587.80823694), (-130696.8797603859 3186262.626973651, -130733.2391660286 3186279.188802328), (-130681.5387656065 3186670.496988195, -130674.9979272615 3186587.80823694), (-130681.5387656065 3186670.496988195, -130683.0217766173 3186696.666276119), (-130733.2391660286 3186279.188802328, -130716.3985780775 3186308.134122434), (-130716.3985780775 3186308.134122434, -130707.4514314555 3186341.225855913), (-130707.4514314555 3186341.225855913, -130696.1045063258 3186382.760535184), (-130696.1045063258 3186382.760535184, -130682.149260883 3186415.68508257), (-130682.149260883 3186415.68508257, -130660.1574174602 3186457.210916186), (-130660.1574174602 3186457.210916186, -130651.5643607359 3186467.524312123), (-130651.5643607359 3186467.524312123, -130652.5459809214 3186504.419488862), (-130652.5459809214 3186504.419488862, -130654.2968956139 3186541.511787295), (-130654.2968956139 3186541.511787295, -130663.3342255929 3186553.342745858))"
27980.0,20427.0,0.838,0.032,8375.931707834601,"MULTILINESTRING ((-130672.5900304142 3187004.116464876, -130703.2988172024 3186986.29152413), (-130672.5900304142 3187004.116464876, -130646.6455417604 3187022.072676318), (-130646.6455417604 3187022.072676318, -130617.7730401494 3187034.674583904), (-130876.065874847 3186860.544711413, -130895.4854394511 3186828.036714), (-130876.065874847 3186860.544711413, -130842.6169156513 3186892.695138649), (-130842.6169156513 3186892.695138649, -130808.1636833996 3186914.313427914), (-130882.4705956973 3186792.22536394, -130860.6491307614 3186756.203955253), (-130882.4705956973 3186792.22536394, -130895.4854394511 3186828.036714), (-130735.967189721 3186967.036409518, -130773.4093670307 3186942.735422883), (-130735.967189721 3186967.036409518, -130703.2988172024 3186986.29152413), (-130617.7730401494 3187034.674583904, -130595.8272455103 3187060.05935534), (-130595.8272455103 3187060.05935534, -130558.5229071183 3187036.54717813), (-130558.5229071183 3187036.54717813, -130535.5271723728 3187022.419738728), (-130683.0217766173 3186696.666276119, -130690.5475408413 3186737.803551581), (-130732.8850625165 3186735.020589483, -130690.5475408413 3186737.803551581), (-130732.8850625165 3186735.020589483, -130764.892170679 3186746.810849641), (-130764.892170679 3186746.810849641, -130812.172340477 3186765.6134461), (-130808.1636833996 3186914.313427914, -130773.4093670307 3186942.735422883), (-130812.172340477 3186765.6134461, -130849.302518289 3186760.410884268), (-130849.302518289 3186760.410884268, -130860.6491307614 3186756.203955253), (-130516.3874812755 3187032.74772577, -130535.5271723728 3187022.419738728), (-130516.3874812755 3187032.74772577, -130476.5632583636 3187057.056002512))"
20427.0,27951.0,0.766,0.012,7656.590288369626,"MULTILINESTRING ((-130210.2849556442 3187070.752598254, -130177.1059623788 3187086.012348657), (-130210.2849556442 3187070.752598254, -130337.1614520618 3187085.46817458), (-130177.1059623788 3187086.012348657, -130145.5234276148 3187099.992982897), (-130145.5234276148 3187099.992982897, -130120.199116062 3187115.861962861), (-130445.5236509486 3186952.218939762, -130434.1166755472 3186817.469882534), (-130445.5236509486 3186952.218939762, -130448.784412755 3186994.915655411), (-130448.784412755 3186994.915655411, -130459.0192042781 3187033.145322789), (-130459.0192042781 3187033.145322789, -130476.5632583636 3187057.056002512), (-130434.1166755472 3186817.469882534, -130389.0918590965 3186946.585385027), (-130337.1614520618 3187085.46817458, -130352.3413624995 3187045.94957861), (-130352.3413624995 3187045.94957861, -130362.4937270557 3186998.4478661), (-130362.4937270557 3186998.4478661, -130389.0918590965 3186946.585385027))"
20486.0,27083.0,0.081,0.163,807.38222639227,"MULTILINESTRING ((-131178.7690703106 3184718.424062379, -131209.1257529706 3184724.598056823), (-131209.1257529706 3184724.598056823, -131216.8444007074 3184727.866949885), (-131216.8444007074 3184727.866949885, -131235.4478638349 3184691.01543953))"
27083.0,29208.0,0.461,0.132,4607.636556051625,"MULTILINESTRING ((-131304.4933484389 3184379.10219475, -131304.4933484389 3184409.10219475), (-131304.4933484389 3184379.10219475, -131274.4933484389 3184379.10219475), (-131274.4933484389 3184379.10219475, -131274.4933484389 3184349.10219475), (-131334.4933484389 3184409.10219475, -131304.4933484389 3184409.10219475), (-131334.4933484389 3184409.10219475, -131334.4933484389 3184439.10219475), (-131334.4933484389 3184439.10219475, -131352.1382478898 3184426.882811833), (-131249.1890909194 3184653.122377053, -131235.4478638349 3184691.01543953), (-131249.1890909194 3184653.122377053, -131277.9076274799 3184573.42570005), (-131277.9076274799 3184573.42570005, -131311.7175884052 3184504.795290882), (-131311.7175884052 3184504.795290882, -131352.1382478898 3184426.882811833))"
20295.0,29090.0,0.637,0.014,6374.201174368521,"MULTILINESTRING ((-130969.7295823574 3183337.011163775, -130829.0266417999 3183348.509396607), (-130969.7295823574 3183337.011163775, -131004.4933484389 3183389.10219475), (-130829.0266417999 3183348.509396607, -130817.1502032937 3183344.817118038), (-130817.1502032937 3183344.817118038, -130754.0720378974 3183386.601453111), (-130811.6408107164 3183220.5890031, -130801.1904620628 3183261.202404043), (-130811.6408107164 3183220.5890031, -130840.1074544945 3183191.064969873), (-130801.1904620628 3183261.202404043, -130754.0720378974 3183386.601453111), (-130840.1074544945 3183191.064969873, -130845.8812195235 3183186.695414599), (-131004.4933484389 3183389.10219475, -131034.4933484389 3183419.10219475), (-131034.4933484389 3183419.10219475, -131034.4933484389 3183449.10219475), (-131034.4933484389 3183449.10219475, -131064.4933484389 3183479.10219475))"
20490.0,27728.0,0.115,0.038,1145.51558812711,"MULTILINESTRING ((-131067.0504337509 3184903.435902732, -131093.1856666254 3184911.468861746), (-131172.3707839936 3184930.532628905, -131135.3525599836 3184935.669182415), (-131135.3525599836 3184935.669182415, -131093.1856666254 3184911.468861746))"
20515.0,25032.0,0.315,0.019,3149.0934093911,"MULTILINESTRING ((-130696.8797603859 3186262.626973651, -130708.9447588325 3186238.006987978), (-130708.9447588325 3186238.006987978, -130740.513150815 3186189.970467411), (-130740.513150815 3186189.970467411, -130773.867597313 3186158.550325465), (-130822.145780244 3186105.413928526, -130852.6701240806 3186112.863984589), (-130822.145780244 3186105.413928526, -130800.1267536049 3186130.176730686), (-130773.867597313 3186158.550325465, -130800.1267536049 3186130.176730686), (-130852.6701240806 3186112.863984589, -130856.3999458308 3186136.364621205), (-130856.3999458308 3186136.364621205, -130868.5503437334 3186191.777816013))"
25531.0,25528.0,0.153,0.789,1526.81559798668,"MULTILINESTRING ((-130744.8412338822 3182996.327888866, -130790.2405739478 3182944.865887288), (-130790.2405739478 3182944.865887288, -130816.6240227089 3182916.471326367), (-130816.6240227089 3182916.471326367, -130834.666091344 3182874.923387882))"
25528.0,25513.0,0.799,0.722,7989.73217534761,"MULTILINESTRING ((-130324.3811562339 3183651.728709289, -130347.4466007615 3183629.770375765), (-130347.4466007615 3183629.770375765, -130367.3742971533 3183601.901198475), (-130367.3742971533 3183601.901198475, -130391.9926660939 3183559.07386254), (-130391.9926660939 3183559.07386254, -130410.5694152518 3183534.094201535), (-130410.5694152518 3183534.094201535, -130414.6484334709 3183481.336141022), (-130414.6484334709 3183481.336141022, -130436.5426435527 3183400.973561847), (-130436.5426435527 3183400.973561847, -130475.1196042387 3183326.075208992), (-130475.1196042387 3183326.075208992, -130494.6363234292 3183291.372481716), (-130494.6363234292 3183291.372481716, -130532.3064052978 3183242.505719677), (-130532.3064052978 3183242.505719677, -130567.3767163113 3183202.478884082), (-130567.3767163113 3183202.478884082, -130593.2270773799 3183163.169005878), (-130593.2270773799 3183163.169005878, -130615.2820894763 3183129.537064889), (-130615.2820894763 3183129.537064889, -130651.1711085491 3183094.951915068), (-130651.1711085491 3183094.951915068, -130713.9706701797 3183043.285996086), (-130713.9706701797 3183043.285996086, -130744.8412338822 3182996.327888866))"
25513.0,25172.0,0.345,0.685,3451.14318207003,"MULTILINESTRING ((-130258.4215542157 3183973.732508163, -130252.498031449 3183893.856258032), (-130252.498031449 3183893.856258032, -130255.3588924944 3183825.075972336), (-130255.3588924944 3183825.075972336, -130247.3522450658 3183791.627778207), (-130247.3522450658 3183791.627778207, -130278.4270991417 3183730.458293914), (-130278.4270991417 3183730.458293914, -130294.502859019 3183699.353013769), (-130294.502859019 3183699.353013769, -130324.3811562339 3183651.728709289))"
25172.0,20627.0,0.263,0.64,2625.33154594231,"MULTILINESTRING ((-130258.4215542157 3183973.732508163, -130270.1587807187 3184002.011983086), (-130270.1587807187 3184002.011983086, -130272.8950504782 3184038.527486447), (-130272.8950504782 3184038.527486447, -130278.1143352563 3184087.077223006), (-130278.1143352563 3184087.077223006, -130286.9203885944 3184142.42977141), (-130286.9203885944 3184142.42977141, -130290.8309990484 3184189.202147162), (-130290.8309990484 3184189.202147162, -130291.488481364 3184226.414981355))"
20627.0,20275.0,0.062,0.604,624.30722877377,"MULTILINESTRING ((-130291.488481364 3184226.414981355, -130292.8711336447 3184264.290033204), (-130292.8711336447 3184264.290033204, -130296.8098147757 3184288.502207468))"
20275.0,20283.0,0.516,0.035,5156.468872414551,"MULTILINESTRING ((-130296.8098147757 3184288.502207468, -130320.7475562769 3184186.865639501), (-130320.7475562769 3184186.865639501, -130349.7696756176 3184087.436845497), (-130349.7696756176 3184087.436845497, -130362.976009241 3184042.153431742), (-130362.976009241 3184042.153431742, -130376.3858929187 3183968.269778076), (-130376.3858929187 3183968.269778076, -130383.073238964 3183932.902007469), (-130383.073238964 3183932.902007469, -130404.5410349414 3183900.937171597), (-130404.5410349414 3183900.937171597, -130429.7697512375 3183879.424547888), (-130429.7697512375 3183879.424547888, -130498.2371463959 3183843.652410713))"
20188.0,20181.0,0.341,0.024,3413.1439281710805,"MULTILINESTRING ((-130961.4100793306 3184459.91326923, -130988.0501773594 3184513.394324873), (-130988.0501773594 3184513.394324873, -131011.2039404775 3184551.182323456), (-131011.2039404775 3184551.182323456, -131033.8868990377 3184584.796624372), (-131033.8868990377 3184584.796624372, -131084.4100116312 3184620.820177796), (-131084.4100116312 3184620.820177796, -131074.1535438498 3184670.227016878), (-131074.1535438498 3184670.227016878, -131088.5914148803 3184703.038963312), (-131088.5914148803 3184703.038963312, -131115.5633095911 3184729.59550403))"
20492.0,29342.0,0.195,0.028,1950.910135537717,"MULTILINESTRING ((-131029.8037004037 3185008.557549038, -130974.4933484389 3184979.10219475), (-130914.4933484389 3184949.10219475, -130884.4933484389 3184949.10219475), (-130914.4933484389 3184949.10219475, -130944.4933484389 3184949.10219475), (-130854.4933484389 3184949.10219475, -130884.4933484389 3184949.10219475), (-130974.4933484389 3184979.10219475, -130944.4933484389 3184949.10219475))"
32753.0,32764.0,0.284,0.012,2843.612599385722,"MULTILINESTRING ((-148526.0582988206 3172882.156990816, -148496.0582988206 3172942.156990816), (-148496.0582988206 3172942.156990816, -148526.0582988206 3172972.156990816), (-148526.0582988206 3172972.156990816, -148586.0582988206 3173032.156990816), (-148586.0582988206 3173032.156990816, -148586.0582988206 3173122.156990816))"
32733.0,32725.0,0.62,0.123,6197.056274847712,"MULTILINESTRING ((-148226.0582988206 3172792.156990816, -148256.0582988206 3172792.156990816), (-148226.0582988206 3172792.156990816, -148196.0582988206 3172792.156990816), (-148046.0582988206 3172792.156990816, -148046.0582988206 3172822.156990816), (-148046.0582988206 3172792.156990816, -148016.0582988206 3172792.156990816), (-148436.0582988206 3172762.156990816, -148346.0582988206 3172852.156990816), (-148256.0582988206 3172792.156990816, -148256.0582988206 3172822.156990816), (-148196.0582988206 3172792.156990816, -148196.0582988206 3172822.156990816), (-148196.0582988206 3172822.156990816, -148196.0582988206 3172852.156990816), (-148256.0582988206 3172822.156990816, -148286.0582988206 3172852.156990816), (-148046.0582988206 3172822.156990816, -148046.0582988206 3172852.156990816), (-148316.0582988206 3172852.156990816, -148346.0582988206 3172852.156990816), (-148316.0582988206 3172852.156990816, -148286.0582988206 3172852.156990816), (-148196.0582988206 3172852.156990816, -148136.0582988206 3172852.156990816), (-148136.0582988206 3172852.156990816, -148106.0582988206 3172852.156990816), (-148106.0582988206 3172852.156990816, -148046.0582988206 3172852.156990816))"
32725.0,32753.0,0.168,0.088,1681.6653826391969,"MULTILINESTRING ((-148436.0582988206 3172762.156990816, -148526.0582988206 3172822.156990816), (-148526.0582988206 3172822.156990816, -148526.0582988206 3172882.156990816))"
21954.0,32856.0,0.043,0.04,428.6984802055675,"MULTILINESTRING ((-149471.7245443428 3211648.297708084, -149464.9252635795 3211659.224865499), (-149464.9252635795 3211659.224865499, -149434.9252635795 3211659.224865499))"
21954.0,21943.0,0.575,0.112,5752.568620293049,"MULTILINESTRING ((-148937.73573468 3211522.305266425, -148976.9051225524 3211519.297428545), (-148976.9051225524 3211519.297428545, -149015.8629612134 3211533.384069155), (-149015.8629612134 3211533.384069155, -149052.3222104449 3211525.917445531), (-149052.3222104449 3211525.917445531, -149144.4368563438 3211565.429511955), (-149144.4368563438 3211565.429511955, -149183.9161110574 3211571.595854745), (-149183.9161110574 3211571.595854745, -149224.5366234773 3211587.456620914), (-149224.5366234773 3211587.456620914, -149267.8300148284 3211619.651001714), (-149267.8300148284 3211619.651001714, -149308.6911910905 3211625.203715047), (-149308.6911910905 3211625.203715047, -149362.8089359646 3211611.824632865), (-149362.8089359646 3211611.824632865, -149413.961576042 3211625.660690562), (-149413.961576042 3211625.660690562, -149471.7245443428 3211648.297708084))"
21943.0,21942.0,0.046,0.085,456.87645637185994,"MULTILINESTRING ((-148929.6629461936 3211485.633902782, -148937.73573468 3211522.305266425))"
21942.0,27418.0,0.63,0.016,6301.969999825171,"MULTILINESTRING ((-148886.4692816204 3211505.14363102, -148929.6629461936 3211485.633902782), (-148886.4692816204 3211505.14363102, -148867.7553099911 3211530.12584694), (-148867.7553099911 3211530.12584694, -148857.3413278773 3211559.162618927), (-148857.3413278773 3211559.162618927, -148866.0242698823 3211599.910966003), (-148866.0242698823 3211599.910966003, -148875.1293223892 3211638.158988309), (-148875.1293223892 3211638.158988309, -148880.2025155399 3211685.21385782), (-148880.2025155399 3211685.21385782, -148882.8400240397 3211717.889870786), (-148882.8400240397 3211717.889870786, -148887.209101078 3211752.317953642), (-148887.209101078 3211752.317953642, -148880.6017138654 3211787.701709892), (-148880.6017138654 3211787.701709892, -148860.6409304828 3211811.15987805), (-148860.6409304828 3211811.15987805, -148846.5522394386 3211852.312221145), (-148846.5522394386 3211852.312221145, -148877.4620086381 3211863.156570633), (-148877.4620086381 3211863.156570633, -148919.4181053569 3211845.792941736), (-148919.4181053569 3211845.792941736, -149037.9125778648 3211822.069330729))"
