Unnamed: 0,X,Y,ID,Weight,Cluster,MV_Power,Population,Substation,geometry
28526.0,-137418.72637625027,3170812.109946193,28199.0,3.0,28.0,13.888321657814894,35.0,1.0,POINT (-137418.7263762503 3170812.109946193)
28527.0,-138995.56837598293,3168764.712054684,28211.0,3.0,28.0,54.60809855515864,174.0,1.0,POINT (-138995.5683759829 3168764.712054684)
28528.0,-137736.9253993908,3169931.838331925,28295.0,3.0,28.0,12.476514026661059,31.0,1.0,POINT (-137736.9253993908 3169931.838331925)
28529.0,-137514.47726028552,3168994.893315596,28307.0,3.0,28.0,24.632836321174693,70.0,1.0,POINT (-137514.4772602855 3168994.893315596)
28530.0,-139131.5289398742,3169297.407370408,31082.0,3.0,28.0,31.064189839283767,92.0,1.0,POINT (-139131.5289398742 3169297.407370408)
28531.0,-137961.5289398742,3169387.407370408,31094.0,3.0,28.0,19.35523934315555,53.0,1.0,POINT (-137961.5289398742 3169387.407370408)
28532.0,-137391.5289398742,3170347.407370408,31140.0,3.0,28.0,27.223613050851522,79.0,1.0,POINT (-137391.5289398742 3170347.407370408)
28533.0,-138471.5289398742,3170437.407370408,31153.0,3.0,28.0,28.50939633126163,83.0,1.0,POINT (-138471.5289398742 3170437.407370408)
2577.0,-137601.5289398742,3170377.4073704085,31142.0,2.0,28.0,0.0,0.0,1.0,POINT (-137601.5289398742 3170377.407370409)
28534.0,-143704.41774357515,3176100.4854503656,31193.0,3.0,29.0,15.279061958816431,40.0,1.0,POINT (-143704.4177435751 3176100.485450366)
24617.0,-131363.07029436535,3179521.2880351967,24695.0,1.0,3.0,0.0,0.0,1.0,POINT (-131363.0702943653 3179521.288035197)
24623.0,-131106.256613175,3179538.1389671257,24701.0,1.0,3.0,0.0,0.0,1.0,POINT (-131106.256613175 3179538.138967126)
24629.0,-130952.264524489,3179347.3090801523,24707.0,1.0,3.0,0.0,0.0,1.0,POINT (-130952.264524489 3179347.309080152)
25603.0,-131793.3902330219,3179430.885174967,25705.0,1.0,3.0,0.0,0.0,1.0,POINT (-131793.3902330219 3179430.885174967)
28418.0,-131941.46608762388,3179345.6342612887,20335.0,3.0,3.0,17.329133318597822,46.0,1.0,POINT (-131941.4660876239 3179345.634261289)
28419.0,-131824.40697436486,3179417.079028045,25704.0,3.0,3.0,21.78716633894918,61.0,1.0,POINT (-131824.4069743649 3179417.079028045)
28420.0,-131653.70361979207,3179747.5915739923,25719.0,3.0,3.0,23.000641414376076,65.0,1.0,POINT (-131653.7036197921 3179747.591573992)
28421.0,-130500.16535525613,3178990.2403154927,28689.0,3.0,3.0,14.304295885466793,37.0,1.0,POINT (-130500.1653552561 3178990.240315493)
28422.0,-130980.16535525613,3179260.2403154927,28701.0,3.0,3.0,15.582013462782195,41.0,1.0,POINT (-130980.1653552561 3179260.240315493)
28423.0,-131370.16535525612,3179530.2403154927,28745.0,3.0,3.0,31.325009648894838,93.0,1.0,POINT (-131370.1653552561 3179530.240315493)
28424.0,-131070.16535525613,3179650.2403154927,28773.0,3.0,3.0,41.732274063155614,129.0,1.0,POINT (-131070.1653552561 3179650.240315493)
23582.0,-146948.10880450744,3177170.982944562,23653.0,1.0,30.0,0.0,0.0,1.0,POINT (-146948.1088045074 3177170.982944562)
28535.0,-146852.90805502704,3177103.73829129,23652.0,3.0,30.0,16.65216500403069,44.0,1.0,POINT (-146852.908055027 3177103.73829129)
28536.0,-146675.20368535738,3177613.0530435387,23692.0,3.0,30.0,49.7315156100204,157.0,1.0,POINT (-146675.2036853574 3177613.053043539)
28537.0,-147080.98032456826,3177291.3049168037,31208.0,3.0,30.0,9.56878133032115,22.0,1.0,POINT (-147080.9803245683 3177291.304916804)
23593.0,-147700.26086387268,3177518.619832169,23664.0,1.0,31.0,0.0,0.0,1.0,POINT (-147700.2608638727 3177518.619832169)
28538.0,-147053.13187091626,3177437.3856336717,23698.0,3.0,31.0,4.8137839741977215,9.0,1.0,POINT (-147053.1318709163 3177437.385633672)
28539.0,-148012.67388238962,3177613.07577988,31256.0,3.0,31.0,22.012265887473504,61.0,1.0,POINT (-148012.6738823896 3177613.07577988)
28540.0,-147562.67388238962,3177733.07577988,31266.0,3.0,31.0,29.78944693419093,87.0,1.0,POINT (-147562.6738823896 3177733.07577988)
28541.0,-148162.67388238962,3177943.07577988,31283.0,3.0,31.0,11.038928032474434,27.0,1.0,POINT (-148162.6738823896 3177943.07577988)
28542.0,-147172.67388238962,3178213.07577988,31290.0,3.0,31.0,9.56878133032115,22.0,1.0,POINT (-147172.6738823896 3178213.07577988)
28543.0,-140020.01399278227,3170840.319010152,27677.0,3.0,32.0,39.865666036290214,122.0,1.0,POINT (-140020.0139927823 3170840.319010152)
28544.0,-139278.05159610286,3170316.857518088,31304.0,3.0,32.0,29.78944693419093,87.0,1.0,POINT (-139278.0515961029 3170316.857518088)
28545.0,-139758.05159610286,3170496.857518088,31317.0,3.0,32.0,18.010220222537935,48.0,1.0,POINT (-139758.0515961029 3170496.857518088)
21110.0,-147160.96134033668,3181616.1654532086,21131.0,1.0,33.0,0.0,0.0,1.0,POINT (-147160.9613403367 3181616.165453209)
28546.0,-146839.65906178075,3181404.8588239113,31354.0,3.0,33.0,14.314986422101947,37.0,1.0,POINT (-146839.6590617808 3181404.858823911)
28547.0,-146539.65906178075,3181704.8588239113,31379.0,3.0,33.0,19.17400029193067,52.0,1.0,POINT (-146539.6590617808 3181704.858823911)
28548.0,-147049.65906178075,3181764.8588239113,31384.0,3.0,33.0,31.517444248674074,93.0,1.0,POINT (-147049.6590617808 3181764.858823911)
28549.0,-147169.65906178075,3181824.8588239113,31389.0,3.0,33.0,23.88161469355813,68.0,1.0,POINT (-147169.6590617808 3181824.858823911)
28550.0,-159152.76211287244,3170868.2498721974,22548.0,3.0,34.0,27.223613050851522,79.0,1.0,POINT (-159152.7621128724 3170868.249872197)
28551.0,-159038.58168949382,3170196.122484754,22555.0,3.0,34.0,36.116987538242675,109.0,1.0,POINT (-159038.5816894938 3170196.122484754)
28552.0,-141433.07362314855,3170929.8098423993,22387.0,3.0,35.0,27.223613050851522,79.0,1.0,POINT (-141433.0736231485 3170929.809842399)
28553.0,-141671.5140081777,3170472.4717138717,22472.0,3.0,35.0,46.05126934970749,144.0,1.0,POINT (-141671.5140081777 3170472.471713872)
28554.0,-141857.4657368646,3170809.154717958,22486.0,3.0,35.0,36.116987538242675,109.0,1.0,POINT (-141857.4657368646 3170809.154717958)
28555.0,-142739.26227589947,3170716.399022244,22510.0,3.0,36.0,15.279061958816431,40.0,1.0,POINT (-142739.2622758995 3170716.399022244)
28556.0,-142855.69497437633,3170415.408852478,31525.0,3.0,36.0,25.931612179042624,74.0,1.0,POINT (-142855.6949743763 3170415.408852478)
28557.0,-151416.03208965182,3182788.8215672304,23611.0,3.0,37.0,56.46102008448983,181.0,1.0,POINT (-151416.0320896518 3182788.82156723)
28558.0,-150399.61179366292,3182627.56382053,31559.0,3.0,37.0,34.51940208360389,104.0,1.0,POINT (-150399.6117936629 3182627.56382053)
28559.0,-151569.61179366292,3182927.56382053,31610.0,3.0,37.0,56.46102008448983,181.0,1.0,POINT (-151569.6117936629 3182927.56382053)
28560.0,-154642.14652898556,3170601.695818422,31644.0,3.0,38.0,28.50939633126163,83.0,1.0,POINT (-154642.1465289856 3170601.695818422)
28561.0,-147503.29498785007,3183422.481286661,28439.0,3.0,39.0,33.02154533548916,99.0,1.0,POINT (-147503.2949878501 3183422.481286661)
28562.0,-147639.60956542994,3183408.078475053,31668.0,3.0,39.0,34.51940208360389,104.0,1.0,POINT (-147639.6095654299 3183408.078475053)
23175.0,-133650.67646645175,3181125.8878633794,23232.0,1.0,4.0,0.0,0.0,1.0,POINT (-133650.6764664518 3181125.887863379)
26735.0,-133562.24522369806,3181498.4389031082,26857.0,1.0,4.0,0.0,0.0,1.0,POINT (-133562.2452236981 3181498.438903108)
28425.0,-133697.54815648255,3181391.2018364086,23237.0,3.0,4.0,20.8764063435856,58.0,1.0,POINT (-133697.5481564825 3181391.201836409)
28426.0,-133685.55295592314,3181146.775959831,24912.0,3.0,4.0,22.21282708199591,62.0,1.0,POINT (-133685.5529559231 3181146.775959831)
28427.0,-133588.30751497284,3180633.880046288,26385.0,3.0,4.0,85.37046058836317,286.0,1.0,POINT (-133588.3075149728 3180633.880046288)
28428.0,-133964.16552731086,3181358.3427871,28886.0,3.0,4.0,30.066984339217573,88.0,1.0,POINT (-133964.1655273109 3181358.3427871)
28429.0,-133244.16552731086,3181868.3427871,28921.0,3.0,4.0,20.8764063435856,58.0,1.0,POINT (-133244.1655273109 3181868.3427871)
19915.0,-149756.20854122553,3183064.639291692,19916.0,1.0,40.0,0.0,0.0,1.0,POINT (-149756.2085412255 3183064.639291692)
28563.0,-150072.13046834798,3183004.360711636,19910.0,3.0,40.0,46.323416205784646,145.0,1.0,POINT (-150072.130468348 3183004.360711636)
28564.0,-149723.82447231616,3183178.198825033,26805.0,3.0,40.0,30.00657062900247,88.0,1.0,POINT (-149723.8244723162 3183178.198825033)
28565.0,-149423.58565153476,3182941.1375489137,31695.0,3.0,40.0,23.88161469355813,68.0,1.0,POINT (-149423.5856515348 3182941.137548914)
28566.0,-150503.58565153476,3183121.1375489137,31732.0,3.0,40.0,7.371271734212793,16.0,1.0,POINT (-150503.5856515348 3183121.137548914)
28567.0,-147653.18724894442,3184502.270048948,31760.0,3.0,41.0,34.51940208360389,104.0,1.0,POINT (-147653.1872489444 3184502.270048948)
28568.0,-147803.18724894442,3184862.270048948,31787.0,3.0,41.0,31.517444248674074,93.0,1.0,POINT (-147803.1872489444 3184862.270048948)
22794.0,-147099.36968893604,3185479.995290732,22841.0,1.0,42.0,0.0,0.0,1.0,POINT (-147099.369688936 3185479.995290732)
22811.0,-147902.37925458225,3186790.7099483213,22859.0,1.0,42.0,0.0,0.0,1.0,POINT (-147902.3792545823 3186790.709948321)
22816.0,-148105.47955064653,3186711.164001017,22865.0,1.0,42.0,0.0,0.0,1.0,POINT (-148105.4795506465 3186711.164001017)
22829.0,-147433.95340268244,3186226.4735726374,22879.0,1.0,42.0,0.0,0.0,1.0,POINT (-147433.9534026824 3186226.473572637)
22978.0,-147856.239461837,3185710.9437029273,23030.0,1.0,42.0,0.0,0.0,1.0,POINT (-147856.239461837 3185710.943702927)
23020.0,-147944.45921676292,3185924.4297561906,23074.0,1.0,42.0,0.0,0.0,1.0,POINT (-147944.4592167629 3185924.429756191)
28033.0,-147484.2490739325,3186015.3366797706,28178.0,1.0,42.0,0.0,0.0,1.0,POINT (-147484.2490739325 3186015.336679771)
28569.0,-146957.52371577107,3185434.1406406392,22848.0,3.0,42.0,17.574785850404783,47.0,1.0,POINT (-146957.5237157711 3185434.140640639)
28570.0,-148007.3905730135,3186785.4949977724,22862.0,3.0,42.0,43.39795546455129,135.0,1.0,POINT (-148007.3905730135 3186785.494997772)
28571.0,-147562.75007083194,3186371.421008614,22874.0,3.0,42.0,56.46102008448983,181.0,1.0,POINT (-147562.7500708319 3186371.421008614)
28572.0,-147163.1929225626,3185307.223661153,22929.0,3.0,42.0,22.325447766245905,62.0,1.0,POINT (-147163.1929225626 3185307.223661153)
28573.0,-148082.26988990617,3187149.6318688244,22975.0,3.0,42.0,23.88161469355813,68.0,1.0,POINT (-148082.2698899062 3187149.631868824)
28574.0,-148512.45553494213,3185880.818671044,23046.0,3.0,42.0,31.517444248674074,93.0,1.0,POINT (-148512.4555349421 3185880.818671044)
28575.0,-148259.11945301507,3186341.814404188,23061.0,3.0,42.0,67.89712568066851,222.0,1.0,POINT (-148259.1194530151 3186341.814404188)
28576.0,-148338.72003846872,3186025.293815181,23092.0,3.0,42.0,31.517444248674074,93.0,1.0,POINT (-148338.7200384687 3186025.293815181)
28577.0,-148616.95339499554,3186390.6353594926,23108.0,3.0,42.0,43.39795546455129,135.0,1.0,POINT (-148616.9533949955 3186390.635359493)
28578.0,-147188.6923575386,3185720.300781315,31822.0,3.0,42.0,20.75682383636217,57.0,1.0,POINT (-147188.6923575386 3185720.300781315)
28579.0,-147968.6923575386,3185930.300781315,31858.0,3.0,42.0,43.39795546455129,135.0,1.0,POINT (-147968.6923575386 3185930.300781315)
28580.0,-147428.6923575386,3186020.300781315,31870.0,3.0,42.0,10.940614126951678,26.0,1.0,POINT (-147428.6923575386 3186020.300781315)
28581.0,-147308.6923575386,3186320.300781315,31950.0,3.0,42.0,26.961980684472586,78.0,1.0,POINT (-147308.6923575386 3186320.300781315)
28582.0,-147878.6923575386,3186350.300781315,31959.0,3.0,42.0,12.64553370620413,31.0,1.0,POINT (-147878.6923575386 3186350.300781315)
22752.0,-142168.99557952126,3189240.968543884,22797.0,1.0,43.0,0.0,0.0,1.0,POINT (-142168.9955795213 3189240.968543884)
22755.0,-142260.34677705882,3189311.4920502617,22800.0,1.0,43.0,0.0,0.0,1.0,POINT (-142260.3467770588 3189311.492050262)
22769.0,-142452.7806362999,3189847.8432217664,22815.0,1.0,43.0,0.0,0.0,1.0,POINT (-142452.7806362999 3189847.843221766)
28583.0,-142151.50965308194,3189131.5705311,22794.0,3.0,43.0,36.01147740356025,109.0,1.0,POINT (-142151.5096530819 3189131.5705311)
28584.0,-142402.08928325085,3189567.5311499937,22808.0,3.0,43.0,12.64553370620413,31.0,1.0,POINT (-142402.0892832509 3189567.531149994)
28585.0,-142622.46785656008,3190107.65480128,22822.0,3.0,43.0,23.88161469355813,68.0,1.0,POINT (-142622.4678565601 3190107.65480128)
28586.0,-142368.54257962632,3188732.286063005,27284.0,3.0,43.0,44.86252809609931,140.0,1.0,POINT (-142368.5425796263 3188732.286063005)
28587.0,-142177.11973364052,3189422.533156587,32113.0,3.0,43.0,31.517444248674074,93.0,1.0,POINT (-142177.1197336405 3189422.533156587)
28588.0,-142357.11973364052,3189932.533156587,32136.0,3.0,43.0,17.574785850404783,47.0,1.0,POINT (-142357.1197336405 3189932.533156587)
22786.0,-142759.87560061552,3191122.8699405664,22833.0,1.0,44.0,0.0,0.0,1.0,POINT (-142759.8756006155 3191122.869940566)
28589.0,-142986.88308940473,3191644.637008555,27502.0,3.0,44.0,59.33315638603507,191.0,1.0,POINT (-142986.8830894047 3191644.637008555)
28590.0,-143155.54011353472,3190936.0423199013,27523.0,3.0,44.0,19.17400029193067,52.0,1.0,POINT (-143155.5401135347 3190936.042319901)
28591.0,-142802.60975982735,3191360.375495758,32167.0,3.0,44.0,12.64553370620413,31.0,1.0,POINT (-142802.6097598273 3191360.375495758)
28592.0,-154106.01355096448,3198744.6106035295,32209.0,3.0,45.0,31.517444248674074,93.0,1.0,POINT (-154106.0135509645 3198744.610603529)
28593.0,-153836.01355096448,3199314.6106035295,32238.0,3.0,45.0,47.7808155107278,150.0,1.0,POINT (-153836.0135509645 3199314.610603529)
28594.0,-150977.77380659085,3198923.181014602,32250.0,3.0,46.0,31.517444248674074,93.0,1.0,POINT (-150977.7738065908 3198923.181014602)
28595.0,-158753.76670965352,3202371.962356057,32274.0,3.0,47.0,25.42673752139019,73.0,1.0,POINT (-158753.7667096535 3202371.962356057)
22032.0,-151769.9993962383,3204503.2050031377,22061.0,1.0,48.0,0.0,0.0,1.0,POINT (-151769.9993962383 3204503.205003138)
28596.0,-151446.70954625926,3204487.3155915705,27449.0,3.0,48.0,26.961980684472586,78.0,1.0,POINT (-151446.7095462593 3204487.31559157)
28597.0,-151823.95073172025,3204293.21524229,32292.0,3.0,48.0,25.42673752139019,73.0,1.0,POINT (-151823.9507317203 3204293.21524229)
28598.0,-151973.95073172025,3204563.21524229,32310.0,3.0,48.0,14.314986422101947,37.0,1.0,POINT (-151973.9507317203 3204563.21524229)
28599.0,-151763.95073172025,3204803.21524229,32322.0,3.0,48.0,23.88161469355813,68.0,1.0,POINT (-151763.9507317203 3204803.21524229)
