Conn_param,Cost,ID1,ID2,Length,geometry
66.0,6457.231696686411,23513.0,21494.0,0.645723169668641,"LINESTRING (-138423.9446443954 3168760.226678843, -138233.0586427817 3169269.184683645)"
67.0,6220.22458237448,23513.0,23502.0,0.6220224582374481,"LINESTRING (-138423.9446443954 3168760.226678843, -138136.6143314284 3168653.470697746)"
68.0,6018.703817502544,23502.0,23549.0,0.601870381750254,"LINESTRING (-138136.6143314284 3168653.470697746, -137779.1070496347 3168324.932731626)"
69.0,2517.96235797589,24707.0,24701.0,0.25179623579758903,"LINESTRING (-130952.264524489 3179347.309080152, -131106.256613175 3179538.138967126)"
70.0,4416.504217990201,24701.0,28773.0,0.44165042179902003,"LINESTRING (-131106.256613175 3179538.138967126, -131070.1653552561 3179650.240315493)"
71.0,6728.609269533089,24707.0,28689.0,0.6728609269533091,"LINESTRING (-130952.264524489 3179347.309080152, -130500.1653552561 3178990.240315493)"
72.0,1180.5438465043137,24707.0,28701.0,0.118054384650431,"LINESTRING (-130952.264524489 3179347.309080152, -130980.1653552561 3179260.240315493)"
73.0,339.51499292718995,25704.0,25705.0,0.033951499292719,"LINESTRING (-131824.4069743649 3179417.079028045, -131793.3902330219 3179430.885174967)"
74.0,5134.08634476853,25705.0,24695.0,0.513408634476853,"LINESTRING (-131793.3902330219 3179430.885174967, -131363.0702943653 3179521.288035197)"
75.0,2597.25589773502,24695.0,24701.0,0.25972558977350196,"LINESTRING (-131363.0702943653 3179521.288035197, -131106.256613175 3179538.138967126)"
76.0,3875.2858764210096,25704.0,20335.0,0.38752858764210096,"LINESTRING (-131824.4069743649 3179417.079028045, -131941.4660876239 3179345.634261289)"
77.0,114.22924824324078,28745.0,24695.0,0.011422924824324,"LINESTRING (-131370.1653552561 3179530.240315493, -131363.0702943653 3179521.288035197)"
78.0,4177.77884480237,25705.0,25719.0,0.41777788448023706,"LINESTRING (-131793.3902330219 3179430.885174967, -131653.7036197921 3179747.591573992)"
79.0,4917.1416136538,31208.0,23653.0,0.49171416136538004,"LINESTRING (-147080.9803245683 3177291.304916803, -146948.1088045074 3177170.982944562)"
80.0,6536.60213879826,23653.0,23692.0,0.653660213879826,"LINESTRING (-146948.1088045074 3177170.982944562, -146675.2036853574 3177613.053043539)"
81.0,1393.6505865629601,23652.0,23653.0,0.139365058656296,"LINESTRING (-146852.908055027 3177103.73829129, -146948.1088045074 3177170.982944562)"
82.0,7046.060628970836,31266.0,31290.0,0.704606062897084,"LINESTRING (-147562.6738823896 3177733.07577988, -147172.6738823896 3178213.07577988)"
83.0,2900.015846181567,31266.0,23664.0,0.290001584618158,"LINESTRING (-147562.6738823896 3177733.07577988, -147700.2608638727 3177518.619832169)"
84.0,3578.2097210610764,23664.0,31256.0,0.357820972106108,"LINESTRING (-147700.2608638727 3177518.619832169, -148012.6738823896 3177613.07577988)"
85.0,4151.364680320958,31256.0,31283.0,0.41513646803209603,"LINESTRING (-148012.6738823896 3177613.07577988, -148162.6738823896 3177943.07577988)"
86.0,7495.660297772181,23664.0,23698.0,0.749566029777218,"LINESTRING (-147700.2608638727 3177518.619832169, -147053.1318709163 3177437.385633672)"
87.0,6627.715276790737,31304.0,31317.0,0.6627715276790731,"LINESTRING (-139278.0515961029 3170316.857518089, -139758.0515961029 3170496.857518089)"
88.0,6125.740599142672,31317.0,27677.0,0.612574059914266,"LINESTRING (-139758.0515961029 3170496.857518089, -140020.0139927823 3170840.319010152)"
89.0,3938.5304538902187,21131.0,31389.0,0.39385304538902194,"LINESTRING (-147160.9613403367 3181616.165453209, -147169.6590617808 3181824.858823911)"
90.0,5758.252031244941,31384.0,31379.0,0.5758252031244949,"LINESTRING (-147049.6590617808 3181764.858823911, -146539.6590617808 3181704.858823911)"
91.0,2384.2435297180095,31384.0,21131.0,0.238424352971801,"LINESTRING (-147049.6590617808 3181764.858823911, -147160.9613403367 3181616.165453209)"
92.0,5815.511559258275,21131.0,31354.0,0.581551155925827,"LINESTRING (-147160.9613403367 3181616.165453209, -146839.6590617808 3181404.858823911)"
93.0,7275.061810477023,22555.0,22548.0,0.7275061810477019,"LINESTRING (-159038.5816894938 3170196.122484754, -159152.7621128724 3170868.249872197)"
94.0,4919.87915714472,22472.0,22486.0,0.49198791571447203,"LINESTRING (-141671.5140081777 3170472.471713872, -141857.4657368646 3170809.154717959)"
95.0,7041.191319645451,22486.0,22387.0,0.704119131964545,"LINESTRING (-141857.4657368646 3170809.154717959, -141433.0736231485 3170929.809842399)"
96.0,4566.147726131945,31525.0,22510.0,0.456614772613195,"LINESTRING (-142855.6949743763 3170415.408852478, -142739.2622758995 3170716.399022244)"
97.0,2450.424132834509,31610.0,23611.0,0.245042413283451,"LINESTRING (-151569.6117936629 3182927.56382053, -151416.0320896518 3182788.82156723)"
98.0,17733.60322723752,23611.0,31559.0,1.7733603227237518,"LINESTRING (-151416.0320896518 3182788.82156723, -150399.6117936629 3182627.56382053)"
99.0,4556.525712627377,31668.0,28439.0,0.455652571262738,"LINESTRING (-147639.6095654299 3183408.078475053, -147503.2949878501 3183422.481286661)"
100.0,4181.21571735442,23232.0,26857.0,0.418121571735442,"LINESTRING (-133650.6764664518 3181125.887863379, -133562.2452236981 3181498.438903108)"
101.0,1815.64806236073,26857.0,23237.0,0.181564806236073,"LINESTRING (-133562.2452236981 3181498.438903108, -133697.5481564825 3181391.201836409)"
102.0,406.5319287861,23232.0,24912.0,0.04065319287861,"LINESTRING (-133650.6764664518 3181125.887863379, -133685.5529559231 3181146.775959831)"
103.0,5596.559210625705,24912.0,28886.0,0.5596559210625701,"LINESTRING (-133685.5529559231 3181146.775959831, -133964.1655273109 3181358.3427871)"
104.0,5519.442326233491,23232.0,26385.0,0.5519442326233489,"LINESTRING (-133650.6764664518 3181125.887863379, -133588.3075149728 3180633.880046288)"
105.0,7508.4339417171905,26857.0,28921.0,0.7508433941717201,"LINESTRING (-133562.2452236981 3181498.438903108, -133244.1655273109 3181868.3427871)"
106.0,3221.54480677775,19910.0,19916.0,0.322154480677775,"LINESTRING (-150072.130468348 3183004.360711636, -149756.2085412255 3183064.639291692)"
107.0,2638.8581875482996,19916.0,26805.0,0.26388581875482997,"LINESTRING (-149756.2085412255 3183064.639291692, -149723.8244723162 3183178.198825033)"
108.0,6645.885941183065,31732.0,19910.0,0.6645885941183071,"LINESTRING (-150503.5856515348 3183121.137548914, -150072.130468348 3183004.360711636)"
109.0,5293.794664565255,19916.0,31695.0,0.5293794664565249,"LINESTRING (-149756.2085412255 3183064.639291692, -149423.5856515348 3182941.137548914)"
110.0,7154.863480606516,31760.0,31787.0,0.715486348060651,"LINESTRING (-147653.1872489444 3184502.270048948, -147803.1872489444 3184862.270048948)"
111.0,6816.942462842451,23046.0,23030.0,0.6816942462842449,"LINESTRING (-148512.4555349421 3185880.818671044, -147856.239461837 3185710.943702927)"
112.0,2334.5942138516903,23030.0,23074.0,0.233459421385169,"LINESTRING (-147856.239461837 3185710.943702927, -147944.4592167629 3185924.429756191)"
113.0,249.34194349663758,23074.0,31858.0,0.024934194349664,"LINESTRING (-147944.4592167629 3185924.429756191, -147968.6923575386 3185930.300781315)"
114.0,2025.5701057657202,22929.0,22841.0,0.202557010576572,"LINESTRING (-147163.1929225626 3185307.223661153, -147099.369688936 3185479.995290732)"
115.0,2939.22649906429,22841.0,22848.0,0.293922649906429,"LINESTRING (-147099.369688936 3185479.995290732, -146957.5237157711 3185434.140640639)"
116.0,5561.75423786142,23074.0,23061.0,0.5561754237861419,"LINESTRING (-147944.4592167629 3185924.429756191, -148259.1194530151 3186341.814404188)"
117.0,5490.475656045728,23061.0,22865.0,0.549047565604573,"LINESTRING (-148259.1194530151 3186341.814404188, -148105.4795506465 3186711.164001017)"
118.0,5061.814152158113,22865.0,31959.0,0.506181415215812,"LINESTRING (-148105.4795506465 3186711.164001017, -147878.6923575386 3186350.300781315)"
119.0,4747.6412675655,23108.0,23092.0,0.47476412675655005,"LINESTRING (-148616.9533949955 3186390.635359493, -148338.7200384687 3186025.293815181)"
120.0,5851.984857139872,23092.0,23030.0,0.585198485713987,"LINESTRING (-148338.7200384687 3186025.293815181, -147856.239461837 3185710.943702927)"
121.0,1631.9410195070823,22879.0,31950.0,0.163194101950708,"LINESTRING (-147433.9534026824 3186226.473572637, -147308.6923575386 3186320.300781315)"
122.0,2302.2331607854885,22879.0,28178.0,0.230223316078549,"LINESTRING (-147433.9534026824 3186226.473572637, -147484.2490739325 3186015.336679771)"
123.0,8983.891819169097,28178.0,22929.0,0.8983891819169101,"LINESTRING (-147484.2490739325 3186015.336679771, -147163.1929225626 3185307.223661153)"
124.0,2285.93440935313,22879.0,22874.0,0.228593440935313,"LINESTRING (-147433.9534026824 3186226.473572637, -147562.7500708319 3186371.421008614)"
125.0,7233.45039837372,22874.0,22859.0,0.7233450398373722,"LINESTRING (-147562.7500708319 3186371.421008614, -147902.3792545823 3186790.709948321)"
126.0,4944.023370243261,22859.0,22975.0,0.49440233702432607,"LINESTRING (-147902.3792545823 3186790.709948321, -148082.2698899062 3187149.631868824)"
127.0,1113.70516627185,22859.0,22862.0,0.111370516627185,"LINESTRING (-147902.3792545823 3186790.709948321, -148007.3905730135 3186785.494997772)"
128.0,2073.1038938564297,22862.0,22865.0,0.207310389385643,"LINESTRING (-148007.3905730135 3186785.494997772, -148105.4795506465 3186711.164001017)"
129.0,3205.6192920621484,22841.0,31822.0,0.320561929206215,"LINESTRING (-147099.369688936 3185479.995290732, -147188.6923575386 3185720.300781315)"
130.0,557.780516029245,28178.0,31870.0,0.055778051602924,"LINESTRING (-147484.2490739325 3186015.336679771, -147428.6923575386 3186020.300781315)"
131.0,3562.8875185807797,22822.0,22815.0,0.356288751858078,"LINESTRING (-142622.4678565601 3190107.65480128, -142452.7806362999 3189847.843221766)"
132.0,3069.65404642204,22815.0,22808.0,0.306965404642204,"LINESTRING (-142452.7806362999 3189847.843221766, -142402.0892832509 3189567.531149994)"
133.0,3351.61712536099,22808.0,22800.0,0.335161712536099,"LINESTRING (-142402.0892832509 3189567.531149994, -142260.3467770588 3189311.492050262)"
134.0,1637.6685519823764,22800.0,32113.0,0.163766855198238,"LINESTRING (-142260.3467770588 3189311.492050262, -142177.1197336405 3189422.533156587)"
135.0,1509.0689493566047,32136.0,22815.0,0.150906894935661,"LINESTRING (-142357.1197336405 3189932.533156587, -142452.7806362999 3189847.843221766)"
136.0,1308.84706249788,22800.0,22797.0,0.13088470624978799,"LINESTRING (-142260.3467770588 3189311.492050262, -142168.9955795213 3189240.968543884)"
137.0,6637.159614208009,22797.0,27284.0,0.663715961420801,"LINESTRING (-142168.9955795213 3189240.968543884, -142368.5425796263 3188732.286063005)"
138.0,1142.7937872738999,22794.0,22797.0,0.11427937872739,"LINESTRING (-142151.5096530819 3189131.5705311, -142168.9955795213 3189240.968543884)"
139.0,6265.91136234418,22833.0,27502.0,0.626591136234418,"LINESTRING (-142759.8756006155 3191122.869940566, -142986.8830894047 3191644.637008555)"
140.0,2635.0377307435465,22833.0,32167.0,0.263503773074355,"LINESTRING (-142759.8756006155 3191122.869940566, -142802.6097598273 3191360.375495758)"
141.0,10726.988064951174,22833.0,27523.0,1.072698806495117,"LINESTRING (-142759.8756006155 3191122.869940566, -143155.5401135347 3190936.042319901)"
142.0,9993.309810749226,32209.0,32238.0,0.9993309810749229,"LINESTRING (-154106.0135509645 3198744.610603529, -153836.0135509645 3199314.610603529)"
143.0,7085.414168167763,32322.0,27449.0,0.708541416816775,"LINESTRING (-151763.9507317203 3204803.21524229, -151446.7095462593 3204487.31559157)"
144.0,3889.51866516802,27449.0,22061.0,0.388951866516802,"LINESTRING (-151446.7095462593 3204487.31559157, -151769.9993962383 3204503.205003138)"
145.0,2821.0516983565667,22061.0,32310.0,0.28210516983565703,"LINESTRING (-151769.9993962383 3204503.205003138, -151973.9507317203 3204563.21524229)"
146.0,4904.229179493809,32292.0,22061.0,0.490422917949381,"LINESTRING (-151823.9507317203 3204293.21524229, -151769.9993962383 3204503.205003138)"
147.0,7078.071300266097,21824.0,32351.0,0.7078071300266101,"LINESTRING (-153074.3124943481 3204311.662690861, -153370.4907991756 3204553.388128477)"
148.0,6988.094808458151,22493.0,32429.0,0.698809480845815,"LINESTRING (-142271.9317466459 3171257.104438113, -142532.2739768379 3171027.476660287)"
149.0,6784.9799728193575,32486.0,32495.0,0.678497997281935,"LINESTRING (-152233.8726609793 3212438.330128947, -152593.8726609793 3212708.330128947)"
150.0,6877.373760815333,32531.0,32516.0,0.6877373760815332,"LINESTRING (-151568.7721395129 3213086.154313998, -151118.7721395129 3212936.154313998)"
151.0,1040.92086508063,20130.0,20132.0,0.10409208650806301,"LINESTRING (-145964.403882219 3172204.466444899, -146012.8053739085 3172126.598827697)"
152.0,8650.426255111888,20132.0,20149.0,0.865042625511189,"LINESTRING (-146012.8053739085 3172126.598827697, -146868.4310827929 3171999.306289632)"
153.0,5882.422575973969,20149.0,20153.0,0.588242257597397,"LINESTRING (-146868.4310827929 3171999.306289632, -147342.3657515471 3172133.794660837)"
154.0,1297.219532354207,20153.0,32620.0,0.129721953235421,"LINESTRING (-147342.3657515471 3172133.794660837, -147415.9437421414 3172227.447688494)"
155.0,294.77352813331646,20130.0,32625.0,0.029477352813332,"LINESTRING (-145964.403882219 3172204.466444899, -145945.9437421414 3172227.447688494)"
156.0,5796.792627993615,20130.0,32682.0,0.579679262799361,"LINESTRING (-145964.403882219 3172204.466444899, -145795.9437421414 3172647.447688494)"
157.0,4872.792206135785,32682.0,32702.0,0.487279220613579,"LINESTRING (-145795.9437421414 3172647.447688494, -146155.9437421414 3172827.447688494)"
158.0,2327.6917682785,20132.0,26925.0,0.23276917682785,"LINESTRING (-146012.8053739085 3172126.598827697, -145803.341957862 3172103.604501392)"
159.0,7915.432893255071,32677.0,32663.0,0.791543289325508,"LINESTRING (-147715.9437421414 3172617.447688494, -147295.9437421414 3172497.447688494)"
160.0,4947.9714530231495,32663.0,20153.0,0.494797145302316,"LINESTRING (-147295.9437421414 3172497.447688494, -147342.3657515471 3172133.794660837)"
161.0,3470.5928549048335,20149.0,32615.0,0.34705928549048404,"LINESTRING (-146868.4310827929 3171999.306289632, -146905.9437421414 3172197.447688494)"
162.0,646.3386164573501,20486.0,20188.0,0.06463386164573501,"LINESTRING (-131178.7690703106 3184718.424062379, -131115.5633095911 3184729.59550403)"
163.0,2324.09107682344,20188.0,20646.0,0.232409107682344,"LINESTRING (-131115.5633095911 3184729.59550403, -130884.8354996862 3184750.90852371)"
164.0,1142.3769261801713,20646.0,29269.0,0.114237692618017,"LINESTRING (-130884.8354996862 3184750.90852371, -130914.4933484389 3184649.10219475)"
165.0,2201.09741264996,20486.0,20490.0,0.220109741264996,"LINESTRING (-131178.7690703106 3184718.424062379, -131067.050433751 3184903.435902732)"
166.0,1115.25311982369,20490.0,20492.0,0.11152531198236901,"LINESTRING (-131067.050433751 3184903.435902732, -131029.8037004037 3185008.557549038)"
167.0,6371.486278181959,20492.0,20500.0,0.637148627818196,"LINESTRING (-131029.8037004037 3185008.557549038, -130973.8296306549 3185566.443481578)"
168.0,4568.317250170155,20500.0,20507.0,0.456831725017015,"LINESTRING (-130973.8296306549 3185566.443481578, -130834.1048602076 3185900.285632476)"
169.0,4139.30161892598,20507.0,20514.0,0.413930161892598,"LINESTRING (-130834.1048602076 3185900.285632476, -130646.5834189503 3186231.318961579)"
170.0,595.06999645442,20514.0,20515.0,0.059506999645442,"LINESTRING (-130646.5834189503 3186231.318961579, -130696.8797603859 3186262.626973652)"
171.0,4898.839046421329,20515.0,27980.0,0.4898839046421329,"LINESTRING (-130696.8797603859 3186262.626973652, -130683.0217766173 3186696.666276119)"
172.0,8375.931707834601,27980.0,20427.0,0.83759317078346,"LINESTRING (-130683.0217766173 3186696.666276119, -130476.5632583636 3187057.056002512)"
173.0,7656.590288369626,20427.0,27951.0,0.7656590288369631,"LINESTRING (-130476.5632583636 3187057.056002512, -130120.199116062 3187115.861962861)"
174.0,807.38222639227,20486.0,27083.0,0.080738222639227,"LINESTRING (-131178.7690703106 3184718.424062379, -131235.4478638349 3184691.015439531)"
175.0,4607.636556051625,27083.0,29208.0,0.4607636556051631,"LINESTRING (-131235.4478638349 3184691.015439531, -131274.4933484389 3184349.10219475)"
176.0,4374.71439753339,26888.0,25531.0,0.43747143975333896,"LINESTRING (-131144.4388857979 3182903.499805856, -130834.6660913439 3182874.923387882)"
177.0,3533.27007031717,25531.0,20295.0,0.35332700703171704,"LINESTRING (-130834.6660913439 3182874.923387882, -130845.8812195235 3183186.695414599)"
178.0,6374.201174368521,20295.0,29090.0,0.6374201174368531,"LINESTRING (-130845.8812195235 3183186.695414599, -131064.4933484389 3183479.10219475)"
179.0,1145.51558812711,20490.0,27728.0,0.11455155881271101,"LINESTRING (-131067.050433751 3184903.435902732, -131172.3707839936 3184930.532628905)"
180.0,3149.0934093911,20515.0,25032.0,0.31490934093910994,"LINESTRING (-130696.8797603859 3186262.626973652, -130868.5503437334 3186191.777816013)"
181.0,1526.81559798668,25531.0,25528.0,0.152681559798668,"LINESTRING (-130834.6660913439 3182874.923387882, -130744.8412338822 3182996.327888866)"
182.0,7989.73217534761,25528.0,25513.0,0.7989732175347608,"LINESTRING (-130744.8412338822 3182996.327888866, -130324.3811562339 3183651.728709289)"
183.0,3451.14318207003,25513.0,25172.0,0.345114318207003,"LINESTRING (-130324.3811562339 3183651.728709289, -130258.4215542157 3183973.732508164)"
184.0,2625.33154594231,25172.0,20627.0,0.262533154594231,"LINESTRING (-130258.4215542157 3183973.732508164, -130291.488481364 3184226.414981355)"
185.0,624.30722877377,20627.0,20275.0,0.062430722877377,"LINESTRING (-130291.488481364 3184226.414981355, -130296.8098147757 3184288.502207468)"
186.0,5156.468872414551,20275.0,20283.0,0.515646887241455,"LINESTRING (-130296.8098147757 3184288.502207468, -130498.2371463959 3183843.652410713)"
