,Cost,ID1,ID2,Length,geometry,Type,C1,C2
0,46901.339746502184,27980,24645,4524.609021912946,"LINESTRING (-130683.0217766173 3186696.666276119, -130690.5475408412 3186737.803551581, -130732.8850625165 3186735.020589483, -130764.892170679 3186746.810849641, -130812.172340477 3186765.6134461, -130849.3025182889 3186760.410884268, -130860.6491307614 3186756.203955253, -130902.6911246411 3186729.383140598, -130946.4775691783 3186702.038904547, -130984.3549719533 3186679.095981164, -131034.9031243631 3186665.320365728, -131194.5994299841 3186348.656950677, -131300.8550420982 3186045.50431092, -131418.4797048171 3185888.709767982, -131451.4757904173 3185858.9946941, -131713.7627794962 3185676.257500845, -131749.9979573799 3185669.373452137, -131790.7925234868 3185675.567677809, -131821.7036601738 3185679.975890088, -131851.018734903 3185686.46139595, -131902.4203418391 3185681.446125087, -131933.2374875123 3185667.461311565, -131961.7734127177 3185645.368719669, -131993.2119342764 3185622.267044237, -132008.0952089957 3185615.529304202, -132040.9454668986 3185628.940071746, -132064.446364144 3185647.710255292, -132094.4419386551 3185693.139406149, -132141.1191335588 3186031.427286182, -132152.6610349463 3186099.462562535, -132341.8475662953 3186067.059690387, -132455.5775502647 3186275.438231077, -132635.5907793394 3186569.884565614, -132738.6324644321 3186858.897874629, -132745.81545702 3187143.002716746, -132874.3217212961 3187179.804619792, -132984.7405147887 3187274.660028528, -133002.1541821398 3187304.371509733, -133018.0565929165 3187341.537965764, -133022.8819955215 3187380.650726497, -133028.5910120352 3187424.463174898, -133033.9985276332 3187469.868623082, -133047.3686973143 3187545.620180868, -133070.6148503791 3187633.003747749)",C-C,6.0,17.0
0,58218.15952137421,25032,30410,3792.8584097647454,"LINESTRING (-130868.5503437334 3186191.777816013, -130874.456071395 3186231.056621905, -131171.2004155965 3186495.672548381, -131471.2004155965 3186795.672548381, -131771.2004155965 3186795.672548381, -132071.2004155965 3186795.672548381, -132371.2004155965 3186795.672548381, -132671.2004155965 3187095.672548381, -132971.2004155965 3187095.672548381, -133271.2004155965 3187095.672548381, -133571.2004155965 3187095.672548381, -133871.2004155965 3187395.672548381, -134138.9663626322 3187486.510851925)",C-C,6.0,18.0
0,32227.894129859582,27980,25102,2654.638429188822,"LINESTRING (-130683.0217766173 3186696.666276119, -130690.5475408412 3186737.803551581, -130732.8850625165 3186735.020589483, -130764.892170679 3186746.810849641, -130812.172340477 3186765.6134461, -130849.3025182889 3186760.410884268, -130860.6491307614 3186756.203955253, -131171.2004155965 3186495.672548381, -131471.2004155965 3186795.672548381, -131771.2004155965 3186795.672548381, -132144.9574730862 3186984.422464962, -132127.2665188012 3187075.86123939, -132158.1739961184 3187227.009899485, -132159.8722787915 3187261.419197084, -132154.7210992466 3187300.451180946, -132137.3628668696 3187352.370774004, -132115.3932542376 3187395.900964038, -132097.6502828104 3187435.310786112, -132085.1665957237 3187474.248303458, -132074.0732818525 3187528.323477325, -132066.2485164375 3187571.493568739, -132062.3814700707 3187611.848386505, -132068.6197968854 3187638.615358437, -132115.7130824269 3187643.319546948, -132186.9513828944 3187644.130276393, -132235.0537740655 3187651.972803272, -132270.6847792556 3187651.336494298)",C-C,6.0,19.0
0,74616.98050306318,27980,25339,5631.122260430969,"LINESTRING (-130683.0217766173 3186696.666276119, -130690.5475408412 3186737.803551581, -130732.8850625165 3186735.020589483, -130764.892170679 3186746.810849641, -130812.172340477 3186765.6134461, -130849.3025182889 3186760.410884268, -130860.6491307614 3186756.203955253, -130882.4705956973 3186792.22536394, -130895.4854394511 3186828.036714, -131171.2004155965 3186495.672548381, -131471.2004155965 3186795.672548381, -131771.2004155965 3186795.672548381, -132071.2004155965 3187095.672548381, -132371.2004155965 3187395.672548381, -132371.2004155965 3187695.672548381, -132671.2004155965 3187995.672548381, -132971.2004155965 3188295.672548381, -133005.2038755976 3188273.689628742, -133035.2038755976 3188273.689628742, -133065.2038755976 3188243.689628742, -133095.2038755976 3188243.689628742, -133095.2038755976 3188273.689628742, -133125.2038755976 3188273.689628742, -133125.2038755976 3188303.689628742, -133129.6066401489 3188308.411968725, -133116.4256696961 3188390.034468505, -133079.6902298426 3188641.353300015, -133076.3964000778 3188745.539275014, -133073.9268701465 3188777.827973345, -133077.6829751129 3188816.429723628, -133076.6794369488 3188903.956864952, -133044.4639183296 3188972.378989672, -133045.3684674094 3189076.602043703, -133074.2897045027 3189112.377029423, -133092.568123725 3189162.608735992, -133106.5864542481 3189219.044385206, -133112.4911942123 3189252.460189738, -133107.7771301933 3189298.259729133, -133088.4952359319 3189335.555171347, -133079.7505319061 3189366.729797101, -133075.1800061461 3189400.025464004, -133062.2571335019 3189431.141101791, -133042.9180351878 3189472.604462432, -133040.3510008774 3189514.260131614, -133031.3058294286 3189572.515573744, -133047.4368816367 3189626.891159992, -133074.3632230993 3189654.295257655, -133071.8819144737 3189687.614893661, -133091.8133305294 3189958.796829655, -133064.1326974917 3189998.080202834, -133047.7535998597 3189964.544255682, -133025.0734625666 3189933.020347528, -133015.0048684121 3189897.4725579, -132967.0913624897 3189873.996540984)",C-C,6.0,21.0
0,8491.318022969108,26991,20666,646.4999197508727,"LINESTRING (-132898.7219548798 3182883.199529564, -132892.0025453581 3182920.661161485, -132671.2004155965 3182895.672548381, -132367.4490816543 3183106.263296571, -132377.3020787587 3183092.883358866)",C-C,7.0,8.0
0,24613.01614758268,29622,23251,2126.2554879960458,"LINESTRING (-133562.1337474609 3182949.829879946, -133562.1337474609 3182919.829879946, -133562.1337474609 3182889.829879946, -133571.2004155965 3182895.672548381, -133871.2004155965 3182595.672548381, -134263.6462990675 3182642.921246589, -134445.15445364 3182944.805487354, -134495.8890679906 3183270.723374096, -134577.2570953646 3183620.965114461, -134587.8898362157 3183698.249829903, -134600.7460474823 3183730.272163975, -134617.4386441919 3183759.146029662, -134644.8948430564 3183776.326390289, -134660.1867262125 3183781.04890357)",C-C,7.0,9.0
0,59191.28801567849,29622,29777,3956.0142312204243,"LINESTRING (-133562.1337474609 3182949.829879946, -133562.1337474609 3182919.829879946, -133562.1337474609 3182889.829879946, -133571.2004155965 3182895.672548381, -133871.2004155965 3182595.672548381, -134171.2004155965 3182595.672548381, -134471.2004155965 3182895.672548381, -134771.2004155965 3183195.672548381, -135071.2004155965 3183195.672548381, -135371.2004155965 3183195.672548381, -135671.2004155965 3183195.672548381, -135971.2004155965 3183495.672548381, -136271.2004155965 3183795.672548381, -136571.2004155965 3184095.672548381, -136580.4173348677 3184204.928122003, -136610.4173348677 3184204.928122003)",C-C,7.0,10.0
0,37155.32186622773,26991,29821,2498.8894540341284,"LINESTRING (-132898.7219548798 3182883.199529564, -132892.0025453581 3182920.661161485, -132671.2004155965 3183195.672548381, -132671.2004155965 3183495.672548381, -132371.2004155965 3183795.672548381, -132371.2004155965 3184095.672548381, -132071.2004155965 3184395.672548381, -131771.2004155965 3184695.672548381, -131819.4669245179 3184895.275123749, -131819.4669245179 3184865.275123749)",C-C,7.0,11.0
0,39659.15661712658,26991,29909,3533.3118200274725,"LINESTRING (-132898.7219548798 3182883.199529564, -132892.0025453581 3182920.661161485, -132671.2004155965 3183195.672548381, -132371.2004155965 3183495.672548381, -132324.2838514585 3183592.410384298, -132334.2757045625 3183567.099545567, -132514.8337094829 3183691.171860366, -132718.7922167474 3183931.743648872, -132906.6835404568 3184165.45075345, -133039.1505680158 3184450.588644481, -133234.5288110319 3184676.593891853, -133267.6443390585 3184667.849373598, -133326.9478548813 3184717.8416955, -133402.6246430295 3185005.881144078, -133616.6586675876 3185154.81339402, -133595.0859309499 3185290.462790676, -133591.5604576576 3185337.151546466, -133553.1123275369 3185367.252757984, -133497.0692050848 3185396.88589047, -133444.8688422125 3185416.818441081, -133390.2145384648 3185477.820400609, -133358.8965726882 3185481.376756614)",C-C,7.0,13.0
0,57551.66304067352,29622,20715,3501.7872830942797,"LINESTRING (-133562.1337474609 3182949.829879946, -133562.1337474609 3182919.829879946, -133571.2004155965 3183195.672548381, -133571.2004155965 3183495.672548381, -133871.2004155965 3183795.672548381, -133871.2004155965 3184095.672548381, -133871.2004155965 3184395.672548381, -133571.2004155965 3184695.672548381, -133871.2004155965 3184995.672548381, -134171.2004155965 3185295.672548381, -134122.8136829585 3185711.262912601, -134160.7530836228 3185783.640898444, -134168.4340740415 3185844.184046896, -134170.0905203463 3185881.741928386)",C-C,7.0,14.0
0,112015.86026048448,26991,27557,8947.561528831935,"LINESTRING (-132898.7219548798 3182883.199529564, -132892.0025453581 3182920.661161485, -132671.2004155965 3183195.672548381, -132371.2004155965 3183495.672548381, -132324.2838514585 3183592.410384298, -132334.2757045625 3183567.099545567, -132514.8337094829 3183691.171860366, -132718.7922167474 3183931.743648872, -132906.6835404568 3184165.45075345, -133039.1505680158 3184450.588644481, -133234.5288110319 3184676.593891853, -133267.6443390585 3184667.849373598, -133326.9478548813 3184717.8416955, -133402.6246430295 3185005.881144078, -133616.6586675876 3185154.81339402, -133595.0859309499 3185290.462790676, -133591.5604576576 3185337.151546466, -133553.1123275369 3185367.252757984, -133497.0692050848 3185396.88589047, -133444.8688422125 3185416.818441081, -133390.2145384648 3185477.820400609, -133444.3957329729 3185458.021230168, -133515.2118594655 3185477.226970335, -133562.7659925451 3185535.212177088, -133536.9813514831 3185604.860123252, -133524.3082382543 3185670.767430489, -133520.0719277235 3185728.346003137, -133527.4639563329 3185791.379682025, -133538.0309682807 3185819.494348268, -133563.0404509229 3185871.633027269, -133589.447996702 3185915.982998994, -133604.4730729955 3185953.882889074, -133613.5857362831 3185992.08066729, -133636.3496569946 3186090.79002913, -133737.1264488061 3186464.576123937, -133900.0240618899 3186395.554660086, -134147.9983089977 3186464.512921742, -134222.2673375093 3186770.016008133, -134216.3129708668 3187081.621391435, -134145.9771157503 3187365.886561676, -134129.8653038364 3187399.580752542, -134112.7250291527 3187440.314087922, -134118.4111141553 3187479.836546958, -134128.8991519588 3187521.277005144, -134140.130662995 3187577.814773596, -134124.2477669511 3187675.414114574, -134228.9020662298 3187950.892159823, -134260.8676973719 3187991.051189398, -134293.2075392752 3188006.43632215, -134339.3954386552 3187996.394125768, -134381.1957341583 3187993.374515158, -134434.4284530239 3187979.61155796, -134468.5100164733 3187973.598223109, -134512.890943082 3187974.577938796, -134545.8020914414 3187982.775261865, -134580.7664184608 3187994.122875885, -134613.0717010128 3188009.087232535, -134647.9632581347 3188026.698094552, -134676.8741876762 3188053.097819868, -134727.0481040968 3188043.757498892, -134759.4879341979 3188031.118401236, -134792.471363968 3188033.064480097, -134837.2181974105 3188014.29350713, -134880.8802992953 3187998.126518688, -134922.8834480362 3187990.277480196, -134961.1125090031 3187991.242858521, -135002.9605967804 3187995.897912365, -135049.1311789935 3188004.206519431, -135098.9663626322 3187966.510851925, -135128.9663626322 3187906.510851925, -135188.9663626322 3187936.510851925, -135371.2004155965 3187995.672548381, -135671.2004155965 3187995.672548381, -135971.2004155965 3187995.672548381, -136228.0739929304 3188015.306104713, -136228.0739929304 3188045.306104713, -136225.2985513009 3188051.450554442, -136202.3265830553 3188026.014481685, -136190.5018143922 3188035.931308488, -136181.0828299626 3188069.690360924, -136185.44644999 3188123.921716537)",C-C,7.0,16.0
0,74604.38055928177,26991,24645,6056.342805595565,"LINESTRING (-132898.7219548798 3182883.199529564, -132892.0025453581 3182920.661161485, -132671.2004155965 3183195.672548381, -132371.2004155965 3183495.672548381, -132324.2838514585 3183592.410384298, -132334.2757045625 3183567.099545567, -132514.8337094829 3183691.171860366, -132718.7922167474 3183931.743648872, -132906.6835404568 3184165.45075345, -133039.1505680158 3184450.588644481, -133234.5288110319 3184676.593891853, -133267.6443390585 3184667.849373598, -133326.9478548813 3184717.8416955, -133402.6246430295 3185005.881144078, -133616.6586675876 3185154.81339402, -133595.0859309499 3185290.462790676, -133591.5604576576 3185337.151546466, -133553.1123275369 3185367.252757984, -133497.0692050848 3185396.88589047, -133444.8688422125 3185416.818441081, -133390.2145384648 3185477.820400609, -133444.3957329729 3185458.021230168, -133515.2118594655 3185477.226970335, -133562.7659925451 3185535.212177088, -133536.9813514831 3185604.860123252, -133524.3082382543 3185670.767430489, -133520.0719277235 3185728.346003137, -133527.4639563329 3185791.379682025, -133508.8965726882 3185781.376756614, -133571.2004155965 3185895.672548381, -133571.2004155965 3186195.672548381, -133571.2004155965 3186495.672548381, -133571.2004155965 3186795.672548381, -133271.2004155965 3187095.672548381, -133033.9985276332 3187469.868623082, -133047.3686973143 3187545.620180868, -133070.6148503791 3187633.003747749)",C-C,7.0,17.0
0,81007.65288668843,29622,30410,5495.52979648094,"LINESTRING (-133562.1337474609 3182949.829879946, -133562.1337474609 3182919.829879946, -133571.2004155965 3183195.672548381, -133571.2004155965 3183495.672548381, -133871.2004155965 3183795.672548381, -133871.2004155965 3184095.672548381, -133871.2004155965 3184395.672548381, -133571.2004155965 3184695.672548381, -133871.2004155965 3184995.672548381, -134171.2004155965 3185295.672548381, -134171.2004155965 3185595.672548381, -134394.2385777326 3185831.608380696, -134424.2385777326 3185831.608380696, -134433.6260451535 3185823.002994344, -134443.872107276 3185852.500691573, -134444.0659413419 3185891.460802752, -134434.1593447653 3185934.771901587, -134433.5726853615 3185966.062231264, -134415.9264707521 3186001.312625003, -134383.7953492441 3186010.464242004, -134348.3629295818 3185993.446960349, -134313.1898840675 3185981.865160345, -134295.7412344493 3185980.621347146, -134289.6055840427 3186015.450634808, -134284.8621119434 3186063.344789358, -134279.4318329713 3186091.23101878, -134274.5650097493 3186093.181424316, -134283.3335412722 3186115.322664384, -134292.5868228995 3186148.755543449, -134288.0503778305 3186177.893787332, -134260.3451600539 3186218.227682733, -134222.2101646363 3186254.27262565, -134188.5136749793 3186267.963196799, -134166.7992419232 3186288.554972029, -134168.1426819745 3186308.382003203, -134159.8002513559 3186349.981867031, -134153.6235547125 3186385.875041174, -134148.4075317789 3186429.0742076, -134147.9983089977 3186464.512921742, -134222.2673375093 3186770.016008133, -134216.3129708668 3187081.621391435, -134145.9771157503 3187365.886561676, -134129.8653038364 3187399.580752542, -134112.7250291527 3187440.314087922, -134118.4111141553 3187479.836546958, -134138.9663626322 3187486.510851925)",C-C,7.0,18.0
0,70849.08711759633,26991,25102,5580.149529849204,"LINESTRING (-132898.7219548798 3182883.199529564, -132892.0025453581 3182920.661161485, -132671.2004155965 3183195.672548381, -132671.2004155965 3183495.672548381, -132371.2004155965 3183795.672548381, -132371.2004155965 3184095.672548381, -132071.2004155965 3184395.672548381, -131771.2004155965 3184695.672548381, -131819.4669245179 3184895.275123749, -131828.5818563376 3184915.983260642, -131851.3385813609 3184942.826407421, -131866.2117723688 3184970.622281945, -131875.2851621751 3185002.531926412, -131893.0110689362 3185056.945255249, -131895.0967540632 3185090.915299083, -131911.2189244343 3185114.490441613, -131928.2091877411 3185140.747272745, -131941.9009163445 3185180.514201401, -131952.235361459 3185216.595628958, -131958.3747498343 3185252.241417952, -131941.8370661605 3185279.060003936, -131959.1528075067 3185296.407172948, -132006.2265285383 3185350.111880928, -132023.3646601233 3185409.72939997, -132033.9437966009 3185469.793496467, -132071.6304450109 3185508.015110532, -132097.1385243928 3185534.102981956, -132104.1141398216 3185565.722964561, -132101.8219597096 3185582.636863887, -132100.8583647037 3185658.811370574, -132094.4419386551 3185693.139406149, -132141.1191335588 3186031.427286182, -132071.2004155965 3186195.672548381, -131974.8470201329 3186578.656179513, -132127.2665188012 3187075.86123939, -132158.1739961184 3187227.009899485, -132159.8722787915 3187261.419197084, -132154.7210992466 3187300.451180946, -132137.3628668696 3187352.370774004, -132115.3932542376 3187395.900964038, -132097.6502828104 3187435.310786112, -132085.1665957237 3187474.248303458, -132074.0732818525 3187528.323477325, -132066.2485164375 3187571.493568739, -132062.3814700707 3187611.848386505, -132068.6197968854 3187638.615358437, -132115.7130824269 3187643.319546948, -132186.9513828944 3187644.130276393, -132235.0537740655 3187651.972803272, -132270.6847792556 3187651.336494298)",C-C,7.0,19.0
0,50608.751406889525,20666,23251,4363.4950132850245,"LINESTRING (-132377.3020787587 3183092.883358866, -132446.9939799423 3182935.962500847, -132435.2719837035 3182886.095749231, -132412.5283568605 3182844.96153625, -132393.9092050284 3182811.379762566, -132340.988881683 3182522.799221704, -132583.6379494968 3182418.079914646, -132600.8878285005 3182282.934552946, -132626.7356185666 3182290.923069505, -132605.8612615893 3182322.314452781, -132644.658880265 3182363.288333989, -132682.7016415918 3182376.194233261, -132714.8620302771 3182381.472278608, -132760.9432760094 3182385.124351085, -132796.043990249 3182425.524449068, -132809.2680129398 3182429.311713916, -132887.6477622289 3182426.969467904, -132930.1495103212 3182457.443562894, -132950.0175136507 3182484.255650428, -132950.9908199049 3182485.430839589, -132979.9958145478 3182520.573474514, -133016.1324821232 3182563.402968062, -133065.3097942838 3182644.795969802, -133089.3707695989 3182672.243870484, -133112.4416144669 3182699.126180165, -133133.6527182535 3182733.137962913, -133136.3467038471 3182756.394725477, -133195.9308125821 3182786.233932565, -133219.4801689737 3182766.171191292, -133425.0467247631 3182869.413133354, -133463.0341639381 3182846.91118129, -133502.1337474609 3182889.829879946, -133562.1337474609 3182889.829879946, -133571.2004155965 3182895.672548381, -133871.2004155965 3182595.672548381, -134263.6462990675 3182642.921246589, -134445.15445364 3182944.805487354, -134495.8890679906 3183270.723374096, -134577.2570953646 3183620.965114461, -134587.8898362157 3183698.249829903, -134600.7460474823 3183730.272163975, -134617.4386441919 3183759.146029662, -134644.8948430564 3183776.326390289, -134660.1867262125 3183781.04890357)",C-C,8.0,9.0
0,83119.48002007446,29729,29777,5767.945592992244,"LINESTRING (-132264.2838514585 3183652.410384298, -132294.2838514585 3183652.410384298, -132294.2838514585 3183592.410384298, -132324.2838514585 3183592.410384298, -132371.2004155965 3183495.672548381, -132671.2004155965 3183195.672548381, -132892.0025453581 3182920.661161485, -132898.7219548798 3182883.199529564, -132916.3037796842 3182812.492082388, -132972.4410119446 3182761.005582646, -132991.6013657137 3182735.14949786, -133035.5093926314 3182745.041681238, -133071.0678437406 3182752.078017551, -133120.2170798591 3182773.49378164, -133136.3467038471 3182756.394725477, -133195.9308125821 3182786.233932565, -133219.4801689737 3182766.171191292, -133425.0467247631 3182869.413133354, -133463.0341639381 3182846.91118129, -133502.1337474609 3182889.829879946, -133562.1337474609 3182889.829879946, -133571.2004155965 3182895.672548381, -133871.2004155965 3182595.672548381, -134171.2004155965 3182595.672548381, -134471.2004155965 3182895.672548381, -134771.2004155965 3183195.672548381, -135071.2004155965 3183195.672548381, -135371.2004155965 3183195.672548381, -135671.2004155965 3183195.672548381, -135971.2004155965 3183495.672548381, -136271.2004155965 3183795.672548381, -136571.2004155965 3184095.672548381, -136580.4173348677 3184204.928122003, -136610.4173348677 3184204.928122003)",C-C,8.0,10.0
0,17447.45525705964,29731,29821,1330.436198176315,"LINESTRING (-131964.2838514585 3183652.410384298, -131958.9002964429 3183645.704471192, -131939.7588259226 3183684.865902425, -131902.3042296519 3183738.420314504, -131888.3306100998 3183768.970934284, -131870.9099384792 3183826.122906645, -131858.7062201003 3183859.975178923, -131846.5635584133 3183893.617514302, -131812.9801886029 3183956.484234179, -131771.2004155965 3184395.672548381, -131771.2004155965 3184695.672548381, -131819.4669245179 3184895.275123749, -131819.4669245179 3184865.275123749)",C-C,8.0,11.0
0,27307.913882660887,29729,29909,2730.7913882660887,"LINESTRING (-132264.2838514585 3183652.410384298, -132294.2838514585 3183652.410384298, -132294.2838514585 3183592.410384298, -132324.2838514585 3183592.410384298, -132334.2757045625 3183567.099545567, -132514.8337094829 3183691.171860366, -132718.7922167474 3183931.743648872, -132906.6835404568 3184165.45075345, -133039.1505680158 3184450.588644481, -133234.5288110319 3184676.593891853, -133267.6443390585 3184667.849373598, -133326.9478548813 3184717.8416955, -133402.6246430295 3185005.881144078, -133616.6586675876 3185154.81339402, -133595.0859309499 3185290.462790676, -133591.5604576576 3185337.151546466, -133553.1123275369 3185367.252757984, -133497.0692050848 3185396.88589047, -133444.8688422125 3185416.818441081, -133390.2145384648 3185477.820400609, -133358.8965726882 3185481.376756614)",C-C,8.0,13.0
0,39747.08732480854,29729,20715,3749.8510948919493,"LINESTRING (-132264.2838514585 3183652.410384298, -132294.2838514585 3183652.410384298, -132294.2838514585 3183592.410384298, -132324.2838514585 3183592.410384298, -132334.2757045625 3183567.099545567, -132514.8337094829 3183691.171860366, -132718.7922167474 3183931.743648872, -132906.6835404568 3184165.45075345, -133039.1505680158 3184450.588644481, -133234.5288110319 3184676.593891853, -133267.6443390585 3184667.849373598, -133326.9478548813 3184717.8416955, -133402.6246430295 3185005.881144078, -133616.6586675876 3185154.81339402, -133883.04587042 3185019.198633355, -134120.3739118361 3184954.429331351, -134125.7565440755 3185232.849940534, -134151.2796311649 3185530.627281725, -134200.8989008359 3185659.004861705, -134170.0905203463 3185881.741928386)",C-C,8.0,14.0
0,99664.61752601879,29729,27557,8145.041097070552,"LINESTRING (-132264.2838514585 3183652.410384298, -132294.2838514585 3183652.410384298, -132294.2838514585 3183592.410384298, -132324.2838514585 3183592.410384298, -132334.2757045625 3183567.099545567, -132514.8337094829 3183691.171860366, -132718.7922167474 3183931.743648872, -132906.6835404568 3184165.45075345, -133039.1505680158 3184450.588644481, -133234.5288110319 3184676.593891853, -133267.6443390585 3184667.849373598, -133326.9478548813 3184717.8416955, -133402.6246430295 3185005.881144078, -133616.6586675876 3185154.81339402, -133595.0859309499 3185290.462790676, -133591.5604576576 3185337.151546466, -133553.1123275369 3185367.252757984, -133497.0692050848 3185396.88589047, -133444.8688422125 3185416.818441081, -133390.2145384648 3185477.820400609, -133444.3957329729 3185458.021230168, -133515.2118594655 3185477.226970335, -133562.7659925451 3185535.212177088, -133536.9813514831 3185604.860123252, -133524.3082382543 3185670.767430489, -133520.0719277235 3185728.346003137, -133527.4639563329 3185791.379682025, -133538.0309682807 3185819.494348268, -133563.0404509229 3185871.633027269, -133589.447996702 3185915.982998994, -133604.4730729955 3185953.882889074, -133613.5857362831 3185992.08066729, -133636.3496569946 3186090.79002913, -133737.1264488061 3186464.576123937, -133900.0240618899 3186395.554660086, -134147.9983089977 3186464.512921742, -134222.2673375093 3186770.016008133, -134216.3129708668 3187081.621391435, -134145.9771157503 3187365.886561676, -134129.8653038364 3187399.580752542, -134112.7250291527 3187440.314087922, -134118.4111141553 3187479.836546958, -134128.8991519588 3187521.277005144, -134140.130662995 3187577.814773596, -134124.2477669511 3187675.414114574, -134228.9020662298 3187950.892159823, -134260.8676973719 3187991.051189398, -134293.2075392752 3188006.43632215, -134339.3954386552 3187996.394125768, -134381.1957341583 3187993.374515158, -134434.4284530239 3187979.61155796, -134468.5100164733 3187973.598223109, -134512.890943082 3187974.577938796, -134545.8020914414 3187982.775261865, -134580.7664184608 3187994.122875885, -134613.0717010128 3188009.087232535, -134647.9632581347 3188026.698094552, -134676.8741876762 3188053.097819868, -134727.0481040968 3188043.757498892, -134759.4879341979 3188031.118401236, -134792.471363968 3188033.064480097, -134837.2181974105 3188014.29350713, -134880.8802992953 3187998.126518688, -134922.8834480362 3187990.277480196, -134961.1125090031 3187991.242858521, -135002.9605967804 3187995.897912365, -135049.1311789935 3188004.206519431, -135098.9663626322 3187966.510851925, -135128.9663626322 3187906.510851925, -135188.9663626322 3187936.510851925, -135371.2004155965 3187995.672548381, -135671.2004155965 3187995.672548381, -135971.2004155965 3187995.672548381, -136228.0739929304 3188015.306104713, -136228.0739929304 3188045.306104713, -136225.2985513009 3188051.450554442, -136202.3265830553 3188026.014481685, -136190.5018143922 3188035.931308488, -136181.0828299626 3188069.690360924, -136185.44644999 3188123.921716537)",C-C,8.0,16.0
0,59422.03787129199,29729,24645,4842.030258171805,"LINESTRING (-132264.2838514585 3183652.410384298, -132294.2838514585 3183652.410384298, -132071.2004155965 3183795.672548381, -131771.2004155965 3184095.672548381, -131771.2004155965 3184395.672548381, -131771.2004155965 3184695.672548381, -131819.4669245179 3184895.275123749, -131828.5818563376 3184915.983260642, -131851.3385813609 3184942.826407421, -131866.2117723688 3184970.622281945, -131875.2851621751 3185002.531926412, -131893.0110689362 3185056.945255249, -131895.0967540632 3185090.915299083, -131911.2189244343 3185114.490441613, -131928.2091877411 3185140.747272745, -131941.9009163445 3185180.514201401, -131952.235361459 3185216.595628958, -131958.3747498343 3185252.241417952, -131941.8370661605 3185279.060003936, -131959.1528075067 3185296.407172948, -132006.2265285383 3185350.111880928, -132023.3646601233 3185409.72939997, -132033.9437966009 3185469.793496467, -132071.6304450109 3185508.015110532, -132097.1385243928 3185534.102981956, -132104.1141398216 3185565.722964561, -132101.8219597096 3185582.636863887, -132100.8583647037 3185658.811370574, -132094.4419386551 3185693.139406149, -132141.1191335588 3186031.427286182, -132152.6610349463 3186099.462562535, -132341.8475662953 3186067.059690387, -132455.5775502647 3186275.438231077, -132635.5907793394 3186569.884565614, -132738.6324644321 3186858.897874629, -132745.81545702 3187143.002716746, -132874.3217212961 3187179.804619792, -132984.7405147887 3187274.660028528, -133002.1541821398 3187304.371509733, -133018.0565929165 3187341.537965764, -133022.8819955215 3187380.650726497, -133028.5910120352 3187424.463174898, -133033.9985276332 3187469.868623082, -133047.3686973143 3187545.620180868, -133070.6148503791 3187633.003747749)",C-C,8.0,17.0
0,59158.83619244753,29729,30410,5372.139557260444,"LINESTRING (-132264.2838514585 3183652.410384298, -132294.2838514585 3183652.410384298, -132294.2838514585 3183592.410384298, -132324.2838514585 3183592.410384298, -132334.2757045625 3183567.099545567, -132514.8337094829 3183691.171860366, -132718.7922167474 3183931.743648872, -132906.6835404568 3184165.45075345, -133039.1505680158 3184450.588644481, -133234.5288110319 3184676.593891853, -133267.6443390585 3184667.849373598, -133326.9478548813 3184717.8416955, -133402.6246430295 3185005.881144078, -133616.6586675876 3185154.81339402, -133595.0859309499 3185290.462790676, -133591.5604576576 3185337.151546466, -133553.1123275369 3185367.252757984, -133497.0692050848 3185396.88589047, -133444.8688422125 3185416.818441081, -133390.2145384648 3185477.820400609, -133444.3957329729 3185458.021230168, -133515.2118594655 3185477.226970335, -133562.7659925451 3185535.212177088, -133536.9813514831 3185604.860123252, -133524.3082382543 3185670.767430489, -133520.0719277235 3185728.346003137, -133527.4639563329 3185791.379682025, -133538.0309682807 3185819.494348268, -133563.0404509229 3185871.633027269, -133589.447996702 3185915.982998994, -133604.4730729955 3185953.882889074, -133613.5857362831 3185992.08066729, -133636.3496569946 3186090.79002913, -133737.1264488061 3186464.576123937, -133900.0240618899 3186395.554660086, -134147.9983089977 3186464.512921742, -134222.2673375093 3186770.016008133, -134216.3129708668 3187081.621391435, -134145.9771157503 3187365.886561676, -134129.8653038364 3187399.580752542, -134112.7250291527 3187440.314087922, -134118.4111141553 3187479.836546958, -134138.9663626322 3187486.510851925)",C-C,8.0,18.0
