ID1,ID2,Length,Cost,Cluster,geometry,Conn_param
29794,29795,0.03,300.0,10,"LINESTRING (-136700.4173348677 3184474.928122003, -136670.4173348677 3184474.928122003)",4
20455,20456,0.038561822829948,385.61822829948,10,"LINESTRING (-136416.8701997731 3184762.062030564, -136424.5906969752 3184724.280975749)",5
20456,20457,0.051405630727961,514.05630727961,10,"LINESTRING (-136424.5906969752 3184724.280975749, -136425.4869241211 3184672.883158213)",5
20457,20458,0.051528072628282,515.28072628282,10,"LINESTRING (-136425.4869241211 3184672.883158213, -136426.4627095036 3184621.364325621)",5
20458,20459,0.064142137843606,641.4213784360601,10,"LINESTRING (-136426.4627095036 3184621.364325621, -136415.6294288052 3184558.1436496)",5
20459,20460,0.043240930508748,432.40930508748,10,"LINESTRING (-136415.6294288052 3184558.1436496, -136417.331787258 3184515.458243537)",5
20460,20461,0.04081944705911,408.1944705911,10,"LINESTRING (-136417.331787258 3184515.458243537, -136442.5198374231 3184483.336764943)",5
20461,20462,0.041134991037854,411.34991037854,10,"LINESTRING (-136442.5198374231 3184483.336764943, -136471.8889149025 3184454.534945978)",5
20462,20463,0.049788932724839,497.88932724839003,10,"LINESTRING (-136471.8889149025 3184454.534945978, -136483.8976991274 3184406.793112119)",5
20463,20464,0.051279800188505,512.79800188505,10,"LINESTRING (-136483.8976991274 3184406.793112119, -136473.3901443972 3184356.60291266)",3
20464,20465,0.079568714330609,795.68714330609,10,"LINESTRING (-136473.3901443972 3184356.60291266, -136505.0610476873 3184285.699297684)",3
20465,20466,0.037030832446642,370.30832446642,10,"LINESTRING (-136505.0610476873 3184285.699297684, -136519.2846952094 3184251.509088517)",3
20466,20467,0.037438498226904,374.38498226904005,10,"LINESTRING (-136519.2846952094 3184251.509088517, -136541.6889301928 3184222.769763879)",3
20467,20468,0.02436453002495,243.6453002495,10,"LINESTRING (-136541.6889301928 3184222.769763879, -136565.7420231211 3184222.48684507)",3
29824,27111,0.022625404209715,226.25404209714554,11,"LINESTRING (-131819.4669245179 3184895.275123749, -131828.5818563376 3184915.983260642)",7
29824,29821,0.03,300.0,11,"LINESTRING (-131819.4669245179 3184895.275123749, -131819.4669245179 3184865.275123749)",7
27082,25080,0.034922550732537,349.22550732537,11,"LINESTRING (-132100.8583647036 3185658.811370574, -132094.441938655 3185693.139406149)",6
27082,27063,0.076180601102162,761.8060110216201,11,"LINESTRING (-132100.8583647036 3185658.811370574, -132101.8219597096 3185582.636863887)",6
27998,27064,0.036088422075602,360.88422075602,11,"LINESTRING (-132040.9454668986 3185628.940071746, -132008.0952089957 3185615.529304202)",6
27998,27999,0.030076767806307,300.76767806307004,11,"LINESTRING (-132040.9454668986 3185628.940071746, -132064.446364144 3185647.710255291)",6
27999,25080,0.054438426115018,544.3842611501799,11,"LINESTRING (-132064.446364144 3185647.710255291, -132094.441938655 3185693.139406149)",6
27064,27065,0.016337350065269,163.37350065268998,11,"LINESTRING (-132008.0952089957 3185615.529304202, -131993.2119342764 3185622.267044237)",6
27111,27112,0.035219198109934,352.19198109934,11,"LINESTRING (-131828.5818563376 3184915.983260642, -131851.3385813609 3184942.826407421)",7
27112,27113,0.03152494966387,315.24949663869995,11,"LINESTRING (-131851.3385813609 3184942.826407421, -131866.2117723688 3184970.622281945)",7
25001,27062,0.032795277549951,327.95277549951,11,"LINESTRING (-132097.1385243928 3185534.102981956, -132104.1141398216 3185565.722964561)",6
25001,27704,0.036486150101194,364.86150101194,11,"LINESTRING (-132097.1385243928 3185534.102981956, -132071.6304450109 3185508.015110532)",6
27113,27114,0.03317456575283,331.7456575283,11,"LINESTRING (-131866.2117723688 3184970.622281945, -131875.2851621751 3185002.531926412)",7
27065,27066,0.039013690488466,390.13690488465994,11,"LINESTRING (-131993.2119342764 3185622.267044237, -131961.7734127177 3185645.368719669)",6
27114,27115,0.057281993155552,572.8199315555199,11,"LINESTRING (-131875.2851621751 3185002.531926412, -131893.0110689362 3185056.945255249)",7
27115,27116,0.034043444236728,340.43444236728,11,"LINESTRING (-131893.0110689362 3185056.945255249, -131895.0967540632 3185090.915299083)",7
27116,27117,0.033164193985459,331.64193985459,11,"LINESTRING (-131895.0967540632 3185090.915299083, -131911.2189244343 3185114.490441613)",7
27117,27118,0.031274434100343,312.74434100343,11,"LINESTRING (-131911.2189244343 3185114.490441613, -131928.2091877411 3185140.747272745)",7
27118,27119,0.042057960565402,420.57960565402,11,"LINESTRING (-131928.2091877411 3185140.747272745, -131941.9009163445 3185180.514201401)",7
27119,27120,0.037532255065962,375.32255065962,11,"LINESTRING (-131941.9009163445 3185180.514201401, -131952.235361459 3185216.595628958)",7
27120,27121,0.036340904023799,363.40904023799,11,"LINESTRING (-131952.235361459 3185216.595628958, -131958.3747498343 3185252.241417952)",7
27121,27122,0.033316950614332,333.16950614332,11,"LINESTRING (-131958.3747498343 3185252.241417952, -131941.8370661605 3185279.060003936)",7
27122,27708,0.024510389044059,245.10389044059,11,"LINESTRING (-131941.8370661605 3185279.060003936, -131959.1528075067 3185296.407172948)",7
27062,27063,0.017068797489745,170.68797489745,11,"LINESTRING (-132104.1141398216 3185565.722964561, -132101.8219597096 3185582.636863887)",6
27704,27705,0.05367658008963,536.7658008963,11,"LINESTRING (-132071.6304450109 3185508.015110532, -132033.943796601 3185469.793496467)",6
27705,27706,0.060988636782623,609.88636782623,11,"LINESTRING (-132033.943796601 3185469.793496467, -132023.3646601233 3185409.72939997)",6
27706,27707,0.062031960560228,620.31960560228,11,"LINESTRING (-132023.3646601233 3185409.72939997, -132006.2265285383 3185350.111880928)",6
27707,27708,0.071415200559826,714.1520055982601,11,"LINESTRING (-132006.2265285383 3185350.111880928, -131959.1528075067 3185296.407172948)",7
29955,29945,0.042426406871193,424.26406871192853,13,"LINESTRING (-133298.8965726882 3185841.376756614, -133328.8965726882 3185811.376756614)",10
29955,29960,0.03,300.0,13,"LINESTRING (-133298.8965726882 3185841.376756614, -133298.8965726882 3185871.376756614)",10
29960,29967,0.06,600.0,13,"LINESTRING (-133298.8965726882 3185871.376756614, -133298.8965726882 3185931.376756614)",10
27658,27659,0.057685431336587,576.85431336587,13,"LINESTRING (-133390.2145384648 3185477.820400609, -133444.3957329729 3185458.021230168)",9
27658,29909,0.03151924251019,315.1924251019008,13,"LINESTRING (-133390.2145384648 3185477.820400609, -133358.8965726882 3185481.376756614)",9
27659,27623,0.074880995329747,748.80995329747,13,"LINESTRING (-133444.3957329729 3185458.021230168, -133515.2118594655 3185477.226970335)",9
27616,27617,0.05782660347891,578.2660347891,13,"LINESTRING (-133563.0404509229 3185871.633027269, -133538.0309682807 3185819.494348268)",8
27617,27618,0.030034916338541,300.34916338541,13,"LINESTRING (-133538.0309682807 3185819.494348268, -133527.463956333 3185791.379682025)",8
27618,27619,0.063504967897145,635.04967897145,13,"LINESTRING (-133527.463956333 3185791.379682025, -133520.0719277235 3185728.346003137)",9
27618,29939,0.021090430346369,210.9043034636906,13,"LINESTRING (-133527.463956333 3185791.379682025, -133508.8965726882 3185781.376756614)",10
27619,27620,0.057734204377073,577.34204377073,13,"LINESTRING (-133520.0719277235 3185728.346003137, -133524.3082382543 3185670.767430489)",9
27620,27621,0.06711468502548,671.1468502548,13,"LINESTRING (-133524.3082382543 3185670.767430489, -133536.9813514831 3185604.860123252)",9
27621,27622,0.074267651905551,742.67651905551,13,"LINESTRING (-133536.9813514831 3185604.860123252, -133562.7659925451 3185535.212177088)",9
27622,27623,0.07499119798448,749.9119798447999,13,"LINESTRING (-133562.7659925451 3185535.212177088, -133515.2118594655 3185477.226970335)",9
29930,29931,0.03,300.0,13,"LINESTRING (-133388.8965726882 3185691.376756614, -133358.8965726882 3185691.376756614)",10
29930,29933,0.03,300.0,13,"LINESTRING (-133388.8965726882 3185691.376756614, -133388.8965726882 3185721.376756614)",10
29931,29934,0.03,300.0,13,"LINESTRING (-133358.8965726882 3185691.376756614, -133358.8965726882 3185721.376756614)",10
29933,29936,0.03,300.0,13,"LINESTRING (-133388.8965726882 3185721.376756614, -133388.8965726882 3185751.376756614)",10
29934,29937,0.03,300.0,13,"LINESTRING (-133358.8965726882 3185721.376756614, -133358.8965726882 3185751.376756614)",10
29936,29941,0.042426406871193,424.26406871192853,13,"LINESTRING (-133388.8965726882 3185751.376756614, -133418.8965726882 3185781.376756614)",10
29937,29945,0.067082039324994,670.8203932499368,13,"LINESTRING (-133358.8965726882 3185751.376756614, -133328.8965726882 3185811.376756614)",10
29939,29940,0.03,300.0,13,"LINESTRING (-133508.8965726882 3185781.376756614, -133478.8965726882 3185781.376756614)",10
29940,29941,0.06,600.0,13,"LINESTRING (-133478.8965726882 3185781.376756614, -133418.8965726882 3185781.376756614)",10
26633,26634,0.037152424525363,371.52424525363,14,"LINESTRING (-134313.1898840675 3185981.865160345, -134348.3629295818 3185993.446960349)",12
26633,25561,0.017492925563565,174.92925563565,14,"LINESTRING (-134313.1898840675 3185981.865160345, -134295.7412344493 3185980.621347146)",12
26634,26635,0.039362162155447,393.62162155447004,14,"LINESTRING (-134348.3629295818 3185993.446960349, -134383.7953492441 3186010.464242003)",12
26635,26636,0.044584143983605,445.84143983605003,14,"LINESTRING (-134383.7953492441 3186010.464242003, -134415.9264707521 3186001.312625003)",12
26636,26637,0.04213821938497,421.3821938497,14,"LINESTRING (-134415.9264707521 3186001.312625003, -134433.5726853615 3185966.062231264)",12
26637,26638,0.031295828803941,312.95828803941004,14,"LINESTRING (-134433.5726853615 3185966.062231264, -134434.1593447653 3185934.771901587)",12
26638,26639,0.044599654931594,445.99654931594,14,"LINESTRING (-134434.1593447653 3185934.771901587, -134444.0659413419 3185891.460802752)",12
26639,26640,0.039593742365091,395.93742365091,14,"LINESTRING (-134444.0659413419 3185891.460802752, -134443.8721072759 3185852.500691573)",12
26640,26641,0.031226526076486,312.26526076486,14,"LINESTRING (-134443.8721072759 3185852.500691573, -134433.6260451535 3185823.002994344)",12
26641,30020,0.012734881971984,127.34881971984004,14,"LINESTRING (-134433.6260451535 3185823.002994344, -134424.2385777326 3185831.608380696)",12
25133,25134,0.034876340638502,348.76340638502,14,"LINESTRING (-134292.5868228995 3186148.755543449, -134283.3335412722 3186115.322664383)",14
25134,25135,0.023822932728733,238.22932728733002,14,"LINESTRING (-134283.3335412722 3186115.322664383, -134274.5650097493 3186093.181424316)",14
25135,25564,0.059031102035258,590.31102035258,14,"LINESTRING (-134274.5650097493 3186093.181424316, -134216.753163792 3186084.120999681)",14
25136,20723,0.03155028750729,315.5028750729,14,"LINESTRING (-133959.8801636257 3186285.646197508, -133931.4579615304 3186299.342878487)",15
25136,25137,0.051090696433606,510.90696433606,14,"LINESTRING (-133959.8801636257 3186285.646197508, -133998.5114843817 3186252.211480241)",15
25137,25138,0.03954242581207,395.4242581207,14,"LINESTRING (-133998.5114843817 3186252.211480241, -134027.120085417 3186224.914019079)",15
25138,25139,0.045109551729151,451.09551729151,14,"LINESTRING (-134027.120085417 3186224.914019079, -134054.7799869438 3186189.279744781)",15
25139,25140,0.04476584378953,447.6584378953,14,"LINESTRING (-134054.7799869438 3186189.279744781, -134085.0174643802 3186156.269508059)",15
25140,25141,0.06831461192027,683.1461192027,14,"LINESTRING (-134085.0174643802 3186156.269508059, -134136.1703952087 3186110.995261111)",15
25141,25555,0.045692526942187,456.92526942187,14,"LINESTRING (-134136.1703952087 3186110.995261111, -134169.0618799831 3186079.933823202)",15
30020,30021,0.03,300.0,14,"LINESTRING (-134424.2385777326 3185831.608380696, -134394.2385777326 3185831.608380696)",12
30021,30024,0.03,300.0,14,"LINESTRING (-134394.2385777326 3185831.608380696, -134394.2385777326 3185861.608380696)",12
30024,30027,0.03,300.0,14,"LINESTRING (-134394.2385777326 3185861.608380696, -134394.2385777326 3185891.608380696)",12
30027,30030,0.03,300.0,14,"LINESTRING (-134394.2385777326 3185891.608380696, -134394.2385777326 3185921.608380696)",12
25555,25565,0.017782345661165,177.82345661165,14,"LINESTRING (-134169.0618799831 3186079.933823202, -134186.4134111716 3186076.043298479)",14
25555,25556,0.071164706595087,711.64706595087,14,"LINESTRING (-134169.0618799831 3186079.933823202, -134203.1053411686 3186017.644119123)",13
25556,25557,0.046494091420853,464.94091420852993,14,"LINESTRING (-134203.1053411686 3186017.644119123, -134215.703789872 3185972.889458725)",13
25557,25558,0.039618946314321,396.18946314321,14,"LINESTRING (-134215.703789872 3185972.889458725, -134188.1483432041 3185944.422666388)",11
25557,25560,0.033929605165058,339.29605165057995,14,"LINESTRING (-134215.703789872 3185972.889458725, -134249.1685323318 3185978.486700792)",12
25558,25559,0.03265644318327,326.5644318327,14,"LINESTRING (-134188.1483432041 3185944.422666388, -134174.8386872352 3185914.601594318)",11
25559,20715,0.033200944775356,332.00944775356,14,"LINESTRING (-134174.8386872352 3185914.601594318, -134170.0905203463 3185881.741928386)",11
25560,25561,0.046621596900743,466.21596900743003,14,"LINESTRING (-134249.1685323318 3185978.486700792, -134295.7412344493 3185980.621347146)",12
25564,25565,0.03139665341695,313.9665341695,14,"LINESTRING (-134216.753163792 3186084.120999681, -134186.4134111716 3186076.043298479)",14
20723,20724,0.102845438604411,1028.4543860441102,14,"LINESTRING (-133931.4579615304 3186299.342878487, -133900.0240618899 3186395.554660086)",15
20675,20676,0.109256274476801,1092.56274476801,15,"LINESTRING (-138664.0138319348 3186936.849133957, -138773.2130770295 3186933.319490449)",18
20675,26601,0.188063129068789,1880.6312906878948,15,"LINESTRING (-138664.0138319348 3186936.849133957, -138687.0014467781 3187123.502047352)",18
20676,30122,0.024570266558262,245.70266558262253,15,"LINESTRING (-138773.2130770295 3186933.319490449, -138748.9183422431 3186929.650177107)",18
30117,30118,0.067082039324994,670.8203932499368,15,"LINESTRING (-138838.9183422431 3186839.650177107, -138778.9183422431 3186869.650177107)",18
30118,30119,0.03,300.0,15,"LINESTRING (-138778.9183422431 3186869.650177107, -138748.9183422431 3186869.650177107)",18
30119,30121,0.042426406871193,424.26406871192853,15,"LINESTRING (-138748.9183422431 3186869.650177107, -138718.9183422431 3186899.650177107)",18
30121,30122,0.042426406871193,424.26406871192853,15,"LINESTRING (-138718.9183422431 3186899.650177107, -138748.9183422431 3186929.650177107)",18
26602,26601,0.054013760319611,540.13760319611,15,"LINESTRING (-138694.6836865546 3187176.965152718, -138687.0014467781 3187123.502047352)",18
26602,26603,0.032546789432169,325.46789432169004,15,"LINESTRING (-138694.6836865546 3187176.965152718, -138677.6526212084 3187204.700262516)",18
26603,26604,0.050294188575614,502.94188575614004,15,"LINESTRING (-138677.6526212084 3187204.700262516, -138699.2107167153 3187250.113829498)",17
26603,30138,0.012345842744201,123.45842744201316,15,"LINESTRING (-138677.6526212084 3187204.700262516, -138688.9183422431 3187199.650177107)",16
26604,26605,0.066117941608473,661.17941608473,15,"LINESTRING (-138699.2107167153 3187250.113829498, -138744.8863414093 3187290.150244036)",17
26605,25020,0.128118882021178,1281.1888202117811,15,"LINESTRING (-138744.8863414093 3187290.150244036, -138659.7078903118 3187385.853323396)",17
30137,30138,0.06,600.0,15,"LINESTRING (-138748.9183422431 3187199.650177107, -138688.9183422431 3187199.650177107)",16
25019,25020,0.051601230708977,516.01230708977,15,"LINESTRING (-138608.1068475335 3187385.714057937, -138659.7078903118 3187385.853323396)",17
30208,30206,0.12369316876853,1236.9316876852981,16,"LINESTRING (-136408.0739929304 3188105.306104713, -136288.0739929304 3188075.306104713)",19
30208,30194,0.12369316876853,1236.9316876852981,16,"LINESTRING (-136408.0739929304 3188105.306104713, -136438.0739929304 3187985.306104713)",19
25220,27559,0.015432712262717,154.32712262717,16,"LINESTRING (-136202.3265830554 3188026.014481685, -136190.5018143922 3188035.931308488)",19
25220,25221,0.034273971500177,342.73971500177,16,"LINESTRING (-136202.3265830554 3188026.014481685, -136225.2985513009 3188051.450554442)",19
25221,30205,0.00674220577493,67.422057749295,16,"LINESTRING (-136225.2985513009 3188051.450554442, -136228.0739929304 3188045.306104713)",19
30178,30179,0.03,300.0,16,"LINESTRING (-136438.0739929304 3187775.306104713, -136438.0739929304 3187805.306104713)",19
30179,30180,0.03,300.0,16,"LINESTRING (-136438.0739929304 3187805.306104713, -136408.0739929304 3187805.306104713)",19
30180,30181,0.03,300.0,16,"LINESTRING (-136408.0739929304 3187805.306104713, -136408.0739929304 3187835.306104713)",19
30181,30187,0.094868329805051,948.6832980505137,16,"LINESTRING (-136408.0739929304 3187835.306104713, -136438.0739929304 3187925.306104713)",19
27558,27557,0.054406627458687,544.06627458687,16,"LINESTRING (-136181.0828299626 3188069.690360924, -136185.44644999 3188123.921716537)",19
27558,27559,0.035048407796254,350.48407796253997,16,"LINESTRING (-136181.0828299626 3188069.690360924, -136190.5018143922 3188035.931308488)",19
30187,30194,0.06,600.0,16,"LINESTRING (-136438.0739929304 3187925.306104713, -136438.0739929304 3187985.306104713)",19
30199,30200,0.03,300.0,16,"LINESTRING (-136258.0739929304 3188015.306104713, -136228.0739929304 3188015.306104713)",19
30199,30204,0.03,300.0,16,"LINESTRING (-136258.0739929304 3188015.306104713, -136258.0739929304 3188045.306104713)",19
30200,30205,0.03,300.0,16,"LINESTRING (-136228.0739929304 3188015.306104713, -136228.0739929304 3188045.306104713)",19
30203,30206,0.03,300.0,16,"LINESTRING (-136288.0739929304 3188045.306104713, -136288.0739929304 3188075.306104713)",19
30203,30204,0.03,300.0,16,"LINESTRING (-136288.0739929304 3188045.306104713, -136258.0739929304 3188045.306104713)",19
25355,25356,0.04173469108689,417.3469108689,17,"LINESTRING (-133040.3510008774 3189514.260131614, -133042.9180351878 3189472.604462432)",25
25356,25357,0.045751622913985,457.51622913985,17,"LINESTRING (-133042.9180351878 3189472.604462432, -133062.2571335019 3189431.141101791)",25
25357,25358,0.033692485100515,336.92485100515,17,"LINESTRING (-133062.2571335019 3189431.141101791, -133075.1800061461 3189400.025464004)",25
25358,25359,0.033607902943911,336.07902943911,17,"LINESTRING (-133075.1800061461 3189400.025464004, -133079.7505319061 3189366.729797101)",25
25359,25360,0.032377880402582,323.77880402582,17,"LINESTRING (-133079.7505319061 3189366.729797101, -133088.4952359319 3189335.555171347)",25
25360,25361,0.041985014662727,419.85014662727,17,"LINESTRING (-133088.4952359319 3189335.555171347, -133107.7771301933 3189298.259729133)",25
25361,25362,0.046041505279288,460.41505279288,17,"LINESTRING (-133107.7771301933 3189298.259729133, -133112.4911942123 3189252.460189738)",25
25362,25363,0.03393349299082,339.33492990819997,17,"LINESTRING (-133112.4911942123 3189252.460189738, -133106.5864542482 3189219.044385206)",25
25363,25364,0.058150632782027,581.5063278202699,17,"LINESTRING (-133106.5864542482 3189219.044385206, -133092.568123725 3189162.608735992)",25
25364,25365,0.053453951716384,534.53951716384,17,"LINESTRING (-133092.568123725 3189162.608735992, -133074.2897045027 3189112.377029423)",25
25365,25366,0.046003125527213,460.03125527213,17,"LINESTRING (-133074.2897045027 3189112.377029423, -133045.3684674093 3189076.602043703)",25
25366,25367,0.113035165580725,1130.35165580725,17,"LINESTRING (-133045.3684674093 3189076.602043703, -133044.4639183296 3188972.378989672)",25
25367,25368,0.076594060789581,765.94060789581,17,"LINESTRING (-133044.4639183296 3188972.378989672, -133076.6794369488 3188903.956864952)",23
25367,25374,0.071174262920332,711.7426292033199,17,"LINESTRING (-133044.4639183296 3188972.378989672, -133113.9551341381 3188987.76556264)",22
25368,25369,0.087532894143628,875.3289414362799,17,"LINESTRING (-133076.6794369488 3188903.956864952, -133077.6829751129 3188816.429723628)",23
25369,25370,0.038784061796937,387.84061796937,17,"LINESTRING (-133077.6829751129 3188816.429723628, -133073.9268701465 3188777.827973345)",23
25370,25371,0.032382998903143,323.8299890314301,17,"LINESTRING (-133073.9268701465 3188777.827973345, -133076.3964000778 3188745.539275014)",23
25371,25372,0.107759967542617,1077.59967542617,17,"LINESTRING (-133076.3964000778 3188745.539275014, -133079.6902298426 3188641.353300015)",23
25372,25373,0.254415660593732,2544.15660593732,17,"LINESTRING (-133079.6902298426 3188641.353300015, -133116.4256696961 3188390.034468505)",23
25373,24639,0.082679927747338,826.79927747338,17,"LINESTRING (-133116.4256696961 3188390.034468505, -133129.6066401489 3188308.411968725)",23
25374,25375,0.043103378494508,431.03378494508,17,"LINESTRING (-133113.9551341381 3188987.76556264, -133151.8885946645 3189008.233923838)",22
25375,25376,0.055047094036155,550.47094036155,17,"LINESTRING (-133151.8885946645 3189008.233923838, -133192.3890747051 3189044.940284096)",22
