ID,spam2017V2r1_SSA_P_ACOF_A.tif,spam2017V2r1_SSA_P_BANA_A.tif,spam2017V2r1_SSA_P_BARL_A.tif,spam2017V2r1_SSA_P_BEAN_A.tif,spam2017V2r1_SSA_P_CASS_A.tif,spam2017V2r1_SSA_P_CHIC_A.tif,spam2017V2r1_SSA_P_CNUT_A.tif,spam2017V2r1_SSA_P_COCO_A.tif,spam2017V2r1_SSA_P_COTT_A.tif,spam2017V2r1_SSA_P_COWP_A.tif,spam2017V2r1_SSA_P_GROU_A.tif,spam2017V2r1_SSA_P_LENT_A.tif,spam2017V2r1_SSA_P_MAIZ_A.tif,spam2017V2r1_SSA_P_OCER_A.tif,spam2017V2r1_SSA_P_OFIB_A.tif,spam2017V2r1_SSA_P_OILP_A.tif,spam2017V2r1_SSA_P_OOIL_A.tif,spam2017V2r1_SSA_P_OPUL_A.tif,spam2017V2r1_SSA_P_ORTS_A.tif,spam2017V2r1_SSA_P_PIGE_A.tif,spam2017V2r1_SSA_P_PLNT_A.tif,spam2017V2r1_SSA_P_PMIL_A.tif,spam2017V2r1_SSA_P_POTA_A.tif,spam2017V2r1_SSA_P_RAPE_A.tif,spam2017V2r1_SSA_P_RCOF_A.tif,spam2017V2r1_SSA_P_REST_A.tif,spam2017V2r1_SSA_P_RICE_A.tif,spam2017V2r1_SSA_P_SESA_A.tif,spam2017V2r1_SSA_P_SMIL_A.tif,spam2017V2r1_SSA_P_SORG_A.tif,spam2017V2r1_SSA_P_SOYB_A.tif,spam2017V2r1_SSA_P_SUGB_A.tif,spam2017V2r1_SSA_P_SUGC_A.tif,spam2017V2r1_SSA_P_SUNF_A.tif,spam2017V2r1_SSA_P_SWPO_A.tif,spam2017V2r1_SSA_P_TEAS_A.tif,spam2017V2r1_SSA_P_TEMF_A.tif,spam2017V2r1_SSA_P_TOBA_A.tif,spam2017V2r1_SSA_P_TROF_A.tif,spam2017V2r1_SSA_P_VEGE_A.tif,spam2017V2r1_SSA_P_WHEA_A.tif,spam2017V2r1_SSA_P_YAMS_A.tif
3486,0.699999988079071,254.3000030517578,0,25.899999618530273,7001.10009765625,0.0,286.29998779296875,0,1.100000023841858,17.299999237060547,18.600000381469727,0.0,571.2999877929688,0,0.0,0,0.0,276.29998779296875,4.900000095367432,0.0,0.0,4.099999904632568,10.199999809265137,0,0,69.4000015258789,112.5999984741211,13.100000381469727,0.0,26.0,0.0,0,0.0,7.599999904632568,430.79998779296875,14.0,77.5999984741211,13.800000190734863,92.0,0.0,0.0,0
3487,0.30000001192092896,293.70001220703125,0,15.699999809265137,3730.699951171875,0.0,0.0,0,0.800000011920929,14.199999809265137,11.300000190734863,0.0,366.29998779296875,0,0.0,0,0.0,217.3000030517578,2.5999999046325684,0.0,0.0,3.299999952316284,8.600000381469727,0,0,50.29999923706055,69.80000305175781,9.899999618530273,0.0,16.200000762939453,0.0,0,0.0,7.0,242.5,3.9000000953674316,56.29999923706055,6.900000095367432,107.0,0.0,0.0,0
3488,0.20000000298023224,131.0,0,6.0,3862.699951171875,0.0,0.0,0,0.4000000059604645,3.9000000953674316,8.800000190734863,0.0,260.3999938964844,0,0.0,0,0.0,105.5999984741211,2.4000000953674316,0.0,0.0,1.100000023841858,3.5,0,0,17.5,60.0,4.199999809265137,0.0,8.300000190734863,0.0,0,0.0,3.4000000953674316,206.39999389648438,46.900001525878906,19.5,3.5,47.20000076293945,0.0,0.0,0
3489,0.6000000238418579,441.3999938964844,0,16.399999618530273,5950.2001953125,0.0,0.0,0,0.8999999761581421,10.899999618530273,14.5,0.0,369.5,0,0.0,0,0.0,195.0,4.900000095367432,0.0,0.0,2.5999999046325684,7.900000095367432,0,0,44.29999923706055,94.5999984741211,10.100000381469727,0.0,15.300000190734863,0.0,0,0.0,6.300000190734863,366.29998779296875,131.3000030517578,49.70000076293945,9.199999809265137,160.6999969482422,0.0,0.0,0
349,0.0,24.399999618530273,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.10000000149011612,0.0,0.0,0,0.0,0,0.0,0.0,0.800000011920929,0.0,0.0,0.10000000149011612,0.0,0,0,1.5,4.099999904632568,0.0,0.0,0.6000000238418579,0.0,0,0.0,0.0,41.099998474121094,0.0,2.0999999046325684,0.0,10.899999618530273,0.0,0.0,0
3492,0.5,479.5,0,23.399999618530273,5312.7998046875,0.0,0.0,0,1.600000023841858,16.100000381469727,18.299999237060547,0.0,360.1000061035156,0,0.0,0,0.0,229.5,3.200000047683716,0.0,0.0,3.799999952316284,10.899999618530273,0,0,58.29999923706055,82.5999984741211,16.0,0.0,17.899999618530273,0.0,0,0.0,13.100000381469727,321.0,2.0999999046325684,65.19999694824219,14.600000381469727,175.8000030517578,0.0,0.0,0
3494,0.4000000059604645,287.70001220703125,0,15.399999618530273,3682.89990234375,0.0,0.0,0,0.6000000238418579,11.199999809265137,10.5,0.0,329.1000061035156,0,0.0,0,0.0,175.10000610351562,1.7999999523162842,0.0,0.0,2.5,6.0,0,0,39.900001525878906,66.4000015258789,7.900000095367432,0.0,12.100000381469727,0.0,0,0.0,5.800000190734863,224.60000610351562,15.0,44.79999923706055,8.699999809265137,105.19999694824219,0.0,0.0,0
3497,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3498,0.699999988079071,254.3000030517578,0,25.899999618530273,7001.10009765625,0.0,286.29998779296875,0,1.100000023841858,17.299999237060547,18.600000381469727,0.0,571.2999877929688,0,0.0,0,0.0,276.29998779296875,4.900000095367432,0.0,0.0,4.099999904632568,10.199999809265137,0,0,69.4000015258789,112.5999984741211,13.100000381469727,0.0,26.0,0.0,0,0.0,7.599999904632568,430.79998779296875,14.0,77.5999984741211,13.800000190734863,92.0,0.0,0.0,0
3501,0.10000000149011612,61.099998474121094,0,3.0999999046325684,3139.699951171875,0.0,0.0,0,0.20000000298023224,2.200000047683716,7.900000095367432,0.0,207.60000610351562,0,0.0,0,0.0,68.19999694824219,1.899999976158142,0.0,0.0,0.6000000238418579,2.0,0,0,10.699999809265137,51.400001525878906,2.0,0.0,5.800000190734863,0.0,0,0.0,1.7999999523162842,148.0,0.699999988079071,11.600000381469727,2.0999999046325684,21.899999618530273,0.0,0.0,0
