X,Y,ID,Elevation,Population,Weight
-127271.20041559645,3178695.6725483807,5141,1673.5977783203125,31.0,1.5
-126971.20041559645,3178695.6725483807,5142,1660.7919921875,57.0,1.5
-126671.20041559645,3178695.6725483807,5143,1624.734619140625,0.0,2.887490716197303
-126371.20041559645,3178695.6725483807,5144,1628.4901123046875,0.0,2.8779228168826965
-126071.20041559645,3178695.6725483807,5145,1657.044677734375,0.0,1.5
-125771.20041559645,3178695.6725483807,5146,1683.14990234375,12.0,1.5
-125471.20041559645,3178695.6725483807,5147,1696.31640625,20.0,1.5
-125171.20041559645,3178695.6725483807,5148,1696.52001953125,40.0,1.5
-124871.20041559645,3178695.6725483807,5149,1672.409912109375,58.0,1.5
-124571.20041559645,3178695.6725483807,5150,1642.5791015625,12.0,1.5
-124271.20041559645,3178695.6725483807,5151,1636.66845703125,15.0,1.5
-123971.20041559645,3178695.6725483807,5152,1650.43359375,70.0,2.9311950212000326
-123671.20041559645,3178695.6725483807,5153,1653.514892578125,20.0,1.5
-123371.20041559645,3178695.6725483807,5154,1646.875244140625,2.0,1.5
-123071.20041559645,3178695.6725483807,5155,1650.169677734375,0.0,1.5
-122771.20041559645,3178695.6725483807,5156,1652.0518798828125,0.0,3.264525514274883
-122471.20041559645,3178695.6725483807,5157,1645.780517578125,0.0,3.3787093701770514
-122171.20041559645,3178695.6725483807,5158,1642.197265625,0.0,3.7845649697296264
-121871.20041559645,3178695.6725483807,5159,1648.1363525390625,30.0,1.5
-121571.20041559645,3178695.6725483807,5160,1631.077392578125,16.0,1.5
-121271.20041559645,3178695.6725483807,5161,1627.574951171875,0.0,3.075950408942561
-120971.20041559645,3178695.6725483807,5162,1633.8541259765625,2.0,1.5
-120671.20041559645,3178695.6725483807,5163,1632.62158203125,3.0,1.5
-120371.20041559645,3178695.6725483807,5164,1622.1312255859375,0.0,3.6195123070056483
-176471.20041559645,3178995.6725483807,5165,2972.037353515625,0.0,7.1741491527552785
-176171.20041559645,3178995.6725483807,5166,2951.256591796875,0.0,7.139820468384941
-175871.20041559645,3178995.6725483807,5167,2938.695556640625,0.0,7.127592798450216
-175571.20041559645,3178995.6725483807,5168,2928.27880859375,0.0,7.100478375121909
-175271.20041559645,3178995.6725483807,5169,2922.55615234375,0.0,7.074568269484661
-174971.20041559645,3178995.6725483807,5170,2936.10791015625,0.0,7.143021248267834
-174671.20041559645,3178995.6725483807,5171,2962.21630859375,0.0,7.181922922187127
-174371.20041559645,3178995.6725483807,5172,2999.022216796875,0.0,7.210859016498395
