X,Y,ID,Population,Elevation,Weight,geometry,Land_cover,Cluster,MV_Power,Substation,Type
-162671.20041559645,3164895.6725483807,95.0,16.0,2063.228759765625,3.0053031248880595,POINT (-162671.2004155965 3164895.672548381),,,,,Standard
-162371.20041559645,3164895.6725483807,96.0,51.0,2055.808837890625,1.5,POINT (-162371.2004155965 3164895.672548381),,,,,Standard
-162071.20041559645,3164895.6725483807,97.0,12.0,2029.99267578125,1.5,POINT (-162071.2004155965 3164895.672548381),,,,,Standard
-161771.20041559645,3164895.6725483807,98.0,0.0,2086.5439453125,3.5526387879629664,POINT (-161771.2004155965 3164895.672548381),,,,,Standard
-161471.20041559645,3164895.6725483807,99.0,0.0,2152.62060546875,4.544954157338996,POINT (-161471.2004155965 3164895.672548381),,,,,Standard
-161171.20041559645,3164895.6725483807,100.0,0.0,2179.31591796875,4.20937155651588,POINT (-161171.2004155965 3164895.672548381),,,,,Standard
-160871.20041559645,3164895.6725483807,101.0,0.0,2241.736572265625,1.5,POINT (-160871.2004155965 3164895.672548381),,,,,Standard
-160571.20041559645,3164895.6725483807,102.0,0.0,2259.490478515625,1.5,POINT (-160571.2004155965 3164895.672548381),,,,,Standard
-160271.20041559645,3164895.6725483807,103.0,0.0,2217.858154296875,1.5,POINT (-160271.2004155965 3164895.672548381),,,,,Standard
-159971.20041559645,3164895.6725483807,104.0,40.0,2217.858154296875,1.5,POINT (-159971.2004155965 3164895.672548381),,,,,Standard
-159671.20041559645,3164895.6725483807,105.0,40.0,2114.342041015625,1.5,POINT (-159671.2004155965 3164895.672548381),,,,,Standard
-159371.20041559645,3164895.6725483807,106.0,63.0,2048.813720703125,1.5,POINT (-159371.2004155965 3164895.672548381),,,,,Standard
-159071.20041559645,3164895.6725483807,107.0,18.0,1990.6651611328125,1.5,POINT (-159071.2004155965 3164895.672548381),,,,,Standard
-158771.20041559645,3164895.6725483807,108.0,0.0,1970.147705078125,1.5,POINT (-158771.2004155965 3164895.672548381),,,,,Standard
-158471.20041559645,3164895.6725483807,109.0,0.0,1913.368896484375,1.5,POINT (-158471.2004155965 3164895.672548381),,,,,Standard
-158171.20041559645,3164895.6725483807,110.0,4.0,1072.738525390625,1.5,POINT (-158171.2004155965 3164895.672548381),,,,,Standard
-164471.20041559645,3165195.6725483807,111.0,0.0,2147.528564453125,1.5,POINT (-164471.2004155965 3165195.672548381),,,,,Standard
-164171.20041559645,3165195.6725483807,112.0,0.0,2194.81982421875,1.5,POINT (-164171.2004155965 3165195.672548381),,,,,Standard
-163871.20041559645,3165195.6725483807,113.0,0.0,2196.66552734375,1.5,POINT (-163871.2004155965 3165195.672548381),,,,,Standard
-163571.20041559645,3165195.6725483807,114.0,0.0,2176.044189453125,4.019817243995991,POINT (-163571.2004155965 3165195.672548381),,,,,Standard
-163271.20041559645,3165195.6725483807,115.0,0.0,2169.633544921875,4.486736813338932,POINT (-163271.2004155965 3165195.672548381),,,,,Standard
-162971.20041559645,3165195.6725483807,116.0,10.0,2146.49462890625,3.6658176687638826,POINT (-162971.2004155965 3165195.672548381),,,,,Standard
-162671.20041559645,3165195.6725483807,117.0,7.0,2115.46484375,3.619715697719832,POINT (-162671.2004155965 3165195.672548381),,,,,Standard
-162371.20041559645,3165195.6725483807,118.0,27.0,2119.045654296875,1.5,POINT (-162371.2004155965 3165195.672548381),,,,,Standard
-162071.20041559645,3165195.6725483807,119.0,7.0,2061.141357421875,3.411146837987458,POINT (-162071.2004155965 3165195.672548381),,,,,Standard
-161771.20041559645,3165195.6725483807,120.0,0.0,2087.06005859375,4.198440601252597,POINT (-161771.2004155965 3165195.672548381),,,,,Standard
-161471.20041559645,3165195.6725483807,121.0,0.0,2152.974609375,5.142410092241837,POINT (-161471.2004155965 3165195.672548381),,,,,Standard
-161171.20041559645,3165195.6725483807,122.0,0.0,2195.01904296875,8.015001970597147,POINT (-161171.2004155965 3165195.672548381),,,,,Standard
-160871.20041559645,3165195.6725483807,123.0,0.0,2269.044921875,1.5,POINT (-160871.2004155965 3165195.672548381),,,,,Standard
-160571.20041559645,3165195.6725483807,124.0,0.0,2325.34619140625,1.5,POINT (-160571.2004155965 3165195.672548381),,,,,Standard
-160271.20041559645,3165195.6725483807,125.0,0.0,2271.865966796875,3.63780931720748,POINT (-160271.2004155965 3165195.672548381),,,,,Standard
-159971.20041559645,3165195.6725483807,126.0,3.0,2271.865966796875,1.5,POINT (-159971.2004155965 3165195.672548381),,,,,Standard
-159671.20041559645,3165195.6725483807,127.0,3.0,2181.03662109375,1.5,POINT (-159671.2004155965 3165195.672548381),,,,,Standard
-159371.20041559645,3165195.6725483807,128.0,43.0,2096.37890625,3.1421647385643,POINT (-159371.2004155965 3165195.672548381),,,,,Standard
-159071.20041559645,3165195.6725483807,129.0,56.0,2029.249755859375,1.5,POINT (-159071.2004155965 3165195.672548381),,,,,Standard
-158771.20041559645,3165195.6725483807,130.0,47.0,1998.09619140625,1.5,POINT (-158771.2004155965 3165195.672548381),,,,,Standard
-158471.20041559645,3165195.6725483807,131.0,46.0,1948.38037109375,1.5,POINT (-158471.2004155965 3165195.672548381),,,,,Standard
-158171.20041559645,3165195.6725483807,132.0,29.0,1865.617431640625,4.054095597319021,POINT (-158171.2004155965 3165195.672548381),,,,,Standard
-157871.20041559645,3165195.6725483807,133.0,0.0,1343.302734375,4.899575151511911,POINT (-157871.2004155965 3165195.672548381),,,,,Standard
-157271.20041559645,3165195.6725483807,134.0,0.0,557.9401245117189,4.5829084580640735,POINT (-157271.2004155965 3165195.672548381),,,,,Standard
-164771.20041559645,3165495.6725483807,135.0,0.0,2124.745849609375,4.019229758071404,POINT (-164771.2004155965 3165495.672548381),,,,,Standard
-164471.20041559645,3165495.6725483807,136.0,0.0,2185.992919921875,3.5729348610168263,POINT (-164471.2004155965 3165495.672548381),,,,,Standard
-164171.20041559645,3165495.6725483807,137.0,0.0,2240.590576171875,3.6817745477857353,POINT (-164171.2004155965 3165495.672548381),,,,,Standard
-163871.20041559645,3165495.6725483807,138.0,0.0,2282.992919921875,1.5,POINT (-163871.2004155965 3165495.672548381),,,,,Standard
-163571.20041559645,3165495.6725483807,139.0,0.0,2251.7353515625,3.3082706808411912,POINT (-163571.2004155965 3165495.672548381),,,,,Standard
-163271.20041559645,3165495.6725483807,140.0,0.0,2221.486572265625,4.685063219239641,POINT (-163271.2004155965 3165495.672548381),,,,,Standard
-162971.20041559645,3165495.6725483807,141.0,0.0,2202.513671875,5.183740525963421,POINT (-162971.2004155965 3165495.672548381),,,,,Standard
-162671.20041559645,3165495.6725483807,142.0,0.0,2185.73193359375,5.083856631265942,POINT (-162671.2004155965 3165495.672548381),,,,,Standard
-162371.20041559645,3165495.6725483807,143.0,0.0,2198.026123046875,4.5386661265063335,POINT (-162371.2004155965 3165495.672548381),,,,,Standard
-162071.20041559645,3165495.6725483807,144.0,0.0,2096.820068359375,4.5898520899524105,POINT (-162071.2004155965 3165495.672548381),,,,,Standard
-161771.20041559645,3165495.6725483807,145.0,0.0,2133.487060546875,5.3881750538210005,POINT (-161771.2004155965 3165495.672548381),,,,,Standard
-161471.20041559645,3165495.6725483807,146.0,0.0,2193.359375,8.01099904395403,POINT (-161471.2004155965 3165495.672548381),,,,,Standard
-161171.20041559645,3165495.6725483807,147.0,0.0,2250.068115234375,3.1202644482947504,POINT (-161171.2004155965 3165495.672548381),,,,,Standard
-160871.20041559645,3165495.6725483807,148.0,0.0,2308.284423828125,1.5,POINT (-160871.2004155965 3165495.672548381),,,,,Standard
-160571.20041559645,3165495.6725483807,149.0,0.0,2388.103515625,1.5,POINT (-160571.2004155965 3165495.672548381),,,,,Standard
-160271.20041559645,3165495.6725483807,150.0,0.0,2356.95556640625,4.205100500846082,POINT (-160271.2004155965 3165495.672548381),,,,,Standard
-159971.20041559645,3165495.6725483807,151.0,0.0,2356.95556640625,3.7691060125006683,POINT (-159971.2004155965 3165495.672548381),,,,,Standard
-159671.20041559645,3165495.6725483807,152.0,0.0,2239.811767578125,4.192750828558154,POINT (-159671.2004155965 3165495.672548381),,,,,Standard
-159371.20041559645,3165495.6725483807,153.0,0.0,2152.975341796875,4.033376402586492,POINT (-159371.2004155965 3165495.672548381),,,,,Standard
-159071.20041559645,3165495.6725483807,154.0,22.0,2073.919677734375,1.5,POINT (-159071.2004155965 3165495.672548381),,,,,Standard
-158771.20041559645,3165495.6725483807,155.0,32.0,1998.09375,1.5,POINT (-158771.2004155965 3165495.672548381),,,,,Standard
-158471.20041559645,3165495.6725483807,156.0,0.0,1933.7430419921875,1.5,POINT (-158471.2004155965 3165495.672548381),,,,,Standard
-158171.20041559645,3165495.6725483807,157.0,0.0,1939.1065673828125,1.5,POINT (-158171.2004155965 3165495.672548381),,,,,Standard
-157871.20041559645,3165495.6725483807,158.0,0.0,1953.4033203125,3.0753451706267083,POINT (-157871.2004155965 3165495.672548381),,,,,Standard
-157571.20041559645,3165495.6725483807,159.0,0.0,1915.7489013671875,1.5,POINT (-157571.2004155965 3165495.672548381),,,,,Standard
-157271.20041559645,3165495.6725483807,160.0,0.0,1862.2169189453125,1.5,POINT (-157271.2004155965 3165495.672548381),,,,,Standard
-156971.20041559645,3165495.6725483807,161.0,0.0,1838.32421875,1.5,POINT (-156971.2004155965 3165495.672548381),,,,,Standard
-164771.20041559645,3165795.6725483807,162.0,0.0,2138.70556640625,5.357097022377448,POINT (-164771.2004155965 3165795.672548381),,,,,Standard
-164471.20041559645,3165795.6725483807,163.0,0.0,2204.84033203125,5.030989429984012,POINT (-164471.2004155965 3165795.672548381),,,,,Standard
-164171.20041559645,3165795.6725483807,164.0,0.0,2285.984130859375,4.8648030966262885,POINT (-164171.2004155965 3165795.672548381),,,,,Standard
-163871.20041559645,3165795.6725483807,165.0,0.0,2398.32958984375,4.236685012115731,POINT (-163871.2004155965 3165795.672548381),,,,,Standard
-163571.20041559645,3165795.6725483807,166.0,0.0,2374.5263671875,4.296002922385757,POINT (-163571.2004155965 3165795.672548381),,,,,Standard
-163271.20041559645,3165795.6725483807,167.0,0.0,2331.120849609375,5.244826755681721,POINT (-163271.2004155965 3165795.672548381),,,,,Standard
-162971.20041559645,3165795.6725483807,168.0,0.0,2302.663818359375,6.504188377581054,POINT (-162971.2004155965 3165795.672548381),,,,,Standard
-162671.20041559645,3165795.6725483807,169.0,0.0,2265.89892578125,6.548211390668955,POINT (-162671.2004155965 3165795.672548381),,,,,Standard
-162371.20041559645,3165795.6725483807,170.0,0.0,2179.394287109375,6.056321437425232,POINT (-162371.2004155965 3165795.672548381),,,,,Standard
-162071.20041559645,3165795.6725483807,171.0,0.0,2121.53955078125,5.980714235877349,POINT (-162071.2004155965 3165795.672548381),,,,,Standard
-161771.20041559645,3165795.6725483807,172.0,13.0,2183.5771484375,4.990019046290408,POINT (-161771.2004155965 3165795.672548381),,,,,Standard
-161471.20041559645,3165795.6725483807,173.0,7.0,2230.80517578125,3.4550733074018836,POINT (-161471.2004155965 3165795.672548381),,,,,Standard
-161171.20041559645,3165795.6725483807,174.0,0.0,2328.044921875,1.5,POINT (-161171.2004155965 3165795.672548381),,,,,Standard
-160871.20041559645,3165795.6725483807,175.0,0.0,2394.9228515625,3.7879871027796894,POINT (-160871.2004155965 3165795.672548381),,,,,Standard
-160571.20041559645,3165795.6725483807,176.0,0.0,2421.9443359375,4.1909323248224375,POINT (-160571.2004155965 3165795.672548381),,,,,Standard
-160271.20041559645,3165795.6725483807,177.0,4.0,2394.72607421875,5.211726266533328,POINT (-160271.2004155965 3165795.672548381),,,,,Standard
-159971.20041559645,3165795.6725483807,178.0,0.0,2394.72607421875,5.391136719898365,POINT (-159971.2004155965 3165795.672548381),,,,,Standard
-159671.20041559645,3165795.6725483807,179.0,0.0,2235.14306640625,5.654168943966769,POINT (-159671.2004155965 3165795.672548381),,,,,Standard
-159371.20041559645,3165795.6725483807,180.0,0.0,2129.886474609375,4.120682613061397,POINT (-159371.2004155965 3165795.672548381),,,,,Standard
-159071.20041559645,3165795.6725483807,181.0,0.0,2036.2777099609373,3.214309604959788,POINT (-159071.2004155965 3165795.672548381),,,,,Standard
-158771.20041559645,3165795.6725483807,182.0,0.0,1984.759765625,3.076879481470587,POINT (-158771.2004155965 3165795.672548381),,,,,Standard
-158471.20041559645,3165795.6725483807,183.0,50.0,1935.1060791015625,1.5,POINT (-158471.2004155965 3165795.672548381),,,,,Standard
-158171.20041559645,3165795.6725483807,184.0,101.0,1959.122802734375,1.5,POINT (-158171.2004155965 3165795.672548381),,,,,Standard
-157871.20041559645,3165795.6725483807,185.0,73.0,1992.9044189453125,1.5,POINT (-157871.2004155965 3165795.672548381),,,,,Standard
-157571.20041559645,3165795.6725483807,186.0,29.0,1952.556396484375,3.0652799062835765,POINT (-157571.2004155965 3165795.672548381),,,,,Standard
-157271.20041559645,3165795.6725483807,187.0,0.0,1908.56298828125,1.5,POINT (-157271.2004155965 3165795.672548381),,,,,Standard
-156971.20041559645,3165795.6725483807,188.0,0.0,1888.4610595703125,1.5,POINT (-156971.2004155965 3165795.672548381),,,,,Standard
-156671.20041559645,3165795.6725483807,189.0,0.0,1888.4434814453125,3.8019356845096697,POINT (-156671.2004155965 3165795.672548381),,,,,Standard
-149171.20041559645,3165795.6725483807,190.0,0.0,1522.3531494140625,1.5,POINT (-149171.2004155965 3165795.672548381),,,,,Standard
-165371.20041559645,3166095.6725483807,191.0,0.0,2161.516357421875,5.5478725629968535,POINT (-165371.2004155965 3166095.672548381),,,,,Standard
-165071.20041559645,3166095.6725483807,192.0,0.0,2166.279296875,5.4030050768428755,POINT (-165071.2004155965 3166095.672548381),,,,,Standard
-164771.20041559645,3166095.6725483807,193.0,0.0,2149.83837890625,5.400498919420898,POINT (-164771.2004155965 3166095.672548381),,,,,Standard
-164471.20041559645,3166095.6725483807,194.0,0.0,2215.08544921875,5.8644500650617815,POINT (-164471.2004155965 3166095.672548381),,,,,Standard
-164171.20041559645,3166095.6725483807,195.0,0.0,2297.40380859375,6.084501951578224,POINT (-164171.2004155965 3166095.672548381),,,,,Standard
-163871.20041559645,3166095.6725483807,196.0,0.0,2426.416015625,5.632851852418914,POINT (-163871.2004155965 3166095.672548381),,,,,Standard
-163571.20041559645,3166095.6725483807,197.0,0.0,2448.45654296875,5.594046651615892,POINT (-163571.2004155965 3166095.672548381),,,,,Standard
-163271.20041559645,3166095.6725483807,198.0,0.0,2387.510986328125,6.196648486161445,POINT (-163271.2004155965 3166095.672548381),,,,,Standard
-162971.20041559645,3166095.6725483807,199.0,0.0,2314.40673828125,7.274974896278888,POINT (-162971.2004155965 3166095.672548381),,,,,Standard
