,X,Y,ID,Elevation,Type,Population,Weight,Elevation
164,-164171.20041559645,3165795.6725483807,164.0,2285.984130859375,Standard,0.0,4.8648030966262885,2285.984130859375
165,-163871.20041559645,3165795.6725483807,165.0,2398.32958984375,Standard,0.0,4.236685012115731,2398.32958984375
166,-163571.20041559645,3165795.6725483807,166.0,2374.5263671875,Standard,0.0,4.296002922385757,2374.5263671875
167,-163271.20041559645,3165795.6725483807,167.0,2331.120849609375,Standard,0.0,5.244826755681721,2331.120849609375
168,-162971.20041559645,3165795.6725483807,168.0,2302.663818359375,Standard,0.0,6.504188377581054,2302.663818359375
169,-162671.20041559645,3165795.6725483807,169.0,2265.89892578125,Standard,0.0,6.548211390668955,2265.89892578125
170,-162371.20041559645,3165795.6725483807,170.0,2179.394287109375,Standard,0.0,6.056321437425232,2179.394287109375
171,-162071.20041559645,3165795.6725483807,171.0,2121.53955078125,Standard,0.0,5.980714235877347,2121.53955078125
172,-161771.20041559645,3165795.6725483807,172.0,2183.5771484375,Standard,13.0,4.990019046290408,2183.5771484375
173,-161471.20041559645,3165795.6725483807,173.0,2230.80517578125,Standard,7.0,3.455073307401884,2230.80517578125
174,-161171.20041559645,3165795.6725483807,174.0,2328.044921875,Standard,0.0,1.5,2328.044921875
175,-160871.20041559645,3165795.6725483807,175.0,2394.9228515625,Standard,0.0,3.7879871027796903,2394.9228515625
176,-160571.20041559645,3165795.6725483807,176.0,2421.9443359375,Standard,0.0,4.1909323248224375,2421.9443359375
177,-160271.20041559645,3165795.6725483807,177.0,2394.72607421875,Standard,4.0,5.211726266533328,2394.72607421875
178,-159971.20041559645,3165795.6725483807,178.0,2394.72607421875,Standard,0.0,5.391136719898365,2394.72607421875
179,-159671.20041559645,3165795.6725483807,179.0,2235.14306640625,Standard,0.0,5.654168943966769,2235.14306640625
180,-159371.20041559645,3165795.6725483807,180.0,2129.886474609375,Standard,0.0,4.120682613061397,2129.886474609375
181,-159071.20041559645,3165795.6725483807,181.0,2036.2777099609373,Standard,0.0,3.214309604959789,2036.2777099609373
182,-158771.20041559645,3165795.6725483807,182.0,1984.759765625,Standard,0.0,3.076879481470587,1984.759765625
183,-158471.20041559645,3165795.6725483807,183.0,1935.1060791015625,Standard,50.0,1.5,1935.1060791015625
184,-158171.20041559645,3165795.6725483807,184.0,1959.122802734375,Standard,101.0,1.5,1959.122802734375
185,-157871.20041559645,3165795.6725483807,185.0,1992.9044189453125,Standard,73.0,1.5,1992.9044189453125
186,-157571.20041559645,3165795.6725483807,186.0,1952.556396484375,Standard,29.0,3.0652799062835765,1952.556396484375
187,-157271.20041559645,3165795.6725483807,187.0,1908.56298828125,Standard,0.0,1.5,1908.56298828125
188,-156971.20041559645,3165795.6725483807,188.0,1888.4610595703125,Standard,0.0,1.5,1888.4610595703125
189,-156671.20041559645,3165795.6725483807,189.0,1888.4434814453125,Standard,0.0,3.8019356845096697,1888.4434814453125
190,-149171.20041559645,3165795.6725483807,190.0,1522.3531494140625,Standard,0.0,1.5,1522.3531494140625
191,-165371.20041559645,3166095.6725483807,191.0,2161.516357421875,Standard,0.0,5.5478725629968535,2161.516357421875
192,-165071.20041559645,3166095.6725483807,192.0,2166.279296875,Standard,0.0,5.403005076842875,2166.279296875
193,-164771.20041559645,3166095.6725483807,193.0,2149.83837890625,Standard,0.0,5.400498919420898,2149.83837890625
194,-164471.20041559645,3166095.6725483807,194.0,2215.08544921875,Standard,0.0,5.8644500650617815,2215.08544921875
195,-164171.20041559645,3166095.6725483807,195.0,2297.40380859375,Standard,0.0,6.084501951578224,2297.40380859375
196,-163871.20041559645,3166095.6725483807,196.0,2426.416015625,Standard,0.0,5.632851852418914,2426.416015625
197,-163571.20041559645,3166095.6725483807,197.0,2448.45654296875,Standard,0.0,5.5940466516158915,2448.45654296875
198,-163271.20041559645,3166095.6725483807,198.0,2387.510986328125,Standard,0.0,6.196648486161445,2387.510986328125
199,-162971.20041559645,3166095.6725483807,199.0,2314.40673828125,Standard,0.0,7.274974896278887,2314.40673828125
200,-162671.20041559645,3166095.6725483807,200.0,2200.085693359375,Standard,0.0,7.644505134731895,2200.085693359375
201,-162371.20041559645,3166095.6725483807,201.0,2141.971923828125,Standard,0.0,7.352227787638246,2141.971923828125
202,-162071.20041559645,3166095.6725483807,202.0,2175.976806640625,Standard,0.0,6.29575238754436,2175.976806640625
203,-161771.20041559645,3166095.6725483807,203.0,2206.231689453125,Standard,14.0,4.668890954964951,2206.231689453125
204,-161471.20041559645,3166095.6725483807,204.0,2246.895751953125,Standard,43.0,3.277831305934182,2246.895751953125
205,-161171.20041559645,3166095.6725483807,205.0,2353.203125,Standard,0.0,1.5,2353.203125
206,-160871.20041559645,3166095.6725483807,206.0,2448.302001953125,Standard,0.0,4.227158592670847,2448.302001953125
207,-160571.20041559645,3166095.6725483807,207.0,2434.63720703125,Standard,0.0,5.608396947646332,2434.63720703125
208,-160271.20041559645,3166095.6725483807,208.0,2381.23486328125,Standard,0.0,6.386554545901936,2381.23486328125
209,-159971.20041559645,3166095.6725483807,209.0,2381.23486328125,Standard,0.0,6.85882163902794,2381.23486328125
210,-159671.20041559645,3166095.6725483807,210.0,2221.751220703125,Standard,0.0,6.348289066633368,2221.751220703125
211,-159371.20041559645,3166095.6725483807,211.0,2101.074462890625,Standard,0.0,5.153961765949322,2101.074462890625
212,-159071.20041559645,3166095.6725483807,212.0,2003.714599609375,Standard,0.0,4.581821920218922,2003.714599609375
213,-158771.20041559645,3166095.6725483807,213.0,1948.197265625,Standard,0.0,3.6003349432340186,1948.197265625
214,-158471.20041559645,3166095.6725483807,214.0,1950.0218505859373,Standard,69.0,1.5,1950.0218505859373
215,-158171.20041559645,3166095.6725483807,215.0,1993.232177734375,Standard,114.0,1.5,1993.232177734375
216,-157871.20041559645,3166095.6725483807,216.0,2035.718505859375,Standard,36.0,1.5,2035.718505859375
217,-157571.20041559645,3166095.6725483807,217.0,1984.0084228515625,Standard,28.0,1.5,1984.0084228515625
218,-157271.20041559645,3166095.6725483807,218.0,1924.9144287109373,Standard,4.0,3.2832795363227034,1924.9144287109373
219,-156971.20041559645,3166095.6725483807,219.0,1899.374267578125,Standard,0.0,3.444814898253691,1899.374267578125
220,-156671.20041559645,3166095.6725483807,220.0,1908.943115234375,Standard,0.0,1.5,1908.943115234375
221,-156371.20041559645,3166095.6725483807,221.0,1898.2808837890625,Standard,20.0,1.5,1898.2808837890625
222,-156071.20041559645,3166095.6725483807,222.0,1889.7169189453125,Standard,7.0,3.4788224233541114,1889.7169189453125
223,-152471.20041559645,3166095.6725483807,223.0,1832.0438232421875,Standard,0.0,1.5,1832.0438232421875
224,-152171.20041559645,3166095.6725483807,224.0,1832.893310546875,Standard,0.0,3.329166474039675,1832.893310546875
225,-150671.20041559645,3166095.6725483807,225.0,1797.6322021484375,Standard,0.0,3.7003980630437563,1797.6322021484375
226,-149171.20041559645,3166095.6725483807,226.0,1794.6927490234375,Standard,0.0,1.5,1794.6927490234375
227,-148871.20041559645,3166095.6725483807,227.0,1777.2467041015625,Standard,0.0,1.5,1777.2467041015625
228,-148571.20041559645,3166095.6725483807,228.0,1309.4605712890625,Standard,0.0,3.801901980813685,1309.4605712890625
229,-165371.20041559645,3166395.6725483807,229.0,2201.576171875,Standard,0.0,4.249183097560312,2201.576171875
230,-165071.20041559645,3166395.6725483807,230.0,2190.921630859375,Standard,0.0,4.014729621713906,2190.921630859375
231,-164771.20041559645,3166395.6725483807,231.0,2157.6748046875,Standard,0.0,3.899496667342235,2157.6748046875
232,-164471.20041559645,3166395.6725483807,232.0,2212.497314453125,Standard,0.0,4.706249845730568,2212.497314453125
233,-164171.20041559645,3166395.6725483807,233.0,2276.4033203125,Standard,0.0,5.965038674984412,2276.4033203125
234,-163871.20041559645,3166395.6725483807,234.0,2353.53857421875,Standard,0.0,6.921946597576305,2353.53857421875
235,-163571.20041559645,3166395.6725483807,235.0,2383.382568359375,Standard,0.0,6.964907169068708,2383.382568359375
236,-163271.20041559645,3166395.6725483807,236.0,2324.74951171875,Standard,0.0,7.391277908007955,2324.74951171875
237,-162971.20041559645,3166395.6725483807,237.0,2247.36181640625,Standard,0.0,7.4077256009657955,2247.36181640625
238,-162671.20041559645,3166395.6725483807,238.0,2177.16650390625,Standard,0.0,7.365876913235464,2177.16650390625
239,-162371.20041559645,3166395.6725483807,239.0,2193.96142578125,Standard,0.0,7.237102378598803,2193.96142578125
240,-162071.20041559645,3166395.6725483807,240.0,2207.6728515625,Standard,0.0,6.363748239344388,2207.6728515625
241,-161771.20041559645,3166395.6725483807,241.0,2236.614013671875,Standard,0.0,4.8838979742320445,2236.614013671875
242,-161471.20041559645,3166395.6725483807,242.0,2267.5986328125,Standard,22.0,3.600921224205868,2267.5986328125
243,-161171.20041559645,3166395.6725483807,243.0,2361.262939453125,Standard,0.0,1.5,2361.262939453125
244,-160871.20041559645,3166395.6725483807,244.0,2439.4306640625,Standard,0.0,4.1999234368049985,2439.4306640625
245,-160571.20041559645,3166395.6725483807,245.0,2394.5224609375,Standard,0.0,5.529499588223136,2394.5224609375
246,-160271.20041559645,3166395.6725483807,246.0,2334.42529296875,Standard,0.0,6.5782592689315775,2334.42529296875
247,-159971.20041559645,3166395.6725483807,247.0,2334.42529296875,Standard,0.0,5.668299955823156,2334.42529296875
248,-159671.20041559645,3166395.6725483807,248.0,2181.544921875,Standard,0.0,4.866776952170046,2181.544921875
249,-159371.20041559645,3166395.6725483807,249.0,2078.1943359375,Standard,47.0,4.97171049527968,2078.1943359375
250,-159071.20041559645,3166395.6725483807,250.0,1998.681396484375,Standard,3.0,3.9769353106033143,1998.681396484375
251,-158771.20041559645,3166395.6725483807,251.0,1953.537109375,Standard,0.0,1.5,1953.537109375
252,-158471.20041559645,3166395.6725483807,252.0,1994.85009765625,Standard,46.0,1.5,1994.85009765625
253,-158171.20041559645,3166395.6725483807,253.0,2042.05029296875,Standard,29.0,3.954576100713726,2042.05029296875
