Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
73.0,0.0,292,86.89896621226536,2.8880935689402616,28880.935689402617,0.45893781065667694,100,2100
73.0,1.0,100,33.599210110879476,1.1741572650452325,11741.572650452326,0.4138537500509924,50,1500
73.0,2.0,70,24.632836321174693,1.0309368966490362,10309.368966490361,0.4662961130059516,50,1500
73.0,3.0,44,16.65216500403069,0.42791009851147027,4279.100985114703,0.1662440578506232,50,1500
