,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,,,,,,,,,0.8161746840520836,1.0,0.7317103305800557,0.7327662409882203,0.7787571175912019,0.7458364949407048,0.7464075274132431,0.746634597865245,0.7006551782510619,0.7116889650624426,0.7555641850290569,0.7729789594167211,0.7593079453864018,0.712278268151479,0.6292769267248345,0.641889405838542,0.6769022159633303,0.6866684156660139,0.7039496429507671,0.6866500945781996,0.7095818380785287
1,,,,,,,,,0.8020000683524404,0.8519631706924988,0.7137713870355673,0.8145577723686526,0.7771859173720259,0.7593152351260659,0.7673252867321584,0.7869919609935407,0.794261369605695,0.7945338300277334,0.7415089497394379,0.7312081420414343,0.7160045498675355,1.0,0.7335228689544482,0.810129262059459,0.764902651568372,0.7992816348384794,0.7853331485285872,0.7710519978532271,0.8153564041806378
10,,,,,,,,,1.0,0.9428046708678388,0.9215857495464199,0.8818131754347186,0.938770099519638,0.9227772990825013,0.8686119419125745,0.8958522754481333,0.8816400205883015,0.8691356877529733,0.8398038593234213,0.8520277669335767,0.8837101882599111,0.8349718559947888,0.7363502605409599,0.7513435357268238,0.7246796714624639,0.7608458836240866,0.7328429235007597,0.7489270583623802,0.7473448797382508
100,,,,,,,,,0.8944790611023514,0.8997181001322689,0.8935784565496128,0.9159028067336571,0.935016563530043,0.9128939648737187,0.9083822553462141,0.8864186072091625,0.9333799427110803,0.9008915611138572,0.911871803155861,0.9292734045578932,0.9477302464141499,0.9544352775116138,0.9636816760138547,0.9723573368752318,0.9642399300272546,0.981795189350741,0.9828354149350668,0.9895407912019536,1.0
101,,,,,,,,,0.9674627216975794,0.9447204722581359,0.9565544769767746,0.9589475229284584,1.0,0.9733180898526943,0.9594669603257421,0.926187874592564,0.9602499759816613,0.9491879426395756,0.9611473533690812,0.9864732516460429,0.9591353944333745,0.9828027507143452,0.9337428742131396,0.9319336312438625,0.9246561636757452,0.9580604772862519,0.9470163760536747,0.9707191215308939,0.9685018933813772
102,,,,,,,,,0.9524037250634154,1.0,0.9649363072260523,0.9631106255697248,0.9453897388648068,0.9721376627910616,0.9187688629542357,0.9280765643364802,0.9262138432542739,0.9055468461847888,0.8563153223694405,0.8537294691576321,0.8703209040159761,0.8691202696336527,0.9567768280460528,0.9121784072734961,0.8961699117102624,0.9297782056899019,0.8776437934565761,0.903336734276708,0.90066081677671
103,,,,,,,,,0.9349726737174717,1.0,0.8804060008818511,0.8359690598750669,0.7565931833240254,0.6864960323071214,0.7196826391622305,0.836596964765446,0.5316246240623054,0.7788162486972862,0.8121271445076566,0.675057217503306,0.9298216881133355,0.8715893099852072,0.9536253887214415,0.8177613648419483,0.9356503487824687,0.8233072362922293,0.8401412927034012,0.9255541913493067,0.8867579307908872
104,,,,,,,,,0.9696337246319837,1.0,0.83132783175523,0.8713274181965962,0.7328160485498297,0.5530107679108133,0.7869529089413086,0.8628139718016511,0.45240941458088885,0.6764958753631969,0.8002128361598736,0.39994311126510107,0.4856138174824097,0.4575505671085584,0.6123670150518247,0.45551900102469733,0.4038199385246719,0.44562428507475843,0.4545449401874544,0.4087375821489858,0.4276858129931819
105,,,,,,,,,0.6943433473120482,0.8418908665117039,0.8616853570128395,0.6050429105359484,0.683174873805956,0.590968677672175,0.6052109204805449,1.0,0.564679682323546,0.5310090713760313,0.9144968699233175,0.4598852623102943,0.5435626318019772,0.411774793698549,0.35820590920662987,0.45040617606546585,0.44811420032324917,0.5158761104951484,0.548208571160836,0.5170991996722728,0.5273108208853112
106,,,,,,,,,0.9750446161205373,1.0,0.9660179357743275,0.7495652515888734,0.6053414742622716,0.6915922093005676,0.6313370034112892,0.6389766093052711,0.5709831830747569,0.8170876406750406,0.5858567713096384,0.847710637939626,0.676165125247759,0.6377515372440977,0.4926859798812694,0.6157594779797793,0.6947379409995098,0.6578797538117004,0.6485185451977777,0.6966688276866682,0.710735516546526
107,,,,,,,,,1.0,0.9675349224151839,0.9150904541425828,0.899752296409129,0.9401320628430538,0.9017465999550581,0.877454800159765,0.8930842241012673,0.8613362781539947,0.8702517260069107,0.8374494784333216,0.8763456120406253,0.8819242299039578,0.8388292795956845,0.7447531943266887,0.7439271384636974,0.7440731252178042,0.7857901133441442,0.7487744786861814,0.7541534257128648,0.7568484515325037
108,,,,,,,,,0.8461116607889821,0.9492975285113108,0.8934320004527392,0.6929034821993781,0.7327822903257092,0.6272181220203527,0.6409135337657778,1.0,0.5404766573208571,0.5584657276256504,0.8863019900536239,0.4630594731353385,0.4962875179691367,0.4681858182828774,0.38546265017759285,0.46491666086366723,0.39439704276344234,0.43990111373409024,0.4830324329111905,0.4155261230697313,0.4263739276109658
109,,,,,,,,,1.0,0.9584025247282446,0.9446669975840122,0.9497227702623621,0.9827424238039149,0.9654968611088206,0.9256954952465671,0.9317609480763746,0.9143925200302376,0.9183606158120607,0.8943884026758071,0.9006137624847124,0.9299702083377701,0.8837406183203341,0.8037576410871927,0.8227217715035752,0.849534722567307,0.8673228950571542,0.8227101220480689,0.845992013934205,0.8570178595254048
11,,,,,,,,,0.5941741584061196,0.5772912474727872,0.6046683112628376,0.6205995451796614,0.594114666779318,0.5981873151754871,0.558564615892477,0.5760994303074257,0.5559729735068051,0.597747152742082,1.0,0.6546193523474054,0.5737852107501511,0.5381111677833041,0.5337888813693489,0.5373989693725386,0.5326738977108813,0.550748578556496,0.5579514599358625,0.5554216245778765,0.5617556163356163
110,,,,,,,,,0.9080559392964569,0.9791014928078488,0.9992015098790168,1.0,0.9667052486888381,0.9855320683619547,0.9661663261922213,0.9753507826369887,0.9612219409591458,0.9546497745793786,0.8954203814813387,0.9089809931350383,0.946947401668345,0.9681681983272122,0.9623944287323533,0.956015281355531,0.9266997269266456,0.9386762387167186,0.9091084902133859,0.8938894831804193,0.8887791464061271
