ID,residential_area,n_residential_area,admin_0,admin_1,admin_2,admin_3,OSM,urban_percentage,n_buildings,area,extension,population_facebook,population_worldpop,population_density,building_density,night_lights,schools,hospitals,distance_road,distance_grid,distance_official_substations,distance_substations,grid_buildings,lights_build,centroid,Existing_Voltage:
144,0,0,['Lesotho'],['Butha-Buthe'],['Tsa-le-Moleka'],0,No OSM location found,0.0,1855.0,2.298575146572304,3.279938852016814,2359.2251414172674,2396.76171875,1042.7162767874327,807.0216902702637,70.0,0,0,0.1764197348829178,0.2342050623878073,7.110045143722752,0,65.12575284962499,98.25353902520749,POINT (-130827.5578267521 3176942.951814133),0.0
145,0,0,['Lesotho'],['Butha-Buthe'],['Tsa-le-Moleka'],0,No OSM location found,0.0,263.0,0.36730392151228697,2.1413772959589594,478.74892018939187,365.21466064453125,994.3119015469432,716.0282931833664,0.0,0,0,2.642477523596251,2.8068392676831198,4.851952546658336,0,0.0,0.0,POINT (-132311.6623101177 3180716.910001093),
146,0,0,['Lesotho'],['Butha-Buthe'],['Tsa-le-Moleka'],0,No OSM location found,0.0,388.0,0.6324616506622966,2.1802872115519842,551.0856190691078,647.5967407226562,1023.9304470785075,613.4759310603212,83.33333333333333,0,0,2.428348565107434,1.5230334984243574,5.848910966706871,0,0.0,91.74068252345369,POINT (-131333.6086240182 3179498.385247247),
147,0,0,['Lesotho'],['Butha-Buthe'],"['Tsa-le-Moleka', 'Likila']",0,No OSM location found,0.0,551.0,0.9569216825565884,2.689389753706497,958.1018064139028,911.4056396484375,952.4349340830624,575.8046975463075,71.42857142857143,0,0,2.103757001784493,1.7222145307647352,3.8343742917647257,0,0.0,60.50678088484042,POINT (-133362.5960102668 3179548.82124753),
148,0,0,['Lesotho'],['Butha-Buthe'],['Tsa-le-Moleka'],0,No OSM location found,0.0,388.0,0.6324616506622966,2.1802872115519842,551.0856190691078,647.5967407226562,1023.9304470785075,613.4759310603212,83.33333333333333,0,0,2.428348565107434,1.5230334984243574,5.848910966706871,0,0.0,91.74068252345369,POINT (-131333.6086240182 3179498.385247247),
149,0,0,['Lesotho'],['Butha-Buthe'],"['Likila', 'Ngoajane']",0,"['village', 'Phoku']",0.0,1026.0,2.7453878835680725,3.89334160507219,1347.7894386939076,1300.064453125,473.5449081371181,373.7176834431673,0.0,0,0,0.07954651453299097,0.43630930939423873,6.671613068800597,0,0.0,0.0,POINT (-138284.9240275414 3169331.98295343),0.0
15,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,287.0,0.3333725100062462,1.3351873739299733,281.27759454353117,379.3872985839844,1138.0281432829481,860.8988185457243,33.333333333333336,0,0,3.170684073625511,1.0684730520567074,3.1437247061990474,0,0.0,37.10791146762264,POINT (-136253.4528309738 3183235.541613887),
150,0,0,['Lesotho'],['Butha-Buthe'],['Ngoajane'],0,No OSM location found,0.0,161.0,0.20374496304635156,0.815312575419209,143.47435960289988,154.4396209716797,758.0046086172201,790.2035838960732,0.0,0,0,4.086907814139423,14.56868871274999,19.68098191804495,0,0.0,0.0,POINT (-161375.4704177586 3168663.22064825),
151,0,0,['Lesotho'],['Butha-Buthe'],['Ngoajane'],0,No OSM location found,0.0,119.0,0.1668538420153034,0.7993081239001253,152.16977533640897,134.0947723388672,803.6660751663625,713.1990403258777,0.0,0,0,0.8022063404428854,1.1225633179125267,1.1510703264630204,0,0.0,0.0,POINT (-143705.4811658698 3174298.060252789),
152,0,0,['Lesotho'],['Butha-Buthe'],['Ngoajane'],0,No OSM location found,0.0,118.0,0.14304674294085556,0.7625089233039807,73.91103373482721,148.42958068847656,1037.629921779111,824.9051853546121,0.0,0,0,2.580154392435492,3.1274137184881936,3.195184464346235,0,0.0,0.0,POINT (-144854.4580990098 3176678.446475357),
153,0,0,['Lesotho'],['Butha-Buthe'],['Ngoajane'],0,No OSM location found,0.0,226.0,0.3451479492938806,1.271222285763455,230.4285169379907,307.5420837402344,891.0442155875994,654.791663871569,0.0,0,0,4.585313515617086,5.061260629894064,5.12636297647147,0,0.0,0.0,POINT (-146690.2041284517 3177492.875956224),
154,0,0,['Lesotho'],['Butha-Buthe'],['Ngoajane'],0,No OSM location found,0.0,278.0,0.7573754557702104,1.7432579764889984,234.77622480474525,426.8545837402344,563.5970646898586,367.05704929041946,0.0,0,0,5.051524543285244,5.0467105448870555,6.1177279291153965,0,0.0,0.0,POINT (-147650.0249115757 3177850.746208719),
155,0,0,['Lesotho'],['Butha-Buthe'],['Ngoajane'],0,No OSM location found,0.0,58.0,0.07260654238793114,0.5439105085898439,56.52020226780903,81.36979675292969,1120.695106484718,798.8260849843322,0.0,0,0,1.297219352700587,1.8871072588367603,1.9564227820728153,0,0.0,0.0,POINT (-143726.0999930232 3176024.405314992),
156,0,0,['Lesotho'],['Butha-Buthe'],"['Likila', 'Ngoajane']",0,No OSM location found,0.0,531.0,0.6615103340510371,2.409384798146853,714.0636902034837,688.6135864257812,1040.9717747094985,802.7085484034662,40.0,0,0,0.03481077802440556,1.465691726647006,2.870926429987996,0,0.0,46.25562478975625,POINT (-141953.6353896101 3177255.333763497),
157,0,0,['Lesotho'],['Butha-Buthe'],"['Tsa-le-Moleka', 'Likila']",0,No OSM location found,0.0,190.0,0.35034709946535236,1.2259181689549472,299.189421274543,204.88978576660156,584.8194150294776,542.3193178706196,0.0,0,0,1.8036763615198022,5.8518138241986115,6.605977418680051,0,0.0,0.0,POINT (-139442.7408682492 3191292.294900626),
158,0,0,['Lesotho'],['Butha-Buthe'],"['Likila', 'Ngoajane']",0,No OSM location found,0.0,316.0,0.572465462275637,1.7793906943207833,489.11699028396265,512.6322631835938,895.4815564694554,551.9983664059873,0.0,0,0,0.06540631418129539,0.6611286784389049,6.757155976843103,0,0.0,0.0,POINT (-136790.6565831578 3170939.898968579),0.0
159,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,38.0,0.12197051552749236,0.5819021536961311,8.789924829485349,64.92726135253906,532.3193156292297,311.5507041653418,0.0,0,0,0.3450149236105289,1.6756427197282449,4.130655812789344,0,0.0,0.0,POINT (-138024.7014718572 3187070.958541449),
16,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,151.0,0.3380144247405009,1.3197284489414938,171.40353417496434,262.64886474609375,777.034485873594,446.72649729645445,0.0,0,0,1.6757819321516407,1.5054031210667458,4.3868659285498,0,0.0,0.0,POINT (-134829.3578383709 3183949.080796024),
160,0,0,['Lesotho'],['Butha-Buthe'],"['Nqoe', 'Likila']",0,No OSM location found,0.0,334.0,0.41577092173705493,1.341887866349648,309.5062978702169,308.5619812011719,742.1442074689269,803.3269825715009,0.0,0,0,4.583933422649761,5.07064086458327,6.341362582379844,0,0.0,0.0,POINT (-142925.452104883 3191268.093443026),
161,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,162.0,0.27103471615305064,1.2790913802476007,127.45391002753757,239.30389404296875,882.9270930290576,597.7094089619139,0.0,0,0,0.42957707015928676,1.3165826986145817,7.721298048619762,0,0.0,0.0,POINT (-134424.1480452577 3172990.156841647),
17,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,771.0,1.631406942809882,3.1361281490551836,1252.3584909700367,1184.645751953125,726.1497550774976,472.5982094155213,77.77777777777777,0,0,2.05042640011935,0.0036440983856681416,2.3141693417418647,0,79.18074394588479,87.02140844975905,POINT (-137595.3996194768 3182487.33117271),0.0
18,0,0,['Lesotho'],['Butha-Buthe'],"['Nqoe', 'Likila']",0,No OSM location found,0.0,422.0,0.5853682633688394,1.918406548615284,567.4282127620644,518.2821044921875,885.3949503675415,720.9136989616716,0.0,0,0,0.30361296996746834,0.707757815481435,9.03019658675875,0,0.0,0.0,POINT (-151077.3645093836 3182708.650484765),
19,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,952.0,1.073622808683919,2.070915708032352,1542.9836889945223,1306.41650390625,1216.8300573901713,886.7173762515272,100.0,0,0,0.32250710747911077,0.0015640696442803653,0.9204101916180106,0,84.66819923142349,100.0,POINT (-137883.6510687064 3180758.384127625),0.0
2,0,0,['Lesotho'],['Butha-Buthe'],"['Likila', 'Ngoajane']",0,"['village', 'Qholaqhoe']",0.0,1876.0,3.128849850794901,4.9933836333412875,2919.6744165398572,2412.816650390625,771.1513065344558,599.5813444110756,36.8421052631579,0,0,2.7175343454201926,0.6736109939602812,4.198915912320124,0,47.26689040472283,41.40687952373749,POINT (-138584.5757602789 3173111.838382846),0.0
20,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,192.0,0.30161091874670437,1.1966801380352585,342.8070683499286,280.0520935058594,928.5210716825862,636.581728532326,50.0,0,0,1.4024873780813711,1.4666616845518392,2.39981805381209,0,0.0,43.21867961675077,POINT (-134758.2510405321 3180528.679610281),
21,0,0,['Lesotho'],['Butha-Buthe'],['Likila'],0,No OSM location found,0.0,318.0,0.4618991398548012,1.4781655431261906,549.3703018428339,490.4356689453125,1061.7808664884758,688.4619878269613,100.0,0,0,0.5542605112036194,0.5746028302618913,2.4451597537077814,0,0.0,100.0,POINT (-134947.3878855869 3179132.490510807),
