Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
72.0,0.0,109,36.11698753824268,1.7893600342907456,17893.60034290746,0.6642293212557359,50,1500
72.0,1.0,157,49.7315156100204,1.3246844788146417,13246.844788146416,0.38937558211593143,100,2100
72.0,2.0,31,12.47651402666106,0.35240099040448153,3524.0099040448154,0.1899745835332887,50,1500
72.0,3.0,135,43.58542564201467,1.147666001552805,11476.66001552805,0.364812531627846,50,1500
72.0,4.0,96,32.333999976917056,0.9164711541632499,9164.711541632498,0.3658838585293234,50,1500
