Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
79.0,0.0,74,25.931612179042624,1.5487422359557368,15487.422359557368,0.48445471135991724,50,1500
79.0,1.0,44,16.65216500403069,0.44678766680976506,4467.8766680976505,0.1519348530673794,50,1500
